"","description","FDR","enrich","cellType","logFDR"
"294","Regulation of PTEN gene transcription",0.0393273876907346,0.750329084229663,"Inh",1.40530490050553
"295","FCERI mediated MAPK activation",0.0394397189147292,0.723058727655748,"Inh",1.40406618891889
"296","ER-Phagosome pathway",0.0397354146004291,0.63593957062759,"Inh",1.40082225118266
"297","Activation of anterior HOX genes in hindbrain development during early embryogenesis",0.0416447827472054,0.641783117041589,"Inh",1.38043939920376
"298","Activation of HOX genes during differentiation",0.0416447827472054,0.641783117041589,"Inh",1.38043939920376
"299","PCP/CE pathway",0.0428990778975273,0.704014156424991,"Inh",1.36755204274114
"300","Mitotic G2-G2/M phases",0.0430716240140561,0.647999165991496,"Inh",1.36580875287064
"301","G2/M Transition",0.0430716240140561,0.647999165991496,"Inh",1.36580875287064
"302","Asymmetric localization of PCP proteins",0.0451511716282523,0.748348271910186,"Inh",1.34533097569194
"303","Toll-like Receptor Cascades",0.0455321423197264,0.533302507489115,"Inh",1.34168191534638
"304","Interleukin-17 signaling",0.0467711121787666,0.65091740168794,"Inh",1.33002230280139
"305","Signaling by WNT",0.0468320290156108,0.518000498163254,"Inh",1.32945702583538
"306","PRC2 methylates histones and DNA",0.0485039371564452,0.684762024934975,"Inh",1.31422300746126
"307","Influenza Infection",1e-07,0.827491796958611,"Mic",7
"308","Influenza Life Cycle",1e-07,0.827408481019653,"Mic",7
"309","L13a-mediated translational silencing of Ceruloplasmin expression",1e-07,0.833790403394927,"Mic",7
"310","Formation of a pool of free 40S subunits",1e-07,0.833790403394927,"Mic",7
"311","GTP hydrolysis and joining of the 60S ribosomal subunit",1e-07,0.833790403394927,"Mic",7
"312","Nonsense-Mediated Decay (NMD)",1e-07,0.833790403394927,"Mic",7
"313","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",1e-07,0.833790403394927,"Mic",7
"314","SRP-dependent cotranslational protein targeting to membrane",1e-07,0.833790403394927,"Mic",7
"315","Viral mRNA Translation",1e-07,0.833790403394927,"Mic",7
"316","Eukaryotic Translation Termination",1e-07,0.833790403394927,"Mic",7
"317","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",1e-07,0.833790403394927,"Mic",7
"318","Influenza Viral RNA Transcription and Replication",1e-07,0.825512541817329,"Mic",7
"319","Selenocysteine synthesis",1e-07,0.82681604812481,"Mic",7
"320","Eukaryotic Translation Initiation",1e-07,0.828228232361882,"Mic",7
"321","Cap-dependent Translation Initiation",1e-07,0.828228232361882,"Mic",7
"322","Eukaryotic Translation Elongation",1e-07,0.826112671602778,"Mic",7
"323","Peptide chain elongation",1e-07,0.826112671602778,"Mic",7
"324","Regulation of expression of SLITs and ROBOs",1e-07,0.806085565206544,"Mic",7
"325","Translation",1e-07,0.820635705237931,"Mic",7
"326","Metabolism of RNA",1e-07,0.786734717110794,"Mic",7
"327","Major pathway of rRNA processing in the nucleolus and cytosol",1e-07,0.811565424794589,"Mic",7
"328","rRNA processing",1e-07,0.811565424794589,"Mic",7
"329","rRNA processing in the nucleus and cytosol",1e-07,0.811565424794589,"Mic",7
"330","Selenoamino acid metabolism",1e-07,0.803764674760737,"Mic",7
"331","Signaling by ROBO receptors",1e-07,0.759065005102373,"Mic",7
"332","Infectious disease",1e-07,0.717868504615204,"Mic",7
"333","Metabolism of amino acids and derivatives",1e-07,0.680583961495201,"Mic",7
"334","Translation initiation complex formation",1e-07,0.8296930741971,"Mic",7
"335","Formation of the ternary complex, and subsequently, the 43S complex",1e-07,0.8296930741971,"Mic",7
"336","Ribosomal scanning and start codon recognition",1e-07,0.8296930741971,"Mic",7
"337","Interleukin-4 and Interleukin-13 signaling",1e-07,0.735718116608361,"Mic",7
"338","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",0.000115345073534631,0.816613675962654,"Mic",3.93800094975507
"339","Axon guidance",0.000118949607082588,0.622851715066191,"Mic",3.92463698819709
"340","Cytokine Signaling in Immune system",0.000597080380649854,0.589317466591763,"Mic",3.22396719898317
"341","Metabolism of proteins",0.000688774867678225,0.56966973471299,"Mic",3.16192270799429
"342","Developmental Biology",0.00102208551270965,0.570356185722751,"Mic",2.99051276746517
"343","Signaling by Interleukins",0.00137167114473615,0.604158131279554,"Mic",2.86274999733587
"344","Interleukin-1 family signaling",0.00217030862045424,0.715003952908115,"Mic",2.6634785045708
"345","Neutrophil degranulation",0.00221225935907446,0.578184701705783,"Mic",2.65516395891711
"346","Cellular responses to external stimuli",0.0031085497317583,0.615354128244151,"Mic",2.50744218023231
"347","Disease",0.00365165623043783,0.54772621191279,"Mic",2.43751011401045
"348","Cellular responses to stress",0.00401785339478965,0.634495937303627,"Mic",2.39600591402766
"349","NCAM signaling for neurite out-growth",0.00787833676677236,0.783154264038957,"Mic",2.10356545881185
"350","Signaling by PDGF",0.00916993334600316,0.725474425725784,"Mic",2.0376338210986
"351","Interleukin-1 signaling",0.0140413402849491,0.711785016896267,"Mic",1.85259143561247
"352","Metabolism",0.0203007329420951,0.499456148710973,"Mic",1.69248828194092
"353","Senescence-Associated Secretory Phenotype (SASP)",0.0296412297478994,0.717888763119054,"Mic",1.52810378241849
"354","Interferon gamma signaling",0.0306096988892527,0.635548086530329,"Mic",1.51414094258101
"355","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell",0.0387112190668777,0.623022963443998,"Mic",1.41216315196491
"356","Nuclear Receptor transcription pathway",0.0395610533209077,0.842093777266937,"Mic",1.40273215374402
"357","Metabolism of RNA",1e-07,-0.561834336405192,"Opc",7
"358","Influenza Infection",1e-07,-0.677530926845843,"Opc",7
"359","Eukaryotic Translation Initiation",1e-07,-0.674569054285201,"Opc",7
"360","Cap-dependent Translation Initiation",1e-07,-0.674569054285201,"Opc",7
"361","Translation",1e-07,-0.678791933923054,"Opc",7
"362","Major pathway of rRNA processing in the nucleolus and cytosol",1e-07,-0.680629174154513,"Opc",7
"363","rRNA processing",1e-07,-0.680629174154513,"Opc",7
"364","rRNA processing in the nucleus and cytosol",1e-07,-0.680629174154513,"Opc",7
"365","Selenocysteine synthesis",1e-07,-0.690955461547234,"Opc",7
"366","L13a-mediated translational silencing of Ceruloplasmin expression",1e-07,-0.692961032219351,"Opc",7
"367","Formation of a pool of free 40S subunits",1e-07,-0.692961032219351,"Opc",7
"368","GTP hydrolysis and joining of the 60S ribosomal subunit",1e-07,-0.692961032219351,"Opc",7
"369","Nonsense-Mediated Decay (NMD)",1e-07,-0.692961032219351,"Opc",7
"370","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",1e-07,-0.692961032219351,"Opc",7
"371","SRP-dependent cotranslational protein targeting to membrane",1e-07,-0.692961032219351,"Opc",7
"372","Viral mRNA Translation",1e-07,-0.692961032219351,"Opc",7
"373","Eukaryotic Translation Termination",1e-07,-0.692961032219351,"Opc",7
"374","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",1e-07,-0.692961032219351,"Opc",7
"375","Influenza Viral RNA Transcription and Replication",1e-07,-0.692986767373482,"Opc",7
"376","Eukaryotic Translation Elongation",1e-07,-0.696355569458264,"Opc",7
"377","Peptide chain elongation",1e-07,-0.696355569458264,"Opc",7
"378","Selenoamino acid metabolism",1e-07,-0.690775041501205,"Opc",7
"379","Influenza Life Cycle",1e-07,-0.700600232306963,"Opc",7
"380","Translation initiation complex formation",5.24217033577205e-05,-0.683412235208533,"Opc",4.28048887146954
"381","Formation of the ternary complex, and subsequently, the 43S complex",5.24217033577205e-05,-0.683412235208533,"Opc",4.28048887146954
"382","Ribosomal scanning and start codon recognition",5.24217033577205e-05,-0.683412235208533,"Opc",4.28048887146954
"383","Signaling by ROBO receptors",5.89744162774355e-05,-0.547031942291199,"Opc",4.22933634902216
"384","Infectious disease",0.0015164849899912,-0.515323395106271,"Opc",2.81916188393311
"385","Regulation of expression of SLITs and ROBOs",0.00224509501966513,-0.522405334181307,"Opc",2.64876527352794
"386","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",0.00235897665109742,-0.63343348653985,"Opc",2.6272763576942
"387","Cellular response to heat stress",0.0180804145903467,-0.696712210566739,"Opc",1.74279161521931
"388","Chondroitin sulfate biosynthesis",0.0315807999165667,-0.696354562303318,"Opc",1.50057687385429
"389","Metabolism of steroids",0.0402412826457534,0.647786441604428,"Opc",1.39532818508197
"390","Metabolism of amino acids and derivatives",0.0414750985747492,-0.423469201628396,"Opc",1.38221257310544
"391","Downregulation of ERBB2 signaling",0.0499131706705731,-0.733703282323248,"Opc",1.30178484125396
