,regulon,coef,pval,fdr,log_fdr,significance
31,ELF2(+),-0.009627573809000974,0.48937147025831274,0.8296786612628285,0.08109007950608185,Not Significant
32,ELF4(+),-0.007152927852981439,0.5431401545380372,0.8296786612628285,0.08109007950608185,Not Significant
33,ELK1(+),-0.00022810278211394053,0.9508385856968085,0.9759930456358775,0.01055327685454155,Not Significant
34,ELK4(+),-0.010470884745033372,0.512975018466261,0.8296786612628285,0.08109007950608185,Not Significant
35,EP300(+),-0.004657120311705888,0.70123443729576,0.896520408392817,0.04743981970859966,Not Significant
36,ERF(+),0.03713608393606612,0.2111801795919148,0.7938349776638214,0.10026976928408199,Not Significant
37,ETS1(+),0.003155269120848707,0.49821795256241463,0.8296786612628285,0.08109007950608185,Not Significant
38,ETV1(+),-0.0163695765679517,0.13768567984909708,0.7938349776638214,0.10026976928408199,Not Significant
39,ETV5(+),0.0018947191801678858,0.6732525154406284,0.8825066756451481,0.05428200074480207,Not Significant
40,ETV6(+),0.004832651955934176,0.7956869909952933,0.907771086016018,0.04202365435773725,Not Significant
41,FLI1(+),-0.00801265343477545,0.5036599931862129,0.8296786612628285,0.08109007950608185,Not Significant
42,FOS(+),-0.010473618432387309,0.4354103434657335,0.8296786612628285,0.08109007950608185,Not Significant
43,FOSL2(+),0.0027824648825972445,0.7019571161044482,0.896520408392817,0.04743981970859966,Not Significant
44,FOXJ2(+),0.05132491720538248,0.15884012004665427,0.7938349776638214,0.10026976928408199,Not Significant
45,FOXJ3(+),0.005641889645373084,0.6374274816677638,0.8558651835537738,0.0675946402876178,Not Significant
46,FOXK1(+),-0.002911483160976783,0.3655934602166104,0.7938349776638214,0.10026976928408199,Not Significant
47,FOXN2(+),0.019976789734600944,0.3861373408884419,0.7938349776638214,0.10026976928408199,Not Significant
48,FOXO1(+),-0.06737409540497387,0.5873900123215494,0.8441012028917081,0.07360548083580419,Not Significant
49,FOXP2(+),0.006821032155131966,0.8081177307710778,0.907771086016018,0.04202365435773725,Not Significant
50,GABPA(+),-0.014485778159045485,0.35166143711727266,0.7938349776638214,0.10026976928408199,Not Significant
51,GABPB1(+),-0.019374132954934432,0.32353221375176744,0.7938349776638214,0.10026976928408199,Not Significant
53,GTF2IRD1(+),0.04564613119030056,0.19401984830241484,0.7938349776638214,0.10026976928408199,Not Significant
54,HCFC1(+),-0.02017344151593336,0.29143649060616744,0.7938349776638214,0.10026976928408199,Not Significant
55,HDX(+),0.033041259127160494,0.3969174888319107,0.7938349776638214,0.10026976928408199,Not Significant
56,HIF1A(+),0.0216626352186509,0.6218158096339172,0.8558651835537738,0.0675946402876178,Not Significant
57,HLF(+),-0.023491892122636592,0.22120280316145652,0.7938349776638214,0.10026976928408199,Not Significant
58,HLTF(+),-0.0277901017619416,0.12555662837126097,0.7938349776638214,0.10026976928408199,Not Significant
