,regulon
31,"[PIP4K2A,HIPK3,AGTPBP1,HERC1,WASF1,EIF3A,BMP2K,FNBP1,L3MBTL4,CDK14,KCMF1,PAK2,MYRIP,LRRN1,RAP1GDS1,MFF,KLHL8,KIF13B,FBXO11,CDYL2,NCK2,TRIM13,SH3GLB1,PTPRM,NT5C2,CADPS,RDX,NCOA6,TMEM150C,ELAVL2,PLPP1,KLF12,KPNA4,TNPO1,BRF1,ARHGAP21,FOXJ3,GPBP1,ANXA4,PCM1,CREB1,BRPF3,MARCH7,ANO10,TNFRSF21,KDM3A,ARHGAP39,ZFYVE16,GJC1,HNRNPM,ZNF521,UPF2,DUSP22,RRAGD,GPR37,CADPS2,PDE4B,ERN1,PLEKHH2,ERAP1,CHAF1B,PCGF5,PPM1B,FUT8,EHBP1,TRAF5,IRF2,RPS6KA3,RNF144A,CUL2,NBEA,MTMR3,NFE2L2,PLAC8,TRIM24,USP34,TDRD3,CDK8,KIAA0319,ITSN1,TNRC6B,ATXN2,STAG1,STAT5B,DGKH,DENND4C,GIGYF2,NOS1AP,PLEKHF2,MFSD8,PSMD14,STK39,BMPR1A,POU2F1,SLC9B2,ZMYM2,CHD6,KIF1B,FARP2,DOCK5,PIK3C2A,EXT2,ANO6,STRN,ARHGAP17,TRIM36,RB1CC1,RERE,CUL1,RNF20,HECTD4,JAZF1,IBTK,DNM3,KDM7A,JDP2,MYO6,SPIRE1,ST3GAL6,SETD3,PLCL1,PCMTD1,PCNX1,GABPB1,MBTD1,STAU2,FRYL,ABCD3,GPR155,OSBPL6,PPP4R1,ARID2,RPS6KA6,AKAP13,KIF12,SGMS1,GRIA2,CAMTA1,ICA1L,CACNG7,NCOR1,RORA,ORC4,RGS17,KBTBD2,KCNMB4,JAK2,CACHD1,SCMH1,SOX5,CEP350,FARP1,ZCCHC7,PALLD,RC3H2,OXR1,ZFYVE9,SLMAP,GPBP1L1,NALCN,BRWD1,ANAPC4,DPYSL5,DLEU2,CAST,STK38L,NCOA2,TMEM68,AKT3,SPAG1,ZCCHC2,RALGPS1,IFT80,ARAP2,SLC36A4,WWC3,MARK1,AP4S1,ZMYND11,RAP1B,FAXC,FAM135A,RAB28,CNOT6L,DTNA,UBE3C,SFXN1,USP10,DCAF5,CDON,ERC2,FBXO10,TTLL7,GPHN,GABRB3,YEATS2,NUCKS1,PPP1R9A,ABHD18,CASC15,VPS54,SNX9,WDFY3,CDK17,LRRFIP2,AUTS2,TRIO,PTBP2,KMT2C,ANKS1B,MAPKAP1,ST7]"
32,"[LRRC4B,NFIX,NOVA2,UBAP2L,BRSK1,RARA,SOCS6,CAP2,ELAVL4,AP4S1,PAK4,PAK1IP1,GPR173,PANK3,ZNF195,SLC9A7,STAU2,NOVA1,SKIL,UBAP1,BRPF3,ZFX,PCF11,FBXO5,CAMTA1,WIPF2,FAM171A1,CLIP1,USP9X,BCL11A,ADNP2,B4GALT5,CORO2B,USP10,NUP153,ARHGAP23,GGA2,ACVR1B,TRAK1,TMEM63B,MARCH5,TRDMT1,POU6F1,DLG3,RASA3,ZYG11B,KPNA4,FBXO9,UACA,STAT5B,ZFR,LMNB2,DPEP1,RB1CC1,ADNP,KIAA2026,INO80D,SHOC2,FAM133B,ZC3H4,SON,SERPING1,FOXP1,CRLS1,VAV3-AS1,FBXO28,KDM3A,KCNH8,ANP32A,IPMK,USP12,ITPK1-AS1,PLCH2,CHL1,SYNGAP1,SDK1,PTPRF,KLHL8,SPOP,FOXK1,TET1,MEX3B,MSRB3,XPO7,CASKIN1,KCNC2,NR2F1,NR6A1,TBL1X,CACNG8,CEP170,VKORC1L1,APPBP2,UBE2W,SMAD4,PHF21A,ZNF292,MATK,DDX6,ZNF644,NCAN,C1GALT1,CHD4,EPB41L2,SLC7A14,PCDH11Y,ANKRD12,ZDBF2,PCGF5,ANKRD36C,RAP1A,PRPF38B,MAGI3,ZNF155,UBE2R2,KTN1,CDH8,HMG20A,CHD8,PTPN11,KRTAP5-AS1,RYR1,ZBTB20,PTPN12,FNDC3B,SPAST,ARHGAP5,DNAJC7,ANKRD11,WDR45B,DLGAP2,IRS2,PPFIA3]"
33,"[SH3YL1,RGS7BP,WASF2,ZSWIM5,TCAIM,UPP2,ACTR3C,MGA]"
34,"[ANKRD13B,EGFL8,WDR45,GMPPA,ZNF845,ZNF575,SEMA4A,CHRFAM7A,C9orf24,ANKRD2,BAG3,TYMS]"
35,"[ASB16-AS1,FLYWCH1,DCAKD,WDR81,KIF9,PTH1R,PPP1R3E,FAM98C,PXMP2,FBXW10,CCDC154,PRDX4,LRRC75A,MZF1]"
36,"[CRIPT,STX1B,YKT6,OTUD5,TXN2,VPS26A,MRPS10,TGOLN2,KCNJ9,CHMP4B,KEAP1,GOLGA7,TRMT10C,KIAA1143,KARS,SYVN1,UBE2V2,VAPB,YIPF3,GDI2,UBFD1,PIGT,MYADM,C12orf43,HCCS,ARHGDIA,EPN1,SLU7,SF3A1,PHAX,UBE2M,FAM110A,AGPAT1,DNAJC14,PURB,FAM32A,RAD23A,GRPEL2,SMNDC1,MRPL10,CWC15,PSMG3,CHRNB2,FBL,CORO1B,YRDC,P4HB,GTF2A2,TCEAL4,EIF4G1,DDB1,PRELID1,BCAP31,NUDC,PPP1R11,TM2D3,CBX6,RSL1D1,MAPK3,TNPO2,RBM34,SERBP1,RAB22A,SUPT5H,ARFIP2,LEPROTL1,SF3B6,FASTKD5,SLC25A4,SCRN1,C17orf58,RPL28,SET,CHMP1A,PCYT2,MAP1S,DAXX,PHF23,RNF6,PDAP1,GZF1,RAP2C,SYT11,YIPF2,SSR3,RAE1,TMEM248,SPATA2,LRRC47,CSTB,IMPA1,GID8,MTMR9,ATP6V0D1,TOMM22,CLPTM1,LLPH,ZBTB45,TKFC,TMEM101,TTC9,MFSD5,MANBAL,CLPTM1L,UBE2B,NUCB1,RHBDD2,RNPS1,PYCR2,IDH3A,MAGED2,NAA60,SF3B2,FAM3A,RNF220,TMED3,SCOC,LYPLA2,ARCN1,SNRNP27,CSTF1,MRPS18B,EIF2A,UHMK1,HMGN4,ATXN1L,MEGF8,THY1,PMVK,UBE4A,PORCN,ABHD17A,UBE2Q1,ECI1,SYF2,TRAPPC2,TSSC4,PAIP2,ZNF213,LARP6,TMEM33,C18orf32,MED19,ZNF134,SNRPA,ATP6V1A,GPS1,NR1H2,FKBP1A,PYROXD1,DNAJC5,BRF2,TOR1A,MIEN1,COPG1,PAFAH1B2,MARS2,FADD,SLC35F6,PHLDA1,BORCS6,TMEM167A,COPZ1,ATG3,PCBP2,FAM192A,ARF1,MCM2,RPL13A,TRADD,TOM1,SMCR8,SYT5,ZNF384,G6PD,BUD31,TCEAL5,ARPC1A,DPP8,TPRKB,C3orf14,PGBD4,CD2BP2,MTFR1L,NRBF2,MAFG,INSIG1,CHRM1,RHNO1,ORAI2,DNAJC8,HIST1H3E,MCFD2,MCRIP1,JOSD1,KIAA0513,HMGCS1,TCEAL6,RAB5A,OGDHL,ARMCX3,SUB1,ILVBL,VPS11,CD164,HSDL1,BBC3,OPRL1,SUPT16H,NUDCD3,ILF3,TCEAL7,HNRNPA3,GNB2,BHLHE40,DCK,RPL5,ATP6V1G1,CUTA,SGO1,YWHAZ,ZNF669,LAMP1,TCEAL3,SAE1,ZC3H11A,NAPA,ANKRD50,PDP1,SNX16,C16orf72,RAB21,TRAPPC2L,BEX1]"
37,"[RGS6,TRPS1,GALNTL6,HS6ST3,ITPR1,EPHA6,PKP4,GRIA4,ADAMTS3,KITLG,ZFPM2,SLC4A4,GALNT13,SLC2A13,TMEM108,DAAM1,GABRA4,SLIT2,KIAA1217,MBNL1,CNKSR2,CACNA2D1,SEMA3C,EPB41L3,CHL1,NFIB]"
38,"[ICK,CIR1,EPRS,MRPL1,USP8,STPG1,HBP1,PLEKHA2,C10orf67,TCAIM]"
39,"[MYRF,CLDN11,MAG,EVI2A,TMEM125,KIF19,FAM107B,HLA-DRA,MOG,TMEM98,CAHM,OPALIN,DLX2,LINC00844,WIF1,TMEM235,LPAR1,PLPP2,CLIC4,S100A13,AIF1L,PTGDS,FRMD4B,ASPA,CLEC5A,SLC25A48,GJB6,ZIC1,C1QC,PLLP,GYPC,SLC14A1,CLDN10,CA3-AS1,BEST1,LINC01023,ENTPD2,CTDSP1,MT1X,ITGA2,TM4SF1,DAAM2,SLC43A3,ADAMTS14,NOTCH1,NKX6-2,GGACT,CSF1,SOX1,CD9,GNG11,SLC22A3,GPC2,SEMA3B,ACSBG1,MT1E,RARRES2,IFITM3,SRPK3,POU3F4,FGR,ITGB2,PPARA,HPN-AS1,TMEM176B]"
40,"[SMAD2,GLRB,RC3H2,SMAD5,MAGI2-AS3,BRPF3,PKIA,SPOPL,UBE2E3,KIF21A,ZBTB2,TBL1XR1,NCOA7,FAXC,DCBLD2,APC,CAMTA1,LPGAT1,TSG101,COX10,GTF2I,MICU3,JDP2,UPF2,PHYHIPL,ZMYND11,CD2AP,GPAT4,SPTBN1,ZBTB37,ZNF286A,KCTD18,PPP2R5E,SSX2IP,STX7,MFHAS1,ZFP91,AKAP9,BEND6,PKN2,MANSC1,ATP8A1,STAG2,RGS17,XPO7,SPPL3,CNOT6L,SERF1A,STIM2,CEP170,CCDC186,RAI2,ZNF397,ARID2,WASF3,MXI1,ARHGEF6,RCBTB1,ATRX,FNIP1,USF3,PUM2,RABGAP1L,CTTNBP2,RUFY3,NR2C2,SOCS6,ZBTB25,SEC31A,CCDC50,FOXP1,SNX27,KIAA1958,FNBP1L,SOS2,ARNTL2,NPY1R,RNF157,NTN4,FBXL3,CARNMT1,GPR155,STAU2,USP46,ELMOD2,WRNIP1,KIAA0319,CCDC68,C1GALT1C1,LANCL2,MARK1,TWF1,ORC2,PHIP,NT5C3A,JPH3,FAM177A1,STK38L,SLTM,ITSN2,KMT5B,ADNP,ARHGAP20,CNRIP1,EIF4ENIF1,RAD50,ZBTB4,ERBIN,SH3KBP1,ITGA1,ANKRD28,SOX5,ULK2,SRBD1,FUT8,ANP32A,LPIN2,ZMYM4,FSTL5,NETO2,B4GALT6,DIMT1,NUFIP2,RAB27B,TBC1D4,KCND2,FAM126A,ZNF260,TAB2,LEPROTL1,CMPK1,NCOA2,NCOA5,WIPF1,ICK,ZFYVE9,CCDC85A,PLOD2,WWP1,TRIM13,SCAF11,LINC00472,ZNF395,CLCC1,LCORL,GNAQ,SLC9B2,CDK17,SCAMP1,CEPT1,SENP8,DOCK3,ZNF720,OTUD7B,PUM1,NR2F1,FAR1,SYT1,STAMBPL1,PCGF5,NAP1L4,HERC3,PTPRZ1,NCOR1,ASB13,SLC23A2,FBXO25,PHLDA1,VAPA,KLHL24,DPYSL3,AGPAT5,UCHL3,TOR1AIP2,STRN,LLPH,WNK1,SP3,CASD1,SIRT1,ANKIB1,REV3L,RAB5A,ANKRD50,HDAC2,RSPO3,SETX,YTHDF2,LYST,DENND1B,EPC1,NLGN4X,TTBK2,TAF4B,TMEM229A,ACO1,RLIM,ADD1,XIAP,ZNF507,RANBP17,SAR1A,MFSD6,CDK14,EFNB2,NCKAP1,MARCH8,SLC38A1,PCLO,PPP1R9A,SNX10,TOM1,ADGRL2,SH3GLB1,RDX,FIGN,MARCH6,UGCG,YY1,ROBO1,HSF2,TSPAN3,KATNA1,PIP5K1B,ZNF451,CHIC2,CSNK1G3,RAPGEF5,RIMS2,LIN7A,DYRK1A,XPR1,MIER3,ATG5,TRAK2,GSTCD,SMURF2,MAPK14,AIG1,EPB41L3,EZH2,MPP7,DOCK7,EPC2,CAB39,CAPN7,RPRD1A,BLM,RAB2A,RTKN2,TAPT1,WAC,TAB3,EPB41L5,AGFG1,FBXL5,SUZ12,PDGFC,GREM1,SYDE2,TCF4,DPY19L4,ANKS1B,METTL9,PDS5B,ZFR,CCDC126,PTPDC1,ZCCHC2,GK,DNAJB14,MTMR10,TRDMT1,MPP5,TBCA,RICTOR,ZFX,SECISBP2L,RALGPS2,CLASP2,UBLCP1,YPEL2,MGAT4A,FGF14,MAP3K9,IL1RAP,USP34,UBE2K,MEMO1,RUNDC3B,UBN1,CTNNAL1,SEC23A,FAM102B,APPL1,ELAVL4,ARAP2,IGF2R,FRYL,ZDHHC21,KPNA4,UBE2W,ACVR2A,USP33,PDE4B,TTC33,MIOS,SYBU,SMCHD1,KPNA3,ZNF704,WDFY3,FRY,ARFGEF1,CPEB3,ZNF644,FAM169A]"
41,"[KDELR1,DOC2B,SCG2,ARPC4,PIK3R2,CACNB1,STXBP1,GPI,ZNF747,FGF16,CRIPT,FAM171A2,MAFG,PHYHIPL,CAMK2B,UNC119B,SMARCC2,CELSR2,TADA3,GTF2F1,MSRB2,ZNF672,SYT11,ATOH7,GNAI2,SDC3,PLPPR2,DYRK1B,TRMT10C,NFIX,PELO,B4GALT1-AS1,ZNF711,CHMP7,MAPK8IP1,SOCS5,GAS7,CCAR2,POLDIP2,ASCL1,PEG3,GIT1,AGPAT2,PTGFRN,KARS,RXRB,GEMIN4,TP53RK,NR2F1,PHAX,PRKAR1B,GPS1,ZBTB6,RNASEH1,CADM3,SQSTM1,SSH3,CHD3,IPCEF1,NUDCD3,CHD4,RNF41,CCDC177,SSR3,NRBF2,CCDC120,RSL1D1,ELFN2,NFE2L1,FURIN,TBRG4,ITPK1,TFE3,PIGT,PGBD4,POLDIP3,MIR600HG,DNAAF2,HNRNPF,CAP2,KBTBD2,PURB,NABP2,PEX12,KDM5C,TRMT6,PLEKHG4,RAP2C,DMWD,NRBP1,METTL21C,VCP,FAM122A,AMER1,KLF16,CDK5R2,CCDC136,CRHR2,HS3ST3B1,TIMM22,PLCH2,PLCH1,DAP,BOP1,ZNF668,EGFLAM,LINC00896,MRM3,GRM6,PLPP2,MAP9,COMTD1,LRRK2,SLC17A7,USP46,CALM1,BRD2,LIPJ,SLC35C1,PDGFA,CHGA,SERINC1]"
42,"[CDH8,FBXO11,HS3ST1,TSPAN5,LRP12,NLGN4X,RAP1A,GRIN2A,RCAN1,EFNA5,LAMC1,BCL6,PEX5L,LINC-PINT,RNF111,GPM6B,MFAP3L,AFTPH,ZMYND8,HIVEP2,NETO1,NCOA5,ARHGEF3,VASP,TENM2,BRAF,DCAF6,RBM47,NR3C1]"
43,"[ZNF652,TDRD7,SLC38A6,TMEM178A,CEP192,MBTD1,MAGI1,RUFY3,LCOR,PHC3,PNPT1,MLLT3,SMG9,HEATR1,RAD18,KDM5A,NBEAL1,IDE,TRPM7,C12orf4,POLD3,MTMR10,ALG13,COG6,SNTG1,LRRC6,RNF13,DENND6A,FIP1L1,TRAPPC8,CCDC181,HECW2,DOCK7,INTS8,ARID1B,LYPLAL1,SCAF11,ANK3,POGZ,ERCC5,HACE1,RNPC3,CDC73,LYPLA1,ADGRV1,EIF2AK4,PANK1,CSMD3,CDK5RAP2,IMMP2L,SOX5,TBC1D19,TMEM260,PSPC1,HMGCLL1,CDK12,NCOA6,COPB1,SATB2,MGA,KTN1,AGO3,PHF14,TCAIM,ZNF613,FHIT,SENP1,RAB28,CRLS1,FECH,CCDC171,PRH1,PCNX1,HERC3,TMEM267,NFYC,MAP3K1,INTS6-AS1,ZNF30,CAPRIN2,ZBTB8OS,EHBP1,ACAP2,ME2,USF3,CLASP2,AFF1,MARCH8,SLC25A26,GULP1,TMEM135,RYK,RAB3GAP2,SLC9B2,CAAP1,NRF1,MRPS28,C1GALT1,PHF20L1,SGPP2,DST,JDP2,EXD2,ARHGAP44,KATNAL1,CEPT1,SYNE1,TBC1D4,PIK3CA,RMDN1,APPBP2,NSMAF,TCF4,MAPK1IP1L,SPOP,RUFY2,TTC17,KLHL24,EP300,PPARG,NOD1,EFHC1,PHACTR4,TARSL2,MTMR7,LMTK2,CNTN1,NOL8,ACADM,RPGR,SAFB2,CACUL1,SBF2,RSF1,BBX,AKAP9,ABCD3,PUS7,CHIC2,CPED1,USP34,N4BP1,EXOSC9,CLK1,ZNF600,RNGTT,ZNF549,OCLN,ARHGEF12,HNRNPF,GABPB1,COMMD10,CEP120,HPS3,ARHGAP20,AADAT,FASTKD1,ZNF717,TCEANC,CARNMT1,MTM1,SEMA6A,CYB5R4,SEC24B,CREBBP,SIN3B,ATM,C17orf97,LINC00865,NAA16,SNAPC1,TMEM161B,SP3,XRN1,PATL1,WDSUB1,TRAP1,MAP7,RACGAP1,SLC35F5,APC,IPO11,RERE,ATXN7,XPA,SPIDR,CAPN7,CLCN5,ZNF480,NCOA5,AP3B1,POT1,CTBS,MTF2,SEC24A,CDK6,PLA2G7,MORC3,ZMAT1,AOX1,ZNF879,FAM172A,ASPH,KMT5B,XRN2,MFHAS1,ZNF827,NBN,TLK1,GRIA2,ATG10,BCKDHB,ZNF451,TM7SF3,SOCS2,RIMS2]"
44,"[ERCC6L2,CCDC148,ZEB2,KCNJ6,GRIA4,KCTD8,CNTNAP5,ZFPM2,GPC5,CARNMT1,IMMP2L,PCSK2,DIAPH2,PPFIA2,CDH9,CYP7B1,GNG2,KCNQ5,CNOT4,SP4,CDH12,NME7,EXPH5,MPP6,FUT9,TET2,BAZ2B,PCGF5,SLC16A7,GRM1,ADGRL2,PBX1]"
45,"[PDSS1,CDC123,CWC25,FAM219A,ZKSCAN1,TAF11]"
46,"[GABRB1,AKAP6,ZNF652,SYT14,SUPT3H,DLG2,MACROD2,NAV3,MAGI1,DNAJC1,CMSS1,ERC1,PSPC1,NKAIN2,NFKB1,GMDS]"
47,"[XIAP,ARHGAP5,TPPP,VMA21,CDIP1,TEF,SLITRK4,CLGN,CDKN1B,NPTX1,GPR12,GMFB,POU3F2,ZMAT3,PRKACB,ZBTB18,HTR1F,CTBP1,AMOTL2,EHD1,NUCKS1,UBQLN2,NEUROD2,SATB1,ZNF503,LGALSL,UBL3,SERTAD4,ATN1,DUSP3,CD274,HSPB2,CHMP6,PEG3,NFKBIZ,C5orf24,PAFAH1B2,RAB6B,RLIM,PIGM,JADE1,FAM20B,SEMA6B,PRNP,BMI1,TUBA8,BRI3BP,AK3,KCNS1,INSM1,GSK3A,BMP4,FGD5-AS1,ST8SIA3,RBM38,SNPH,FAM177B]"
48,"[FBXO11,KLHL2,ANKRD12,SETD5,PEAK1,INTS6L,TRIO,HOOK3,ELOVL7,MARCH7,SCYL2,NPAS3,CLIP1,LRRFIP2,ZNF521,CNOT4,STXBP5L,ARHGAP21,PEX5L,CHL1,GLIS3,TTBK2,TSC22D2,PAM,PAK3,KDM5B,TTTY14,ATP11B,LRP12,STAU1,CDH8,KMT2E,MYH10,KLF12,FERMT2,ARHGEF3,CDKL5,ADAM10,CRIM1,MBNL1,PLCL1,SIAH1,PTPN14,EFNB2,ROCK2,SPIRE1,FMN2,RAP1GDS1,EFNA5,FAR2,UBE2W,NEBL,DCAF5,CAST,FNDC3B,SLC12A2,AFTPH,NRCAM,HMGCR,MAN1A2,USP9X,OSBPL3,FAS,C16orf87,FAM13B,ERAP1,SLC4A4,ACSL4,AFF4,HDAC9,ZCCHC2,PIP5K1B,R3HDM1,LRRC8C,KIAA0232,CELF1,JPH1,HECW1-IT1,DCLK1,NTNG1,DGKI,CDH2,ESCO1,ERRFI1,CAB39,NFKB1,SAMD8,NIN,L3MBTL4,AK5,PAK2,LRFN5,SUPT3H,MSRB3,CADM2,DGKH,ARPP21,TMTC1,FOXJ3,PPP1R16B,ENAH,TWIST1,WAPL,TAX1BP1,TNFRSF21,STRBP,UBE2G1,HTR4,THRB,COL24A1,MOB3B,LINC-PINT,MBNL1-AS1,MAP2,TNPO1,ABHD5,CNKSR2,MGAT4A,ADAMTS3,ZNF644,OSBPL8,POPDC3,KIF1B,NUTM2B-AS1,GABRA4,CEP85L,CADPS2,PTPN12,GRM3,EPS8,ERC2,NFIB,IRS2,NIPBL,FBXO34,DAAM1,SLC26A4,OSBPL1A,CDC42EP3,EPB41L3,KCNMB4,FZD3,MYO6,XPR1,TEAD1,LINGO2,PCM1,MAPK6,NR3C1,DPEP1,KLHL14,RNF19A,RAP1A,CNTN4,HECW1,ATXN7,STK17B,NEDD4L,ZDHHC11,B3GNT2,OSBPL6,ST7,KCNC2,ANKS1B,IRAIN,FBXW7,PRDM2,CHD7,DCDC2C,UBE2E1,BMPR1A,NPAS2,ELAVL2,NFE2L2,PKP4,GPHN,OXR1,KDM3A,LAMC1,PLS3,HERC1,KPNA1,GNG12,TBC1D1,ENOX1,BEND4,KDM7A,PTPRK,PDE4D,ELOVL2-AS1,FRAS1,EFCAB2,IGF1R,KCNIP4,CDK14,RIMS2,NBEA,CUL1,EXTL3,LARP4B,LINC00662,MFAP3L,MPC1,HMBOX1,PRRG1,SYT10,HS6ST3,JAZF1,SYPL1,PDE4B,KANK1,LARP1B,SOX5,RCAN2,MPDZ,PTPRN2,NR3C2,DMTF1,KIF13B,GAS2,STK38L,RYR2,NRF1,PTCHD1,SLC20A2,FNDC3A,PIK3CA,GNAO1,PALLD,PCDH9,MBD5,ATRNL1,SGCZ,WWC2,NLGN1,SNX9,SGMS1,PCF11,AKT3,TMEM150C,ZDHHC2,ADGRB3,FAM135A,UBR5,KDM4C,JMJD1C,DYRK1A,PPM1L,CUL3,PKN2,SMAD2]"
49,"[SMAD1,ROBO1,RPS6KA6,ZFPM2,GABRB1,PIK3C2G,NR3C2,FBXO34,KCNH7,GRM5,GRID2,PIP5K1B,MPDZ,PBX3,RALYL,CNGB1,GALNTL6,KCNJ6,RFX3]"
50,"[GPR146,CACNA2D2,ADAMTS10,GSN,MAP3K11,SBSN,KIAA0930,ZNF598,TMEM255B,PLXNA3,PTDSS2,SEMA6C,PLXNB2,CLN3,MOB2,CTDSP2,PDXK,MGAT1,TFEB,RXRA,JADE2,BSDC1,PFKFB4,IMPDH1,EML3,DHRS4,NYNRIN,COL6A1,PDGFRB,COL20A1,FLYWCH2,ZNF503-AS2,ACADVL,TNNT2]"
51,"[GET4,ILVBL,MAP2K7]"
52,"[TTC21A,KLHDC1,SUGP1,ZKSCAN7,ESR2,TTC8,SETDB1]"
53,"[TLE2,ACBD4,MICAL1,CUL9,TRABD,SHC2,CIZ1,ACADVL,SEMA6C,AAAS,JAG2,PRRC2A,INPP5J,HCN2,TNK2,WDR24,ACAP3,TTLL12,SIRT6]"
54,"[CXCL2,SOX1,ICAM2,SLC7A10,ZIC2,DLX2,DMRT2,OLIG2,FGFR3,SLC38A3]"
55,"[TXNIP,SALL1,ANGPTL4,ST18,MLC1,MOG,PLP1,HOMER3,APCDD1,HIF3A,LHX6,COL4A5,TNNT1,LAMB2,LINC01608,SLC38A3,ACSBG1,TMC6,LRP10,EFHD1,S100A1,PHF21B,SOX6,ADRB3,PRICKLE3,GNG11,LEF1-AS1,ZIC1,TMEM255A,CD22,FCGR3A,ATP1A2,FGF2,SRGN,TGFBR2]"
56,"[CAPG,SH3TC2,ERBB4,EMP1,AIF1,NXPH1,GRIN2C,PON2,GLI3,GLUL,DLX6-AS1,TRIP6,DLX1,ZFP36L2,DDR1,VCAN,ARX,SOCS3,AZGP1,HIF3A,APCDD1,NMU]"
57,"[SPIN1,FBXO5,ARHGAP5,FOXO3,AK3,SRSF6,RAB9B,SYDE2,KIAA2026,FZD8,NCOA5,ITGA1,PEX13,DCUN1D1,SOCS6,PCDH17,SOCS4,KMT5B,LSAMP,GRM5,CADPS,KIF21A,UNC5C,KCNK12,ZFY,NOL8,MIB1,CSNK1G3,VEZF1,PRSS12,CCDC90B,SMAD4,EPC1,PTAR1,PCDH7,KCNC2,PHF3,LPIN2,RNF217,SP3,INTS6,NR2C2,C1GALT1C1,SGCE,CDCA7L,CEPT1,MAGI2,LPGAT1,URI1,PKIA,FGF13,RAB23,HP1BP3,SLC4A7,TMEM178A,OPRK1,C2orf88,CD8A,PCF11,PPM1E,EFNB2,SSBP2,ZNF286A,SMC6,TAF5L,DNAJC3,GPBP1,CBWD3,NRXN1,SYT1,LRRC4C,WASF1,CBWD6,KANSL1L,RNF182,INPP4B,STIM2,KLHL24,VEGFC,EPS8,MITF,PPA2,SNTG1,RARB,MED13L,WASL,EXD2,FBXO30,CUEDC1,MEF2A,ELAVL2,PYGO1,BCL11A,FBXO32,NIPBL,CREB1,GUCY1A2,PCDH19,MSRB3,HIPK3,APC,SMAD2,BCAT1,CLOCK,DRAM2,SPOPL,REV1,PCDH11Y,SMAD1,EIF4E3,CPEB2,SH3GLB1,CEP41,ING3,STK33,ZMYND11,NCOA2,XPO7,UBE2E3,LIN7A,CDK17,PMS1,LSM14A,ERBIN,KAT6A,CASP3,EP300,USP12,STOX2,LATS2,PHLPP2,TNKS2,RIMS2,MACROD2,ZNF644,CEP350,BEND6,KIAA1586,RBM12,RUFY3,CNOT2,KATNAL1,MAP3K4,FOXP1,EPC2,ZNF891,DMTF1,ABHD17B,AGO3,B4GALT5,PPP4R1,GNAI1,GMPS,CNTNAP2,SIAH1,JADE1,MDM2,FAM104A,NUTM2A-AS1,DENND1B,OTUD7B,TAB3,PPM1A,RMND5A,SERF1A,KIAA1958,DGKD,FBXO11,ELF2,CELF2,TMEM200A,GCFC2,LIG4,KCNT1,STAU2,PHF21A,SPIN4,IRF2,ZCCHC7,KHDRBS2,C5orf24,GSK3B,PRKAA2,THRB,ZNF618,ACBD5,GYG1,NOL4,CEP112,SETX,BTBD10,ZNF592,GDAP2,RASA2,PCGF5,ADARB1,RBM24,LCA5,CUL1,ZC4H2,SUPT3H,KCNIP4,MED13,KDM5A,ZNF385B,GTF2I,LCOR,SYT14,PTBP2,SLC25A33,MTUS1,YWHAZ,ADNP,NUFIP2,SEC24B,KLHL15,CCDC186,ALS2,NUP54,RNF2,MTMR10,PTPN4,BIRC2,MAPK8,ZBTB14,ESD,LGALS8,ATXN7,ZNF292,IFT80,EZH2,FOXK1,KIF5B,RFESD,TGFBR1,CMPK1,UBE2E2,RBBP8,PCNX4,TTC21B,CDH7,AFTPH,MOV10,SERTAD4,ARPP21,ATF7,RAB28,CNOT6L,ZNF704,STX7,SKIL,FECH,CADM1,LTV1,CCDC6,AP1G1,WDFY3,SHOC2,SIRT1,SGPL1,NPY5R,SPTBN1,HDAC4,FAM210A,FGF12,DLG2,ASXL2,YAF2,CLGN,ABHD17C,NLGN4X,MBD5,ZBTB26,TDRD3,ZNF521,LRRC8D,TBL1XR1,FBXL17,AVEN,KIAA0232,SNX27,FAS,CTNNA2,ZCCHC2,PHF14,KMT2E,DPY19L4,CNTN5,NR2F1-AS1,LBR,NFE2L2,PNPLA8,BTBD7,CABLES1,SCAF11,TMEM68,PHACTR2,PCLO,CSMD1,YES1,FAM214A,SLC38A2,TAB2,SATB2,ADGRL3,ZNF681,CHD1,ZNF280D,SNX19,CASD1,OGFRL1,RNF180,ABI2,HMGB1,CCSER1,CDH18,NLGN1,FSTL5,PCDH9,STXBP5,PHF20L1,RNF130,GLRB,CDH2,LRRC1,FGF14,CHIC2,JDP2,CARNMT1,MYO6,MAP2K4,LRP12,DICER1,SLC35D1,CEP170,MFF,REV3L,SMG7,FAR1,DST,NR3C2,PIK3CA,TBC1D1,PTK2,USP38,ADGRB3,WDR7]"
58,"[KIFC3,MCF2L,FADS2,TPST2,GPCPD1,PPARD,RNF19B,EGLN3,LINS1,DNPEP,GREB1,TEX29,PNPLA3,REEP1,EVL,HMGCR,MFSD13A,PRSS53,LIPE-AS1,DNHD1,LDLR,PFKFB4,HMGCS1,AARSD1,ZNF239,AACS,LYRM1,LIMA1,CHD7,SAP30BP,CCDC110,HAR1B,DAG1,NRL,CFAP58,KLF6,SREBF2,TRIM26,SEMA4A,PRKY,MYO15A,COL18A1,CHRNA5,TM7SF2,RRAS,MROH1,PPP1R3B,HIST1H1A,TLN1,SLC31A2,SMIM4,RRAS2,AP2A2,ACTN2]"
59,"[NOP2,CARS,RNF149,FAS,PPME1,DAGLB]"
