,regulon
10,"[QPRT,KANK3,PCYOX1L,INPPL1,MAMDC2,MRPL28,SSU72,GPR12,CEBPG,DNAH7,CARD19,DUSP6,LSM11,FBLN5,YBX3,PSMG1,PDK3,SPEG,PPP1R37,MAN2C1,TSHZ3,RCCD1,ZNF513,ACP2,ATP2B3,SEMA3A,SHROOM3,GLIPR1,KLHL23,AP1B1,HEBP2,RBFOX1,C9orf16,ZNF571-AS1,CDR2,SNAI3-AS1,TBR1,RAB3C,NBL1,HSBP1L1,TNFSF12,JAG2,TMEM70,RIC3,GSPT2,LINC01001,FRMD6,DOK5,FRAT2,ESYT1,FBXO17,SEC24D,CPT1A,INAFM1,KCNAB3,FAM136A,EFNB3,E2F3,KCNB2,LNX1,RNF122,FSTL1,ARHGEF6,DGKQ,CCDC39,DDX60L,ANP32E,ZNF419,RAPGEF4-AS1,LINC00641,ARHGEF17,TPD52L2,CCDC180,ZNF880,IGFBP6,BHLHE40,SLC13A4,ARVCF,GRASP,LINC01090,RRS1,LIMS2,GRK3,FGFR1OP,P4HA2,DAAM1,SMAD3,PRPS2,PHLDA1,MMP25-AS1,KITLG,SPTB,VPS28,C16orf58,LRFN4,PAX6,PISD,EFHD2,GMPR2,DTX1,UBQLN4,DLG4,SCN2B,SMYD5,DUS1L,ST6GAL1,ARHGAP39,TCEA2,FAM131A,C19orf12,TAF6,DEAF1,CLYBL,TBC1D4,PDZRN3,APLP2,BAIAP3,CBX6]"
11,"[WDR33,PHF8,UBN2,TRIP11,ACTR3,MSI2,ILF3,CECR2,GTF2IRD1,TNKS2,KPNA6,MFSD14A,TARDBP,PPP1R12B,METTL16,UBE2Z,MEIS2,TAPT1,DNAJC3,CPSF2,ADNP,TFEB,ANAPC10,ZNF268,MSL2,PPP6R3,ZNF717,N4BP2L2,YTHDF3,PRPF38B,BPTF,ARID4B,PIAS1,STRN3,C11orf54,MBIP,GOLPH3,ARFGAP3,WNK1,KANSL1,WAPL,HMBOX1,ZNF518A,THUMPD3-AS1,SBDS,GDE1,UBR5,MARCH6,TPCN1,PRRC2C,CDC42SE2,NUP35,NGDN,ZNF644,FIGNL1,HSF1,CHD2,CATSPERG,CCDC174,LIMS1,USP9X,IWS1,FAR1,PCMTD1,TAF4,KDM3A,MCMBP,ZNF132,RRM1]"
12,"[MTRF1L,ZNF582,ZNF766,ZNF124,CEP162,DNAJC14,ZNF430,TTC23L,ZNF730,SLC35A3,ELMOD2,LIMS1,GAR1,AFTPH,MBTD1,ZNF596,ZNF669,UBE4A,PINLYP,MIR646HG,ZSCAN9,ARHGAP22,ANKMY1,APPL2,AP1S2,ZNF134,GLE1,GOLGA5,ATR,NUDT5,KLHL2,ZNF808,RRN3,CD46,VPS13B,LPXN,PYROXD1,TAF1B,TRMT10A,TMEM67,THEM4,JRKL,MTRF1,TGDS,TAF7,ZNF17,NBPF12,ZNF841,RAD50,ZNF132,CLN3,CENPJ,MCPH1,CXorf38,DOCK6,RTKN,SNX12,UBN2,LINC00476,TMTC2,USP24,HEATR6,TIMMDC1,TRNT1,UBE2G2,KRIT1,ZNF267,TPRKB,ZNF277,MGA,PCBP1-AS1,EIF3J,ZNF202,ERCC4,COX10,ZNF18,SASS6,CSTF3,H6PD,KIF20B,ALAD,CCDC18-AS1,METTL14,SUCLG1,PDK3,KLHL18,KCTD13,INO80,ARL5B,CUL5,EDEM2,ZNF626,KPNA6,POLL,ERVK13-1,TUBGCP4,HLCS,MRPS33,SZT2,GDAP2,PRKDC,ERGIC2,SLC9B2,EIF2A,PDCD6IP,ANKRD49,NEK9,AREL1,TFIP11,MUL1,ZKSCAN1,PDSS2,BORCS5,ASB8,SPATA5,EYA3,MED15,GATAD2A,MTMR9,BOD1L1,DCAF12,CDKL3,ARFIP1,LCLAT1,RABGEF1,NPLOC4,LARP4B,NFATC2IP,FRS2,RPS6KC1]"
13,"[ZNF398,SBNO2,VLDLR-AS1,DPP6,OSBP2,ZFP41,COLEC12,PPM1D,ZNF14,TTLL11]"
14,"[DLGAP1,BCL11B,BEND5,SGPP2,CUX2,BCAR3]"
15,"[ASCL1,COTL1,CYP2E1,GLT8D2,RARB,WDR49,RPUSD1,SDC3,MCRIP2,CCDC184,LRAT,B3GNT7,ADPRHL1,ABCC11,PXMP2,BLVRB,EIF5AL1,PSMB3,PCDH12,ZNF773,ALDH5A1,FLT1,ANK1,EGFL7,ABCD1,MAD2L1,CGREF1,PODXL,PIK3R3,LINC01118,SRF,NXN,PLAGL1,CRY2,FAM78B,NYAP1,DIRC3,LSM10,ACBD4,DUSP8,PALLD,GSE1,N4BP2,VDAC3,TMEM63C,ZMYND19,RIT2,PKIA,ANXA11,MTA1,AKAP12,PILRB,UQCR11]"
16,"[ZBTB37,NIPBL,PAK2,TBC1D12,WDR33,TAF4,ZNF277,ZNF717,ARHGAP17,FAN1,ERBIN,ZNF766,SERPINB6,DNAJC3,ZNF680,MITD1,PSMD6-AS2,SEMA5A,MAN2B2,DNAJC1,RALY,NUFIP2,TLE4,DOHH,ZMIZ1,LARP7,CORO2B,MED7,DUSP22,SFMBT2,FERMT2,JAKMIP3,FEM1A,DDX58,MKLN1,CLIP4,RHOBTB1,NFKBIZ,HDAC4,LEPR,MYO6,PIEZO2,CDH20,L3MBTL4,LATS2,SGK3,HIVEP3,PXK,INTS6,MBNL3,ANXA4,DCUN1D1,KEAP1,ZNF347,TICAM2,DNAJB6,OGFRP1,DEK,ADAM10,SPRED1,IMMP2L,DOCK1,GAN,RYBP,MAP7,NFYA,MIATNB,EP300,PEX5L,SSH3,RUNX2,ZNF460,EOGT,WDFY3,ZSWIM6,GLCE,NXPE3,ZNF585A,SLC44A1,RUNX1,ELF2,KAT6A,MBNL1,HERC4,USP12,USP34,E2F6,CNOT2,MAP4K4,C5orf24,SEMA6D,PLCL1,SCAF8,CTNNA1,TSC22D2,MATR3,HERC3,ANKRD12,ACVR1C,PUM2,ARHGAP22,NFE2L2,C1GALT1,NFYB,XXYLT1,FANCC,ITSN2,MRPS6,RUFY3,FER,ELOVL5,MAPK1IP1L,FBXO11,HP1BP3,SESN1,UBE2D3,PGM3,TRAF6,HCN2,TRAPPC10,GTPBP4,WWP1,IGF2R,SPRY2,PLS3-AS1,ZNF644,SYNE2,BMPR1A,ZDHHC2,PKP4,SFMBT1,CRIM1,LPP,PATL1,PRIMA1,RASSF8,ARID5B,HEY2,CDK17,SMARCC1,NEDD4,PHF3,PTPRK,SUN2,CDK6]"
17,"[H1FX,PROM1,UPP2,ASCL1,XRCC3,TUNAR,ARID3A,TMEM8B,SVOP,CHI3L1,MEPE,ADAMTSL4-AS1,CTXN1,GSE1,IMPA1,ANO3,PPIL1,KCNJ4,WDR17,OLFM1,MRPL54,SH3BP5L,VSNL1,GRK3]"
18,"[INTS8,ZNF155,LIN52,ATXN1L,IQCH-AS1,ELF2,BOD1L1,FBXO8,USP32,SLC37A3,PXN,NEDD4,RBM39,CDCA7L,UBA6,SLMAP,BCL2L1,CPSF6,RSF1,TXLNG,RFX3,CRYZL1,CRBN,ANAPC10,RASA2,CYP4F11,ASCC3,SESN1,MLLT10,FN3KRP,ZCCHC2,SOCS4,EIF2B3,SPIN4,MTMR2,ZBED5,PPP4R1,GABPB1,TICAM2,B3GAT1,L3MBTL4,WWC3,PRRC2C,ZNF585A,SMARCC1,ERBIN,VAPA,HERPUD2,PPA2,CENPC,ANP32A,SLAIN2,WDR33,SEC31A,EIF4E3,TFDP2,TXNDC15,GATAD2B,RECK,CARNMT1,ARHGAP17,PPP1R12B,CNOT6L,SETD5,RB1,RUFY3,USF3,LEMD3,PAK2,NR1D2,DENND4C,TSC22D2,HIPK3,ZNF277,ABCE1,DEK,UBN2,ATF6,SPIRE1,ATP11B,PCNX1,ANKRD12,ZNF615,NR3C2,PHF3,RSBN1L,NAP1L4,SNHG5,SETD2,DNAJC21,TMCC1,ASXL2,SFSWAP,PTPN4,PHF8,ADK,APPL1,FAM168A,C1orf174,ERRFI1,SPAG9,FNDC3A,USP34,CUX1,MIR17HG,ESCO1,RASA3,SGK3,DIDO1,DDX17,NFAT5,LRRC37A3,DDX5,NIN,ADAM10,STYX,PCF11,USP47,SPTBN1,STXBP5,QSER1,NR3C1,ZDHHC2,CGGBP1,ASXL3,STT3B,TTBK2,LEPR,RALGAPB,PIK3CA,MTMR3,BCAT2,RNF217,TAF15,CDH2,CDK17,REV1,MBNL1,MBD2,ZFR,PDS5B,DNAJC13,ACVR1,EHBP1,MFN1,REEP3,NCKAP1,APC,PPP4R3A,ZMYM2,KANSL1,USP25,ZNF507,LCOR,USP45,ZNF292,ZMYND11,INO80,USPL1,EPS15,GPR135,FAM171A1,KPNA3,RBMS1,RABGAP1L,ANKRD28,MARCH7,TRA2B,RAB14,DHX9,CYLD,RANBP9,MPDZ,GNPTAB,RNF7,NAA35,ALS2,MAPK8,NUP153,YY1,CHD1,DENND4A,TDRD6,TOP1,C16orf87,FBXO33,SMAD2,FBXW4,LCORL,HOMER1,AFF4,HDLBP,UBQLN1,ESD,BRAF,GSK3B,PPIG,WDR17,LRRC37B,ABI2,SRPRB,TOP2B,SHOC2,EPC2,FBXO34,MXRA7,MARCH6,IRS2,RBM5,KPNA1,MAP2K5,CUL1,TRAF3IP2-AS1,PSMA3-AS1,SNRPN,CSNK1G3,SNX9,FAM126B,BAZ2B,ARFGEF1,FNIP1]"
19,"[UNC13A,TMEM35A,SETBP1,CUX2,PRKAG2-AS1,PDZD11,LINC00507,NR2F1,NRN1,TMEM130,LRRN2,DIRAS1,ETS2,VSNL1,LAMB1,PCP4,FLRT2,ARHGDIG,SORBS2,RASSF5,BEX2,GAD2,CELF3,CELF5,CACNG8,B4GALNT3,ELAVL2,AFF3,EIF5AL1,KIAA1549L,ZMYND19,FOSL2,NRG1,PFKM,SYBU,IGFBP6,UBXN11,MEF2C-AS1,PDZRN3,LRFN5,SEMA3F-AS1,LAMP5,GABRA1,INSM1,SHISA8,IGFBP2,ANKRD34C-AS1,KLF8,SNTG1,PLAG1,TOLLIP,HCN1,KCNJ6,LNX1,DACH1,DLX6-AS1,SEMA6C,CACNB3,SATB2,CCND2,STMN2,RAB15,CADM3,SYT1]"
20,"[MAMSTR,KIF25-AS1,ALDH1B1,AMER1,ATXN7L2,FZD6,OPA3,SMAD3,SESN3,KCTD12,UNC13A]"
21,"[MAP7D2,GABRA4,FAM49A,CHRM1,KLHDC9,SYT1,DMTN,MAMDC2,PKIA,RTN4RL2,SV2A,CHGA,DPY19L2,RHOBTB2,CACNG8,EML6,ELMOD1,ANKRD34A,JPH4,FZD3,SLC45A4,ADGRB2,KCNQ2,GPR162,FGD1,TRERF1,ATP2B2,PTMS,CADPS2,RAB9B,TMEM151B,PIP5K1C,UNC13A,SBK1,LINC01106,ECHDC2,FABP7,PCSK1N,STEAP2,MYL6B,MEGF8,KCNC1,POU6F2,MATK,ADAMTS10,SMIM10L2B,TMEM74B,NEUROD2,TRPM2,C1orf61,DBN1,KCNV1,TUB,GLRB,STXBP1,GRAMD4,MLF2,MAP9,KCNC3,GRM1,GABRB2,TBKBP1,SPIRE2,SRRM3,ADCYAP1R1,LRP1,HRH3,FOXP2,DCTD,PSD,CNR1,ELFN2,GPC6,EFNA3,L1CAM,SCN8A,NT5DC3,PDE4A,RNF165,ADCK5,CADM3,LZTS1,ABR,BASP1,C1QL1,PPP1R1B,LMO3,DOK6,STMN2,CGREF1,GPM6A,ATP1A3,PAK3,LY6H,AMPD2,BAIAP3,NOVA2,GABRA2,CLSTN3,IGFBP6,RNF187,CAPN1,FAM171A2,GABRA1,MOB1B,LINGO2,SCAMP5,SCN4B,SYT7,STAC2,DLG4,BRINP1,MZT2A,FNBP1L,NRXN2,GABBR1,OLFM2,LASP1,THY1,PKDCC,VSTM2A,GPR63,NAB2,COL11A1,STAT6,GPRIN1]"
22,"[FIP1L1,FRYL,SSPN,CCDC13,ZNF84,C5orf24]"
23,"[SOBP,L3MBTL4,DPP6,ZCCHC24,DYSF,XPO1,MAPT,KDM4B,SFMBT2,TCF20,KANSL1L,KDM6A,RCBTB2,CADM1,EFHD1,TXLNG,FAM161A,PPARD,ERI3,PRIM2,PKNOX1,BCKDHB,SYNDIG1,AGAP1,LEPR,TANC1,SIPA1L3,PON2,LRRC1,FBXL4,WWOX,MRPS31,PDIA4,EDA,PHACTR3,PDS5B,ANKH,TMCC2,WWP1,NINL,ZSWIM6,ZNF493,CORO2B,TACC1,RNF38,NCOA2,MID2,TDRD6,APOLD1,GMDS,PHF21A,TARSL2,PELI2,IMMP2L,LDLRAD3,PLOD3,PIGK,ZNF155,VPS13B,SETD4,IQCH-AS1,CDH2,GALNT7,NDRG2,TAF4,MSH6,DAAM2,NFYC,DHFR,TFEB,PTPRK,ZNF365,USP3,LRP5,SOWAHA,SERTAD4,ARID2,CDKN2C,MIR646HG,FOXP1,GDAP1,KIZ,TGIF1,FECH,AK3,DCUN1D1,TRAF1,PLCL1,SLX4IP,LRRC63,FBXL7,TBC1D2B,DEK,NFASC,FAM214A,SORCS2,PHF19,ORC5,SPSB1,CRBN,OLFM2,LRP4,ABHD12B,SIK2,MICU1,INTS6,UBALD2,POPDC3,TAS2R30,LIMCH1,SLC25A24,PTCH1,LSG1,ATP1A1-AS1,RUVBL1,LIFR,PYGL,NFKB1,NEK1,PIK3CA,NPAS3,PLD5,TMEM117,HNRNPH3,RHOBTB3,TMEM45A,SLC25A28,DTD2,FOXO1,GMEB2,TBC1D8,FBXO32,ATOH8,FYCO1,NALCN]"
24,"[SDHC,PHC1,TMEM263,FBRSL1,KLHL36,PPP1R12C,C12orf49,MAGEF1,POFUT2]"
25,"[ZNF652,KCNMB4,NPTX2,BCL2,DACT1,ZBTB16,FMNL3,ENOX2,MARCH10,DLL1,EFHD1,TGFB3,FKBP5,MID1IP1,KLF15,LRP4,ATOH8,UHRF1]"
26,"[ZNRD1,CD81,SEMA4C,RNF126,MRPL52,DACT3,RPL10,TRAF1,PSRC1,ACSL1,SLC9A3R1,PEX10,PRR18,FGF22,DIO2,ASIC1,WBP2,POLD4,MYCN,RASSF1,ACTG1,FIS1,ILF2,METRN,FTH1,MMAB,TSC22D4,MAL,KIF19,ZNF738,MIR193BHG,RBP1,PPIF,EIF5A2,OLIG2,PHLDA3,RPL21,KLF9,LMNA,LINC01311,DNAJB9,TMPRSS5,CHCHD5,DOLPP1,TMEM54,SLC6A8,GNAI2,YKT6,GM2A,MSMO1,GLUL,SOX9,MN1,ABCA2,PSMB3,AQP6,POLM,SNAP47,PLPP6,LGALS3BP,RPS21,ZNF367,SLC25A1,CCNL1,ALDH3B1,STAP2,ZNF853,BTG3,RPS6,DOHH,PCBP1,SS18L1,FADS2,SPATA6L,CEBPG,MOCS3,IKZF4,DVL1,DUSP15,AMZ1,MAFIP,ALG10,RAB1B,MT3,CDKN2C,ZFYVE21,JUN,IKBKG,JUND,NKX6-2,MIDN,RPS27,S100A1,ZNF501,RPL3,TMEM256,TUBB4A,RPLP0,PPDPF,GPATCH4,INO80E,IDI1,RPP25,SEMA7A,MRPL20,PHF19,RALGDS,TAF9B,RPS15A,LINC00612,VSTM4,CFL2,CCDC137,DAZAP2,ZNF597,COX17,ZNF101,EIF3G,TMEM220,DDX21,C16orf72,IRF2BP2,MIEF1,RWDD1,ATG13,FGD4,GORASP2,ZNF132,BEX4,CD2BP2,ZHX1,ARCN1,PPP1R11,CYB5R3,RHOF,EIF2A,RNF26,RPS29,S100A13,INPP5K,EEF2,TRMT12,UBA52,CARHSP1,PPP2CA,MEX3C,ZNF677,PCIF1,SLC35A4,FN1,SLC16A8,CCNG2,PITPNA-AS1,SRSF3,TAF7,TTYH2,CPSF2,MIR17HG,SEMA3B,ZNF678,JAM2,MAT2A,CEBPB,THAP1,PRKCSH,DGKQ,PRKAR1A,RAC1,MORF4L1,ILF3,MKKS,BRD2,RPS14,DCAF4L1,EIF5,GPRC5B,RPL39,U2AF2,ZNF430,PNPLA2,B3GAT1,CYB561A3,SASS6,METTL22,SRRM1,ZNF107,NDUFS6,RPL18A,DHPS,RPL13A,ADAP1,CDC42,SLC39A7,PSMC5,NAA15,OAZ1,WIZ,BLOC1S3,COX20,CAMLG,USP46,DDX5,YWHAE,ZNF257,SYF2,PALM2-AKAP2,RPL35A,ERGIC2,GTF3C6,ZNF43,MKS1,ALDH1A3,HMGB2,PEX19,RNASEH1,ZNF254,VAPA,TULP3,CAPRIN1,AKT1S1,NORAD,REPS1,HSPA14,DDX3X,SET,SLC25A38,CTDNEP1,CRKL,HSPBP1,MFSD14A,ZC3H15,HNRNPK,SRSF5,SEC61B,BLCAP,C1orf61,SRP9,TAX1BP3,PIP4K2B,PCA3,EPB41L3,NAXD,STK11,KIAA1324L,OIP5-AS1,GID8,PRPS1,SPNS1,MRPL48,CREB5,RAB14,TJAP1,SF3A1,ZNF638,NCDN,TUBB4B,SOGA3,NFIX,HACD2,PLPP3]"
27,"[SDC2,ADGRA3,LRCH1,VCAN,BCL11B,RBMS1,RIMBP2,SALL2,TSHZ3,HEBP2,B3GAT2,KLF12]"
28,"[FKBP5,IFI16,ZBTB16,ZNF652,NUDT8,IKZF2,TGFB3,PDK4,RALGDS,ARRDC2,DDIT4,NDRG1,ZNF367,LINC01500,MT2A,LRRC3B,LINC01010]"
29,"[CUTA,SAT2,ZBTB45,TMEM74,SNHG16,ENPP5,MSANTD1,MRPS23,EIF4G1,COMMD7,ZNF548,MRFAP1,TMEM243,POLR2K,RANBP1,POLR2H,MAFG,GTF3A,MRM3,PDZK1,DEXI,ZNF593,COCH,ZNF350-AS1,RPS3A,OTUD1,MRPL57,ZFAND2B,POP7,NDUFB2,REEP6,NXT1]"
30,"[SALL2,SHMT2,MLST8,FURIN,AGAP2,IMPDH1,CLDND2,FLNA,MAZ,TP53I11,FCGR3A]"
31,"[NSG1,PAK3,ST6GAL1,GABRB2,CHN1,INA,GPM6A,KALRN,HPCAL4,ABLIM1,MLF2,CACNB3,STMN2,CNTNAP1,MTPN,CPLX2,CELF3,KCNH5,OLFM3,ZEB1,CSRNP3,FRMPD4,CADPS,RXFP1,NCALD,SATB1,NEUROD2,OPRM1,TBR1,TPM3,DACH1,SNRPD2,SYT17,CERK,PCSK1,TLE3,STAC2,CCND2,RASD2,CHCHD10,PDLIM2,TMEM35A,GPRASP2,SYN2,GRM1,FBXL15,CACNG8,RAB3C,GPR63,HSPB8,FGF14,PACSIN1,KCND2,GNAS,ABHD8,SLC2A3,HTR1E,FHOD3,SLC24A4,FKBP9,GABRA1,ABR,CLIP3,TMTC1,ASTN1,PRKG1,NRSN2,ENTPD3,LIMK1,KCNN1,KIAA1217,AHNAK,CDH18,H2AFZ,SERPING1,SYT1,SLC38A11,NRP1,SLC22A17,BCAP31,GPR22,ATP8B4,LDHB,SEMA6C,TOX2,NR1D1,ARHGEF9,DTX1,CAMKK2,BHLHE40,VSNL1,PBXIP1,MGST1,KCNV1,DDAH1,ST8SIA3,CKAP4,BEX5,DMTN,GPR162,CHRNA4,DTX3,HPCA,NEFH,NRXN2,OLFM2,RGS6,IGFBP5,SLITRK4,UNC80,BSN,MEF2C,KCNH3,SNCAIP,PORCN,CSMD1,SLC12A8,COBLL1,PDXP,GABRG1,FNDC5,SLIT1,L1CAM,TRPM3,ABLIM2,TSC22D1,WIF1,DLG3,ASCL1,GABBR1,GPRASP1,SLC17A7,KHDRBS2,GRIK1,CRMP1,SNTB1,LMO3,THSD7A,PDE4A,PDE1B,JDP2,MX1,TPBG,PTGR1,SATB2,PRKCG,FASTK,CLDND2,GRAMD1B,CHRM1,UBE2Q1,TRERF1,CNTNAP5,PLXDC1,CBLN4,NPM2,NUDT10,DAPK1,SPTBN2,CASC15,FRMD6,IGSF21,ZMAT4,CTXN3,ITGA7,ARID5A,SPEG,UBASH3B,PTGES2,IQSEC3,RND1,GFOD1,ASPDH,FNDC4,BICDL1,IGFBP2,PDGFRB,NABP1,LHX6,MANEAL,NREP,FSTL5,TOLLIP,AGFG2,ANAPC15,STAT6,NEBL,KCNA1,ETV1,YWHAB,C17orf58,NR2F1,KLF8,GOLGA8H,VSTM2A,MAP1A,ACOT11,IL1RAPL2,SMARCD3,MEF2C-AS1,ST6GALNAC5,KSR2,FSTL1,TIE1,ERC2,XRCC2]"
32,"[ARMC5,SEC61A1,POLR1E,KCNMB3,KBTBD11,SPDYE2B,PYGO1,PRKD2,SNX5,CLK2,KIF25-AS1,NBPF20,XKR9,EXO5]"
33,"[SHTN1,FIGN,MAN2A1,FUT8,KCNMB4,MXI1]"
34,"[IMPA1,PEG10,RAB23,ABHD16A,CCDC25,DEXI,GOT1,CYCS,ADPRHL1,CSRNP1,ADRM1,GBA2,CSTF2,GLRX,INTS1,GOT2,PIK3R2,ZNF554,CCDC127,STRAP,PIP4K2B,OTUB1,MEIG1,POLR2K,MNT,KCNIP3,WDR83OS,PEA15,LRRC27,EPDR1,DVL1,AP1B1,GRPEL2,MEPCE,OCEL1,SHF,RPS19BP1,IER2,SLC25A38,RPS17,CD63,NFE2L1,CLIC5,ICMT,EIF5,CHRNB2,PSMD12,MAFG,CYC1,SLC25A23,TSPAN3,CCT8,ZNF575,EFEMP2,ADCY7,GAS6,RPS14,ZFPM1,UBE2V2,RPS18,SNX12,DNASE2,HOOK2,ZFYVE9,POLDIP2,POFUT2,THRA,CCNF,ARHGEF28,ZNF48,TMEM183A,ANAPC11,NDUFA13,DOCK7,UBL5,TRAPPC5,PPL,RPS8,SMCR8,RABL2B,UBE2M,MED31,EID2B,DMWD,HEXIM1,LINC00672,FAM32A,SRSF9,SLC25A22,TRMT6,CCAR2,RPS21,TOMM40,SEMA3E,COX4I1,MBD3,SLU7,NOLC1,ATP6V1A,UQCR11,ARRB2,IDH3B,YDJC,YRDC,FOSL2,DAGLB,CP,GBA,PDHA1,BCR,EPN1,NINJ1,SHMT2,POLR2E,SYT2,RNF44,ATP1B3,MAP3K9,COX5B,ATP23,ATXN7L3B,FUT4,PNPO,MAN2B2,WDR24,ACBD7,IRAK1,PRKAB1,PHYH,THOC5,FOS,SHC3,TMEM147-AS1,MAEL,TEN1,SND1-IT1,MRPL20,SYCP3,BORCS6,AP1M1,ING1,PHLDA1,SNRNP27,PSMC1,CACNA1D,POLR2C,SERP2,SUPT4H1,CSK,DUS1L,MAEA,NDUFB2-AS1,MLST8,APC2,SLC36A1,LYPLA1,ZNF616,COLGALT1,UQCRFS1,IRF2BP1,GHR,PITPNA,PMM1,LIMK1,GRAMD1A,LINC00623,DHRS12,SGMS2,MRAS,UQCC3,CTBP1,NSMCE3,PTPN14,CMAS,FASN,PLCL2,CCDC92,JPH3,TOMM22,EEF2K,RPS27L,LYNX1,SORBS2,MIEN1,C15orf61,PMEPA1,HSP90B1,SLC25A48,RSAD1,CD59,SNX10,MRPL28,RACK1,SLC35E2B,ING2,ATP2B3,LTBP3,ENDOG,UBE2N,DUSP8,ZMYM3,VOPP1,PCNX3,FGFR1OP,RIMS3,ACVR2A,CBX6,PNMA1,MEF2D,STMN1,TCAF1,KIF1A]"
