Cell,AHCTF1(+),ARNT2(+),ARNTL(+),ASCL1(+),ATF4(+),ATF6(+),BCLAF1(+),BHLHE40(+),BPTF(+),CEBPB(+),CEBPG(+),CHD2(+),CREB1(+),CUX1(+),CUX2(+),DBP(+),ELF2(+),ELK1(+),EP300(+),ETS2(+),ETV1(+),FOXG1(+),FOXJ3(+),FOXP1(+),HIF1A(+),IKZF2(+),JUND(+),KLF12(+),KLF9(+),MAFG(+),MAZ(+),MEF2C(+),MXD4(+),MXI1(+),NFE2L1(+),NFIA(+),NFIC(+),NFYC(+),NPAS2(+),NR1D2(+),NR2C1(+),NR2F1(+),NR3C1(+),PBX1(+),POLR3A(+),POU2F1(+),PURA(+),RARB(+),RXRA(+),RXRB(+),SATB1(+),SMAD3(+),SMAD4(+),SMARCC2(+),SP3(+),STAT6(+),TEF(+),TERF2(+),THRA(+),THRB(+),USF2(+),YY1(+),ZBTB11(+),ZBTB20(+),ZBTB44(+),ZBTB7A(+),ZEB1(+),ZNF580(+),ZNF770(+)
50108912_pool9,0.0,0.018419007823589083,0.0,0.0,0.0035944151649578812,0.06091182822100028,0.02128271290729912,0.0,0.0,0.0,0.0,0.037122163161948725,0.004830075442710288,0.02737867714190734,0.0,0.0,0.10592085674454439,0.0,0.03010965325891542,0.0,0.0,0.0,0.15664811158933004,0.1246298688031238,0.0,0.10355242858071334,0.04675548170794841,0.0,0.06644096415190226,0.0,0.0,0.0,0.0,0.6638700006031897,0.0,0.23822263278170863,0.014587602063914044,0.0,0.0,0.022532184752197808,0.0,0.0,0.07260074157244402,0.18965601407922977,0.0,0.08036247487474772,0.00772448870716262,0.0,0.0,0.0,0.0,0.0,0.0,0.0002289559905232131,0.06579799652499248,0.0,0.0006234582323648998,0.0,0.0,0.0,0.0,0.01855474578174736,0.006595333945792339,0.26339339354254804,0.07673496327611143,0.0034950688871424867,0.0,0.0,0.0023586193857282906
50108912_pool10,0.0,0.017655614905563128,0.0,0.0,0.003786570198203112,0.05550217308330598,0.019952483893580238,0.0,0.0,0.0,0.0,0.02424779919633,0.007204685071610542,0.07690602641713287,0.0,0.0,0.11237587912415968,0.0,0.03251211507786911,0.0,0.0,0.0,0.1646205739398186,0.11556462576205924,0.0,0.05309190559298623,0.04572647701190566,0.0,0.02196782420409572,0.0,0.0,0.0,0.0,0.6600020813093532,0.0010581315048844551,0.23381093441547338,0.014308884808345143,0.0,0.0,0.024868416483898897,0.0,0.0,0.07212797986469412,0.15537881522116642,0.0,0.0736056823947978,0.0051801862339594775,0.0,0.0,0.00026732697156589265,0.0,0.0,0.0,0.00011299895139517753,0.05343741395376569,0.0,0.0020380857712492097,0.0,0.0,0.0,0.0,0.016651502393051354,0.007005789017877784,0.24848108200516336,0.07513206306769124,0.005354431915269701,0.0,0.0,0.0045594713900169075
50108912_pool11,0.0,0.020923265497499743,0.0,0.0,0.004324032416387207,0.05379428653075196,0.019024428078857517,0.0,0.0,0.0,0.0,0.028348166984799358,0.004427369044383988,0.11899871268507928,0.0,0.0,0.117589709689333,0.0,0.028782543315426835,0.0,0.0,0.0,0.16742170936026057,0.12129060938044897,0.0,0.07621395951044221,0.041841195591130545,0.0,0.04257394409090255,0.0,0.0,0.0,0.0,0.7311448307857481,0.0013484631011005637,0.22179698910820678,0.013838977457177725,0.0,0.0,0.023122839990806485,0.0,0.0,0.06951092974371924,0.18388172150571605,0.0,0.07136553796747251,0.004967282848309574,0.0,0.0,0.0,0.0,0.0,0.0,0.000472864774829531,0.05217524812114868,0.0,0.007936715650522744,0.0,0.0,0.0,0.0,0.018456758043076105,0.006515361552990543,0.24969898059165557,0.11308139187493602,0.004586045721555909,0.0,0.018055073998524396,0.009907888751236006
50108912_pool12,0.0,0.0158486865654738,0.0,0.0,0.004726052247121184,0.0354413956791783,0.019113942345192803,0.0,0.0,0.0,0.0,0.02156071658705486,0.006036881703084668,0.04025035343304131,0.0,0.0,0.10849992727203688,0.0,0.033214785074769014,0.0,0.0,0.0,0.168283597181935,0.11141169230089415,0.0,0.08493742900879019,0.04356619092175341,0.0,0.047918584895828516,0.0,0.0,0.0,0.0,0.6983283462593763,0.0009200881997367416,0.2317821872901871,0.013894751917157128,0.0,0.0,0.021356556399433894,0.0,0.0,0.06650418771721993,0.21293412086149532,0.0,0.07338967701816285,0.005995281856805223,0.0,0.0,0.0,0.0,0.0,0.0,5.32455791914449e-06,0.053555446154113465,0.0,0.0008238132329693014,0.0,0.0,0.0,0.0,0.01757141535208757,0.006836500378354271,0.24253381054729334,0.07054958343950131,0.0025681526789431254,0.0,0.016803732236250427,0.0022103835245092618
50108912_pool13,0.0,0.01088071760310426,0.0,0.0,0.00225530453990127,0.03903591583706916,0.0183426490428527,0.0,0.0,0.0,0.0,0.02057112634808666,0.004729340149457222,0.08501509944333845,0.0,0.0,0.10252962768348876,0.0,0.02299450507576536,0.0,0.0,0.0,0.16677529349400472,0.12119586911300473,0.0,0.058547570462844006,0.057956180221240786,0.0,0.028277120972896058,0.0,0.0,6.538312507036411e-05,0.0,0.6934413085749823,0.003455059932402587,0.22137247129517254,0.016191964787613457,0.0,0.0,0.02296731085878832,0.0,0.0,0.06166645802929282,0.19042464382052793,0.0,0.06933404108934456,0.005534944588180473,0.0,0.0,0.0,0.0,0.0,0.0,0.0002360554010820724,0.050978863952738006,0.0,0.006203408600392392,0.0,0.0,0.0,0.0,0.01917302666477554,0.010334058006010968,0.2364547558350525,0.06252614250755192,0.005128632626394685,0.0,0.005899182593577278,0.0009352075704855584
50108912_pool14,0.0,0.00841568997577591,0.0,0.0,0.004936504418568368,0.03387422607654049,0.01712593710022772,0.0,0.0,0.0,0.0,0.027474316088540653,0.007101711299018616,0.06030608298896374,0.0,0.0,0.09813486857624633,0.0,0.01345472360040056,0.0,0.0,0.0,0.16763718131567917,0.0946668486826014,0.0,0.03988012142007582,0.05118641351992102,0.0,0.03381122353987569,0.0,0.0,0.0,0.0,0.6738287009663742,0.008318114010555265,0.21033829613553234,0.012079846662475085,0.0,0.0,0.014905443242511814,0.0,0.0,0.05622460298738076,0.18602211412585937,0.0,0.061931899861894846,0.0060880324909813365,0.0,0.0,0.0,0.0,0.0,0.0,0.00037181328074161623,0.04015260398672915,0.0,0.010483968447121668,0.0,0.0,4.302657316978977e-05,0.0,0.020959694207331844,0.010154047825774956,0.21557026902787094,0.06440534351187725,0.005281700346597259,0.0,0.0,0.00093406148277663
50402693_pool0,0.0,0.052907354133370096,0.0,0.0,0.0024072611610052286,0.06975364138579994,0.03002635529916609,0.0,0.0,0.0,0.0,0.07702009238041263,0.008058435983026777,0.06898340891174713,0.0,0.0,0.14146831474807164,0.0,0.06315591915594208,0.0,0.0,0.0,0.1585873591880975,0.10325785510079036,0.0,0.010315900666835605,0.0204818885545565,0.0,0.005678367091920304,0.0,0.0,0.0,0.0,0.5921847285788129,0.0,0.26353068767213184,0.014473954659625159,0.0,0.0,0.03175436164753713,0.0,0.0,0.09580388956801607,0.22710475940265545,0.0,0.1165316243385106,0.015543333137800722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10334319645117337,0.0,0.0006116948694900905,0.0,0.0,2.471244440752897e-05,0.0,0.01685879673067422,0.004390164246930888,0.30698197335730887,0.0737936442997773,0.0011303478204601905,0.0,0.0,0.0012325192467206997
50402693_pool1,0.0,0.044655506436157885,0.0,0.0,0.0016585665450554383,0.05972189480673025,0.02768029142247136,0.0,0.0,0.0,0.0,0.06513895908402338,0.009117101253365525,0.0997382947958183,0.0,0.0,0.15597234690863443,0.0,0.05897872011957015,0.0,0.0,0.0,0.160526606786865,0.1385243200937456,0.0,0.09401241068281556,0.02714044482709843,0.0,0.044781838593241155,0.0,0.0,0.0,0.0,0.6400093746846075,0.0,0.25209640604934536,0.016145448181949885,0.0,0.0,0.03460715308708192,0.0,0.0,0.0943363997750058,0.21740571102461265,0.0,0.11067770272592109,0.010212115041760778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09373716490581274,0.0,0.0006218897839815919,0.0,0.0,0.0,0.0,0.015682953028313493,0.007394991115520303,0.2982155537119199,0.06551578046897859,0.004813268225746205,0.0,0.0,0.0019516747244501002
50402693_pool2,0.0,0.029031015754873497,0.0,0.0,0.0032806830621915813,0.061965840809112945,0.027400542472197174,0.0,0.0,0.0,0.0,0.06755098534794775,0.00555355888585271,0.04540548959549078,0.0,0.0,0.15176152662265402,0.0,0.05816567179708602,0.0,0.0,0.0,0.1622503824302139,0.13275238754593338,0.0,0.09557113867734703,0.028067046506916625,0.0,0.048903718274017294,0.0,0.0,0.00036359946552806845,0.0,0.7100566725017016,0.0,0.2625056539921555,0.014781238602865374,0.0,0.0,0.03397156993985295,0.0,0.0,0.09297226289991964,0.22591368504533094,0.0,0.101327093819577,0.0156437403833576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0983575465806013,0.0,0.0006116948694900905,0.0,0.0,0.00026281996974993695,0.0,0.019397163372624728,0.006698181104184224,0.3007253976788129,0.13704516172211595,0.0036331913409083684,0.0,0.0,0.0013545076080839677
50402693_pool3,0.0,0.028219567217678203,0.0,0.0,0.002422242375720342,0.07101119934614632,0.026200396421940282,0.0,0.0,0.0,0.0,0.0645022901829608,0.010211595795667258,0.101882581377437,0.0,0.0,0.14213749304094825,0.0,0.059005502778664704,0.0,0.0,0.0,0.1618194385193767,0.13867995377370956,0.0,0.08967397560998237,0.029104701235126058,0.0,0.04720243289840773,0.0,0.0,0.0,0.0,0.6526041966595315,0.0,0.2615039022129255,0.01579126353517997,0.0,0.0,0.03168107631014328,0.0,0.0,0.0905060762589883,0.19886449917181248,0.0,0.09802906571776865,0.010697623065079919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08254198190022853,0.0,0.0006218897839815919,0.0,0.0,0.0,0.0,0.01776908954856855,0.007312467142933596,0.2938701067432828,0.07877552013847845,0.0034387940453730202,0.0,0.0,0.0014228255646346396
50402693_pool4,0.0,0.022605688495074373,0.0,0.0,0.0033629944983736286,0.04639300573057303,0.02638125074961767,0.0,0.0,0.0,0.0,0.038199241079598135,0.007038021151571812,0.05072990973633348,0.0,0.0,0.13656295853117417,0.0,0.05205435416852016,0.0,0.0,0.0,0.1618194385193767,0.1254682577508364,0.0,0.08708339277363243,0.03697496156268926,0.0,0.05685377585559261,0.0,0.0,0.0,0.0,0.770973341412016,0.0,0.2555121767965726,0.012661890649761537,0.0,0.0,0.03736573206466461,0.0,0.0,0.08942540433861268,0.24276863902842424,0.0,0.09558769496928025,0.006715841019646102,0.0,0.0,0.0,0.0,0.0,0.0,8.164322142688219e-05,0.07922594851222205,0.0,0.002480367834811747,0.0,0.0,0.0,0.0007422883514373918,0.018167320244709212,0.008130980655720576,0.2883103339494804,0.06850541843040525,0.005240646032992565,0.0,0.0,0.005345141461784523
50402693_pool5,0.0,0.022904994528574845,0.0,0.0,0.003998171121024587,0.05733919320997281,0.023029597352797065,0.0,0.0,0.0,0.0,0.05648943463719061,0.006449304616769279,0.0175290992452777,0.0,0.0,0.1417373555970932,0.0,0.04653586172915761,0.0,0.0,0.0,0.1585873591880975,0.10684105580043692,0.0,0.054984312445341015,0.031079785641325217,0.0,0.05033135116361693,0.0,0.0,0.0,0.0,0.6268356595338122,0.0,0.2552124644104322,0.012849700040054614,0.0,0.0,0.034449808366773756,0.0,0.0,0.08822066853886722,0.21124580834152992,0.0,0.096957886103825,0.006705450265927304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08223184682591017,0.0,0.0006265951291315157,0.0,0.0,0.0,0.0,0.018508773136283935,0.007407386964398858,0.28605270012321,0.11085024462674228,0.002355991239379265,0.0,0.0,0.0026025122456288293
50402693_pool6,0.0,0.03200636916370456,0.0,0.0,0.003009921398616755,0.046870843845511115,0.02527523814799878,0.0,0.0,0.0,0.0,0.04691965125421658,0.006060387723167545,0.10326896494120917,0.0,0.0,0.13909302323106798,0.0,0.05364418241172357,0.0,0.0,0.0,0.16634434958316752,0.11951161611763668,0.0,0.07949923842585843,0.03840880893807423,0.0,0.0569316060963447,0.0,0.0,0.0,0.0,0.7367727539593569,0.0,0.26100207536949316,0.015525805961803498,0.0,0.0,0.03720098042179311,0.0,0.0,0.08787375987525384,0.2316379547251258,0.0,0.087363434573855,0.006140856454046646,0.0,0.0,0.0,0.0,0.0,0.0,0.00017571041133176822,0.07729261926614368,0.0,0.0006273793533231697,0.0,0.0,0.0,0.0,0.020569853135153505,0.006565438381321227,0.2942535885438116,0.12146887910647536,0.00210576569930525,0.0,0.0,0.000939791921321272
50402693_pool7,0.0,0.019295767793710523,0.0,0.0,0.003747997393401507,0.0469998851033596,0.0242354566139636,0.0,0.0,0.0,0.0,0.05844643824949497,0.007534786076137784,0.036808086453408516,0.0,0.0,0.1259210740418586,0.0,0.03849732353085761,0.0,0.0,0.0,0.16138849460853946,0.10213436406187748,0.0,0.07804158730631956,0.03572559020663891,0.0,0.02647465365503671,0.0,0.0,0.0,0.0,0.678477238302898,0.0,0.24778319923114736,0.014371013124309879,0.0,0.0,0.0308513195968778,0.0,0.0,0.08267285947252177,0.18910134436889497,0.0,0.08335005211935377,0.005914181758556647,0.0,0.0,0.0,0.0,0.0,0.0,0.00014494629891004447,0.06543042346266299,0.0,0.0006289478017064776,0.0,0.0,0.0,0.0,0.019992571184337327,0.007770687206537332,0.2739644298380402,0.11885140280407991,0.0016394841619629997,0.0,0.0,0.0009443762721569855
50402693_pool8,0.0,0.022481067314581174,0.0,0.0,0.0033860034519962103,0.05751865853396793,0.02126421779002031,0.0,0.0,0.0,0.0,0.060499864497011786,0.005701103656331483,0.02554092762611571,0.0,0.0,0.12525461712612665,0.0,0.0432466106213092,0.0,0.0,0.0,0.15621716767849278,0.14388136263546308,0.0,0.12035903912159748,0.039488819585097173,0.0,0.029538980326656125,0.0,0.0,0.0,0.0,0.7587068103903161,0.0014517914819413406,0.2521869678919119,0.015484856924205294,0.0,0.0,0.02829443740963683,0.0,0.0,0.08027940944524203,0.22864419990597498,0.0,0.08104380403226936,0.005045980748008052,0.0,0.0,0.0,0.0,0.0,0.0,0.00024315481164093177,0.06480416770527203,0.0,0.0006187528872149762,0.0,0.0,0.0,0.0,0.021103657553326573,0.00692044218794019,0.2731102323263878,0.1322541098483178,0.003321948831211961,0.0,0.0,0.0016555091359238875
50402693_pool9,0.0,0.017427573873175912,0.0,0.0,0.0051680093659046125,0.04419564387173082,0.02059905568735409,0.0,0.0,0.0,0.0,0.03652067391323087,0.0074288738339375925,0.0789179100830155,0.0,0.0,0.11406708384464573,0.0,0.034340349951497234,0.0,0.0,0.0,0.16548246176149306,0.12048371327108184,0.0,0.08044355999402898,0.04444546154033424,0.0,0.028582514631027556,0.0,0.0,0.0,0.0,0.7221212111863349,0.0,0.24895016629798827,0.013546997783837042,0.0,0.0,0.028236739362104583,0.0,0.0,0.07649105113636621,0.2080776925219726,0.0,0.07997581434476408,0.005519495637082851,0.0,0.0,0.0,0.0,0.0,0.0,0.0002206733448712106,0.07248482690114585,0.0,0.0006281635775148237,0.0,0.0,0.0,0.0,0.02110755562770647,0.006244916452706474,0.26248487357365946,0.0675658179282426,0.002017574900955118,0.0,0.0,0.0009443762721569855
50402693_pool10,0.0,0.016088877016073165,0.0,0.0,0.005921879259367527,0.049731562075071595,0.018663406217590117,0.0,0.0,0.0,0.0,0.029451544875299995,0.008826532762123175,0.05225718752983988,0.0,0.0,0.1220279496459284,0.0,0.03910313248077469,0.0,0.0,0.0,0.160526606786865,0.13385604806510218,0.0,0.11301326912543677,0.03879646708588617,0.0,0.055594138483105966,0.0,0.0,0.0,0.0,0.6586650708138612,0.0010714814911447724,0.24596072375368896,0.012949232391763897,0.0,0.0,0.01861318530231691,0.0,0.0,0.07090533605618587,0.163807251236681,0.0,0.0719631076859814,0.0078718846979678,0.0,0.0,0.0,0.0,0.0,0.0,0.0002152603204293568,0.055466830416777774,0.0,0.008029858914929543,0.0,0.0,0.0,0.0,0.021002081247517793,0.008058304673497088,0.2606045375271049,0.07088362521386317,0.005251965301306155,0.0,0.0,0.011071902449672115
50402693_pool11,0.0,0.013553106955146514,0.0,0.0,0.00290499199955805,0.04901128432485272,0.021143714199981456,0.0,0.0,0.00033112990466859887,0.0,0.03394280796144395,0.004793249688738279,0.045041658987865885,0.0,0.0,0.1157317464364712,0.0,0.0378331983879967,0.0,0.0,0.0,0.1540624481243067,0.11778037821998019,0.0,0.0851928238661147,0.04682849459051752,0.0,0.03429963152493275,0.0,0.0,0.0,0.0,0.6955969105566839,0.0015920316406612485,0.23980320039179628,0.01484983798140043,0.0,0.0,0.01992388685499777,0.0,0.0,0.07091904639489735,0.19670825062384228,0.0,0.07291537302291765,0.007505653918198267,0.0,0.0,0.0,0.0,0.0,0.0,0.0004354129208684717,0.05483129270739302,0.0,0.0006179686630233221,0.0,0.0,0.0,0.0,0.023139530527735257,0.006976200686879445,0.2522090407016243,0.08945166380211793,0.005654528995891586,0.0,0.0,0.0010069637901630154
50402693_pool12,0.0,0.016627833613902708,0.0,0.0,0.006348461156286564,0.03383285947391658,0.01982075696573344,0.0,0.0,0.0,0.0,0.022601389657600057,0.00541760132131924,0.03180776949143106,0.0,0.0,0.10704528163493814,0.0,0.032830765231564946,0.0,0.0,0.0,0.160526606786865,0.12819519142677072,0.0,0.0708978805317329,0.05132397873354515,0.0,0.06357557076337988,0.0,0.0,0.0,0.0,0.6944294326797281,0.0013776190600432788,0.21681825003015018,0.015474286006401265,0.0,0.0,0.024869099591514194,0.0,0.0,0.0636301348966537,0.1362346332261448,0.0,0.06766112391291307,0.007275003342814555,0.0,0.0,0.0,0.0,0.0,0.0,0.00047585966849904337,0.052159921847320954,0.0,0.004859897569373309,0.0,0.0,9.352238347308907e-05,0.0,0.027278554407279148,0.00844864066064954,0.24062967680511949,0.06679705388101859,0.0021198356529629025,0.0,0.0,0.00128670597996325
15218541_pool0,0.0,0.050160529356967874,0.008491867301971996,0.0,0.005461046634253932,0.060981100946218635,0.03383284640161413,0.0,0.0,0.0,0.006817420785675801,0.07113358691985378,0.007056022152168371,0.08093868178531125,0.0,0.0,0.1576499370991144,0.0,0.057831083549948994,2.2664694375823383e-06,0.0,4.5081921298873316e-05,0.16591340567233026,0.15942086823955956,0.0,0.07463415645005336,0.02300489710578352,0.0,0.0697031667297626,0.0,0.0,1.2349312122754171e-05,0.0,0.6898862396035925,0.0,0.26458277963233706,0.012447516984072053,0.0,0.0,0.036125842405786965,0.0,0.0,0.09595258786501723,0.22526721352805107,0.0,0.10715631274421476,0.026493620877129864,0.0,0.0,0.0,0.0,0.0,0.0,0.003098292344919199,0.10038540848224414,0.0,0.0006258109049398618,0.0,0.0,0.0010479591223090429,0.0,0.0171443899297933,0.003293917072309105,0.31445556074699654,0.11308432810001999,0.002294426271861889,0.0,0.0,0.0012541271875383428
15218541_pool1,0.0,0.04169292637378034,0.0,0.0,0.004718101647459941,0.04925633200077744,0.03228519976773727,0.0,0.0,0.0,0.0,0.06579956274538008,0.006433986826109332,0.11280804638115705,0.0,0.0,0.14922467372258436,0.0,0.05579730677020529,0.0,0.0,0.0,0.16311227025188835,0.14655238863574527,0.0,0.09395803634003655,0.0271138609699646,0.0,0.06470913344471475,0.0,0.0,0.0,0.0,0.6922568728142334,0.0,0.266862477614509,0.011466054758780073,0.0,0.0,0.03999333279828455,0.0,0.0,0.09750063152785428,0.24419513161470596,0.0,0.1057358351217659,0.021792535886666114,0.0,0.0,0.0,0.0,0.0,0.0,0.0011983775218631849,0.0998000053667394,0.0,0.0006281635775148237,0.0,0.0,0.0,0.0,0.018772850975936686,0.003246300505872172,0.31276578829144924,0.09114446051210555,0.0024824108015611534,0.0,0.0,0.0018646280422816269
15218541_pool2,0.0,0.04056980115453831,0.0,0.0,0.00191463768719348,0.06461625136754921,0.03370517143451124,0.0,0.0,0.0,0.0,0.07454445122669533,0.00438767527688411,0.13106319764531635,0.0,0.0,0.1509957830120435,0.0,0.05845257587749556,0.0,0.0,0.0,0.16397415807356278,0.14469627141618993,0.0,0.05272060196369927,0.024152113852730805,0.0,0.08580962273550528,0.0,0.0,0.0,0.0,0.7046521860728422,0.0,0.2692431014371748,0.017056248379461597,0.0,0.0,0.03890405158933418,0.0,0.0,0.09844233797569878,0.2572490705978417,0.0,0.10805325141583637,0.026324579461604446,0.0,0.0,0.0,0.0,0.0,0.0,0.002116105472771366,0.1085997054892788,0.0,0.000622674008173246,0.0,0.0,0.0,0.0,0.018820630532854914,0.0015539707540933167,0.31725846988671896,0.15146203158134725,0.001094811604922831,0.0,0.0,0.0009455223598659138
15218541_pool3,0.0,0.03607871155524613,0.0,0.0,0.0024811112988296327,0.06001157012110372,0.03143993628671299,0.0,0.0,0.0,0.0,0.07724099286339664,0.007344428261029511,0.10594047862859667,0.0,0.0,0.15008812584952952,0.0,0.062496334886953823,0.0,0.0,0.0,0.1656979337169117,0.16429610245314713,0.0,0.13683741006841113,0.029674413414588596,0.0,0.08267343212525209,0.0,0.0,0.0,0.0,0.7499952979449767,0.0,0.2651569582996206,0.013483004368778966,0.0,0.0,0.039352324919652,0.0,0.0,0.0926201146625734,0.22680765277430393,0.0,0.10433108405335804,0.021580662358469754,0.0,0.0,0.0,0.0,0.0,0.0,0.0003343152257915766,0.09726048894643623,0.0,0.0006328689226647474,0.0,0.0,0.0,0.0,0.018221615392501365,0.0030662679857093155,0.31119952184519767,0.13184809110511858,0.001584429018537147,0.0,0.0,0.0018579192416800525
15218541_pool4,0.0,0.04492559833707296,0.0,0.0,0.005600622442408477,0.0490189774622346,0.030748589739775,0.0,0.0,0.0,0.0,0.06957884092778219,0.007514829982735518,0.050331446712151826,0.0,0.0,0.14798731661351916,0.0,0.060007576052140923,0.0,0.0,0.0,0.16289679829646972,0.14525703799360237,0.0,0.10402305864525353,0.032552236136106874,0.0,0.06417397002987635,0.0,0.0,0.0,0.0,0.669096618362138,0.0,0.2671339064771262,0.01399572631388551,0.0,0.0,0.03709134107104371,0.0,0.0,0.09365756394727083,0.21809535902980628,0.0,0.10377178764712308,0.01894034181367669,0.0,0.0,0.0003223648774765176,0.0,0.0,0.0,0.0,0.09727526260718498,0.0,0.0006242424565565539,0.0,0.0,0.00022830679402730203,0.0,0.01911290030181002,0.003692148431361829,0.29985785628017697,0.16502828317078608,0.0021474847962603787,0.0,0.0,0.0032321321679552205
15218541_pool5,0.0,0.03389561115028591,0.0,0.0,0.004300080680240814,0.062219873778686936,0.0341726091662743,0.0,0.002491137078385123,4.730427209551412e-05,0.0,0.054986612370205475,0.004872766122476292,0.09876317038624342,0.0,0.0,0.14809127408325223,0.0,0.06287730159695705,0.0,0.0,0.0,0.16332774220730698,0.15520629907292555,0.0,0.11823960129432376,0.03502643697570435,0.0,0.08603696528290893,0.0,0.0,0.0,0.0,0.7243499236606813,0.0,0.2671483400987999,0.016001998020743775,0.0,0.0,0.05052207232241915,0.0,0.0,0.096055100731483,0.25861543172922813,0.0,0.10911990273191963,0.0201729334715049,0.0,0.0,0.001721900199203838,0.0,0.0,0.0,0.0004258172434736538,0.10250151025488304,0.0,0.0018388406728060479,0.0003429664716442691,0.0,0.0,0.0,0.018888507219735107,0.0025164006585796576,0.30389834270116606,0.14980425910178244,0.0009688567913307227,0.0,0.0,0.004477773338079617
15218541_pool6,0.0,0.03233253540225791,0.0,0.0,0.002231738290633561,0.06925627900017309,0.0333091360151285,0.0,0.0,0.0,0.0,0.06683516693032748,0.006228992968235851,0.03971670761358233,0.0,0.0,0.14275643536151497,0.0,0.04695624482746241,0.0,0.0,0.0,0.1644051019844,0.14955603440806298,0.0,0.1293393429846689,0.03910263024133151,0.0,0.08124541590728557,0.0,0.0,0.0,0.0,0.7436359851788932,0.0,0.26646439026473007,0.01393470044171173,0.0,0.0,0.03604695726934405,0.0,0.0,0.09321234667691766,0.24517442951698906,0.0,0.10458463501605848,0.02112686315359919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09674729729845236,0.0,0.0006313004742814395,0.0,0.0,0.0,0.0,0.020160782048381332,0.010045686466847871,0.3043167571449905,0.14995148011474332,0.0014726527911846394,0.0,0.0,0.0010126103658816593
15218541_pool7,0.0,0.026454377166820045,0.0,0.0,0.0023787536341282477,0.05130977848534116,0.02906422059982771,0.0,0.0,0.0,0.0,0.0649622506613975,0.006192171242336386,0.056887618493956606,0.0,0.0,0.1352253269785752,0.0,0.05602375945266793,0.0,0.0,0.0,0.1656979337169117,0.17148485281821244,0.0,0.09934773603293508,0.026905199188982508,0.0,0.07452919519726098,0.0,0.0,0.0,0.0,0.7480819193577922,5.102292814975107e-05,0.258815524171697,0.013542084422183432,0.0,0.0,0.0349336964696459,0.0,0.0,0.09180326262263105,0.2407542419182521,0.0,0.10263820809404091,0.015735473027889194,0.0,0.0,0.0013209097418549992,0.0,0.0,0.0,0.00044755102807582023,0.09870853733544721,0.0,0.0007853301462086495,0.0,0.0,0.0,0.0,0.020536301461231754,0.0019047832896778342,0.29601177518487976,0.10556007670563655,0.0017175769174446744,0.0,0.0,0.0009443762721569855
55177253_pool0,0.0,0.053901724864306645,0.0,0.0,0.0008890748564403759,0.058450586881540194,0.035190863436175064,0.0,0.0,0.0,0.0,0.09365668252562351,0.009116253236969466,0.09892159217477275,0.0,0.0,0.15193332726430556,0.0,0.05299076612965562,0.0,0.0,0.0,0.16785265327109777,0.16014007197404653,0.0,0.1495991049483567,0.016519480871794275,0.0,0.09381032176897248,0.0,0.0,0.0,0.0,0.7199793237165396,0.0,0.2665437747409921,0.014518050934023675,0.0,0.0,0.039925000730518995,0.0,0.0,0.09743333611425353,0.2515863777178635,0.0,0.1222014959616279,0.02117254620674321,0.0,0.0,0.0002987772035148212,0.0,0.0,0.0,0.0,0.10900567569379277,0.0,0.0023201532548573585,0.0,0.0,0.0,0.0,0.015024477960326368,0.000619896809705417,0.3043952517524308,0.06662621742607992,0.0003014854931491541,0.0,0.0,0.0019249233848698
55177253_pool1,0.0,0.05096820188332186,0.0,0.0,0.0,0.0638854704991635,0.035122297612388616,0.0,0.0,0.0,0.0,0.08812308029886048,0.007783188993948204,0.0975609580987114,0.0,0.0,0.14413720410938718,0.0,0.07004608533103879,0.0,0.0,0.0,0.16375868611814418,0.17786360634213194,0.0,0.19141892762896304,0.014107439922351316,0.0,0.1341572448890373,0.0,0.0,0.0,0.0,0.7938832579363894,0.0,0.27027099773975016,0.01425076595100532,0.0,0.0,0.03959172928186221,0.0,0.0,0.10041514432305204,0.2640279142709572,0.0,0.11641050351780771,0.01820389645249606,0.0,0.0,0.0006604548709274996,0.0,0.0,0.0,0.00011595703912803558,0.11391868434282325,0.0,0.0006273793533231697,0.0,0.0,0.0,0.0,0.01578367966932084,8.984011734861116e-05,0.3047101426554073,0.06431992528440793,0.0005832514629581885,0.0,0.0,0.0017885390602464502
55177253_pool2,0.0,0.033703742968665705,0.0,0.0,0.0,0.04645848559049743,0.031902263689932576,0.0,0.0,0.0,0.0,0.07665841886833144,0.005732891477635466,0.04041400433839723,0.0,0.0,0.14746047474698537,0.0,0.05660851147683836,0.0,0.0,0.0,0.16548246176149306,0.17438045626402168,0.0,0.22185991302701907,0.022888708954864636,0.0,0.15223398227457396,0.0,0.0,0.0,0.0,0.8125084020863003,0.0,0.27494648412549394,0.01668931616686262,0.0,0.0,0.03481189599033207,0.0,0.0,0.09377926431736124,0.2529525865421592,0.0,0.10699744385222842,0.021107523982877473,0.0,0.0,7.862557987232137e-06,0.0,0.0,0.0,0.0,0.09811151951399384,0.0,0.002389679566420959,0.0,0.0,0.00012286273907248955,0.0,0.019556880841380016,0.0001617122112275001,0.2984721211184232,0.14466858776958993,0.00040891273308332223,0.0,0.0,0.002372204712583436
