,regulon
30,"[PARD3,BMI1,PSIP1,SNX13,LIFR,ZNF652,FCHO2,CCDC90B,NT5DC3,SLC40A1,JAZF1-AS1,SLC38A2,NEK7,RPS6KA5,ZNF804B,FKBP5,ARID5B,FOXO1,FAM210A,PAQR8,ADAMTS5,B3GAT2,HACE1,ZNF891,SEMA6D,ATXN8OS,CPNE3,LINC00886]"
31,"[ATL2,PPP1R13B,SHISA7,FAXC,MAP3K1,TMEM165,MRAS,TTYH1,NEU4,FZD9,CUL4A,ADD3-AS1,KIAA1324L,PPM1H,CDON,CYB5A,SLC17A5,EPN2,ACSS1,CACNG4,KIAA2026,ANKRD36B,TSEN15,NCKAP5L,LINC00987,PXMP2,HIP1,NBPF11,PHLPP2,CSNK1E,IDI1,ARHGAP22,NOS1AP,LRRC28,KCNK2,TEX2,GOLGA8B,FAM76A,LIN54,PISD,RBBP7,PRKAG1,HDAC6,TTC8,FUBP3,GHR,TDRD7,ATCAY,NOTCH1,TCP11L1,REPS2,SRSF7,RASSF8-AS1,MCFD2,NCSTN,CHERP,SPOPL,ATP1A1,PARP4,NAV1,ZNF74,ARHGAP33,ERI2,TMCO3,GRIA4,NRXN2,ZXDC,LINC01411,KLF3,RNF170,DIS3L,PTPN14,HEATR5A,STAM,INO80C,HLCS,MRPS11,C2orf27A,VPS9D1,CLDN1,AP1M1,BLOC1S6,GPR161,FRMD4B,SIDT2,YME1L1,TIMMDC1,OLIG1,LINC01184,TMEM184B,LINC01285,ZKSCAN4,PLLP,CDIPT,ZNF43,LRP11,ARHGAP31,POMT1,SRRM2,ESCO1,DECR1,TCAIM,TTC32,KANK1,GFM1,PRRC2A,CRISPLD1,CRYL1,KIT,SEL1L3,DHX8,PNKP,LRFN2,MFSD6,NKAIN4,METTL3,RGMB,LCMT1,MYD88,NSUN5,NLGN3,IRS1,CFAP97,PTPN1,NOA1,LINC01572,SCMH1,EHD4,GTF2A1,TBC1D14,CNPY2,TMX4,ANKS6,SHROOM2,KIFC3,AXL,APCDD1,CACNG7,CHST11,TMEM266,ISY1,ABCG1,PLXNA4,CACNA2D2,NCALD,ETV5,COQ7,SOAT1,SNX14,AAR2,RECQL5,ZNF687,HHAT,SRSF6,BOD1L1,CMTM8,TMEM163,SMNDC1,TMEM175,TMEM201,SLC22A15,SRRM1,ABHD12,LDLRAD4,CCPG1,PHGDH,MYH10,ZC3HC1,PRIMPOL,CSPG4,GSTO2,RNASEH2B,STK24,DPH6,ETFBKMT,C1orf43,LGALSL,ZNF618,ERMP1,TMEM94,AP4M1,DDB1,LINGO1,CTSO,ADCY6,ACAP3,WSCD1,NUP133,SSB,ABCA5,ZNF133,LTA4H,CYP4V2,RBM27,AGPAT4,MICALL2,NRBF2,RIMS1,STRN,CPT1C,METTL9,STOX2,MAN2C1,YIPF3,PARD6G,MKRN3,RSRP1,PRPF3,IGLON5,SALL1,FAM102B,SLITRK2,NXN,KRR1,ALDH1A3,MIR9-3HG,CACNA2D3,EML4,SUCLG2,CREM,VPS36,RNF34,VIPAS39,FBXL18,GRIK4,ASTE1,TP53I3,XRCC6,AGO4,MIEF2,SAMM50,TNK2,DUSP7,FBXO6,NPIPA1,KIAA1841,KCMF1,EXOC1,KMT5A,PSMA1,DPF3,FAM120AOS,ZNF384,NCOR2,FBXO10,NPC1,PPP1R35,IFNAR1,SMAP1,PCNX4,COMMD1,TSTD2,PLEKHB1,MTMR4,ZKSCAN1,NPEPPS,GTF3C2,MFF,SMIM14,ZMPSTE24,GPR155,RARG,LRRC58,SPG7,WTAP,NDUFAF2,YIPF2,FNBP1L,NPIPB5,UNC80,SORBS3,FAM20B,APMAP,THOC1,NTNG2,ZFHX3,PTPRT,UTP6,DPM2,THEM4,MTG1,CHST10,CDAN1,KIF13A,QRICH1,PSMG2,TMEFF1,TSTD3,HEATR1,ABCA3,TFCP2,MON1B,CTNNBIP1,ITFG2,SLC25A46,ZNF335,PAFAH2,PID1,LINC00884,MANBAL,TNPO2,SEC24D,ASIC1,PPM1G,ANKS1B,TMBIM6,MGAT1,UTP11,CLCN3,RBBP5,ABCA2,EIF2B1,SLC4A4,KBTBD7,CLASP2,PCBD2,TIMM21,TMEM229A,TUBGCP5,CHODL,CD200,LRGUK,CNKSR3,ERN1,DNTTIP2,WDFY1,ACTR1B,PNN,FILIP1L,FAM234A,POLR3E,MFSD14C,GLT1D1,RBM28,PDZD8,SLC12A2,KDM6B,AIFM1,PIGL,PRPF39,MTCH2,IFT20,SH3BGRL2,GRIA3,AATK,SLC35F3,RALBP1,APRT,USP44,TDRD6,JAKMIP3,SPIN4,SRPK2,PCYT1A,TOM1,SREBF2,VCAN,AFF2,SLC25A33,ACOT8,TBC1D8,CEP83,CREB3L1,EXOSC5,ZNF83,ZBTB5,H2AFY2,SNX32,UNC13A,GFOD1,GPC6,PUDP,RRM1,UGDH,KCNH2,KLHDC1,CASP8AP2,RIOK1,NOSIP,YIPF1,PLCB4,VAPB,SERGEF,NBPF15,CDK4,ANKMY1,ZSWIM8,SMARCD2,LTBP1,SPRY1,INPP1,ZNF3,NME4,EIF3M,TNFRSF21,SPDL1,CARNMT1,IFT46,SLC39A10,MRPL33,PANX1,PPAT,RARA,ACVR1B,C5orf51,KLHL32,STAG1,MRPS25,MPV17,ETAA1,LRRCC1,DNAJC10,ANO2,RPF1,PLEKHF2,WDR45,ATRAID,DANCR,ZSCAN21,FANCM,ZNF737,ZNF813,ING4,PMVK,PLEKHH2,PGBD2,PEX19,FUCA2,UBE2N,CHMP6,LINC00863,NDUFAF7,LINC00937,SNRPE,ZNF280C,LINC00663,CNP,AGFG2,SNED1,KY,CCZ1B,ELAC2,PTTG1IP,CCND1,MSANTD4,TCAF2,SAT1,RAB33A,ACOT9,ABHD12B,ZNF622,COMMD3,CMTM3,HYLS1,TICAM2,TMED1,PTPRO,SLC25A13,HMGXB4,RCBTB2,C17orf58,TTC7A,STMN4,TRIB1,DENND5B-AS1,RBM45,LINC00689,PDE11A,MARCH9,SNHG22,SGK2,PSMC2,SMIM8,WDR83,ZNF169,BIVM,PANK1,INSL6,STARD13,ATP6V1E2,AGBL5,TNFSF12,ALKBH3,SCML1,PYROXD1,CCDC14,MYO1E,USF3,RTKN,CCDC107,PTPRF,SHMT2,CMC2,NFATC2IP,C2orf42,HECW1-IT1,C6orf226,SNTA1,NHSL1,ZNF33A,CLK4,LINC00612,TEAD3,PDZD9,APLP1,DPH1,CCDC77,COG8,MRPL48,TPGS2,SEC22C,SEC61A1,AAMDC,IL17RE,SMIM20,RPRM,SPICE1,FBXW8,SCRN3,PLRG1,WDR88,GABPB1-AS1,BLOC1S4,ENTPD1-AS1,SNHG8,ZNF197,ELL2,SLC4A2,BAG6,PPTC7,MPPED2,PLOD1,EEFSEC,ATPAF1,POLI,SCNM1,SORBS1,SLC6A6,JRK,RNF208,EFCAB13,CHMP2A,CMTR2,GNPNAT1,COL11A2,PCF11-AS1,CERS1,RASGRF2,PMEPA1,SNW1,CYP2R1,MTRF1L,ACO1,TEAD1,CHUK,MMP15,MTIF2,SF3B6,VPS37D,DHRS4-AS1,CAP1,SLC25A39,MAGOH,HLA-E,TSPO,C1orf109,EVI5L,CSK,TRIM14,RRP36,ZNF773,PRMT6,SMS,ZNF490,HMGCL,KLHL28,MKRN2OS,SEC23B,EIF5B,ANKRD54,NCK1,LYRM7,GGCX,RMDN1,THY1,SNHG19,SGK3,FAM160A2,UHMK1,NLGN4Y,MRPL44,NBPF1,DPP8,CTDSPL2,INPP4B,TXNRD3,FAM228B,MIR4500HG,RAB15,TMEM178A,RAB11A,ZNF423,PHYKPL,METTL2B,PACRG,OPA3,MTOR,CSTF2,GAB2,TAF1D,MORF4L2,TOX3,FOXO1,NELFA,ATAD1,RFX3-AS1,ZNF521,DDHD2,LINC01138,KIF26B,MFSD11,TSPAN9,DEPDC5,SERP2,ARHGAP1,SCML2,IQCH-AS1,ACVR2A,SFSWAP,DOCK1,HS6ST3,SOCS6,THOC2,DDHD1,TOX2,GTF2H3,TAF15,DTNB,SCAF11,FBXO32]"
32,"[ARL3,PDGFA,NRXN2,NFKBIZ,PDSS1,PRDM16,ZMYND19,CHD8,RIOK2,MED8,ELL2,PRKCA-AS1,PLXNB2,LPCAT3,INHBA,HABP4,MYRFL,ITGA3,PTGES3,MFAP3L,PYGL,SGO1-AS1,PPME1,GFPT2]"
33,"[BNIP1,GCNT1,DLL3,LINC00588,ZDHHC18,CST3,PABPC1,ADCK5,FBLN7,EFCAB5,SCHIP1,FOXG1,CYP51A1,PLRG1,MIR4458HG,TMEM259,LINGO3,BAHCC1,DISP3,B9D1,PCDHGC3,CCDC127,RFESD,DLEU1,NHLH2,SERPIND1,CTU1,ATG4D,MRPS14]"
34,"[MPP5,CEP152,BBS10,IKBKB,SLC25A23,KIAA0895,GRHL1,GPR85,ABCA2,BRD3,VANGL2,MFSD14B,SAP30,ANKRD37,ODF2L,FOXK1,SGPL1,ANKRD35,H1FX,CD96,ARHGAP33,MTX1,CXCL12,IL10RB,TAF11,ACAD9,SYNRG,MAPT,ZBTB16,FAM76B,DMWD,ELL2,SNRPA,KRBA2,MRPS36,FLCN,WDR13,CLMN,ZNF487,CCZ1,MNT,ARID5B,PRKAG2,TSPYL2,KDM3A,EFHD1,SLC39A13,APOLD1,LRP5,VAPB,NHSL2,SLC37A4,TRAP1,ZC3H18,ACTA2,EBAG9,DOCK9,SSH2,ACTL6A,RBM17,RFX4,LMAN1,ZEB1,NSMCE3,LTBP3,ZNF180,ULK4,VDAC1,HUS1,ANP32E,SNHG19]"
35,"[OCLN,INTS8,SLAIN2,DRAM2,AKR1C3,GPC6,ABHD5,ZBTB14,CIPC,MPPED2,CRADD,ZNF175,CNTNAP3B,ZNRF2,FZD3,ZDHHC2,TMEM229A,SMAD1,KLF12,PDCD4,TTN-AS1,UBE2E3,ACVR1,FBXO8,ALDH9A1,NT5C2,FOXN2,METTL3,NLGN4X,INO80D,FBXL7,GOLM1,LARP1B,MSRB3,SGK3,PYGO1,UGT8,CHD1,VAPA,KLF3,RARB,SLC7A2]"
36,"[VPS36,SCAMP2,NBPF1,FAM162A,CDKL5,SORBS3,LTBP3,FBXO9,ZFHX2,ZNF385D,FOXN3]"
37,"[CDCA7L,FOXO1,CENPV,PRKX,PXDC1,ZNF337,ZNF329,NHSL2,RAB39A,PYGL,LRRC1,RGMA,CNTN5,FBRSL1,NOS1AP,PABPC1,ATAD2,DRC3,TRAPPC13,UHRF1,GPR137B,RAB9A,DLGAP4-AS1,ZNF429,FXR2,TOM1L2,ZNF778,CADPS2,PRKAG2,SLC35D1,RAI2,CRISPLD1,GPR135,VWA5A,PLEKHO1,HDLBP,CTBP2,MAPT,PTPRJ,IGF1R]"
38,"[OSBPL8,CDKL5,PIK3C3,B3GLCT,ERCC3,SRBD1,CRBN,RTN1,DDX6,LRP4,AKAP7,CFAP69,AKAP13,CBWD5,MTG1,CYTH1,USP1,MAPRE2,RNF38,JADE3,SOCS6,RPE,PLRG1,CCDC6,MPHOSPH8,SEMA6A,PAK3,MTERF4,GNS,RNF130,LINC00886,CACNA1E,TBC1D4,TRERF1,TBC1D14,SIK3,RBM38,SFSWAP,FGFR2,AGL,GNA13,CFAP161,ZNF595,FOXO3,DSE,PARD6G,HSPH1,NTNG2,GDAP1,SLC35F3,DST,TPD52,GXYLT2,CNTN1,TMED4,CDK6,ZDHHC5,COMMD10,NALCN,ZNF706,FBXL7,PTCH1,THSD7A,TEP1,UBAC2,SLC12A6,STYX,KLF7,MARCH8,TCF4,FBXL2,AP1AR,FUBP1,CEP112,SCML2,HECA,TMEM245,MFHAS1,RICTOR,TXNRD3,ADHFE1,FOXP1,PID1,MINK1,PATJ,PRKCE,CD59,ZFAND5,RBFOX2,KIZ,TBK1,EP300,MATR3,ZFYVE9,CCDC149,ARHGEF37,UAP1,FOXK1,DSCAM,TMEM192,NEDD4,ZNF213,DPYSL2,MYRIP,PDE4D,EXOC6,PAM16,CBWD6,TUBGCP3,MTSS1,C14orf28,PSMD6,ARHGEF7,FERMT1,DGCR8,PXDN,ACER3,NBPF12,KCNQ3,AMFR,TRIQK,CYP27A1,SIRPA,MFSD14B,ZNF248,ZNF30,DENND6A,NHSL2,ZEB1,MIR646HG,SSR1,NEK7,SENP8,MMAA,SLC16A2,CSPP1,TCP11L1,PHF19,RBFOX1,TMEM184B,PPP1R12A,TLE2,NINL,PHC1,AUH,ZNF681,DIO2,TRNT1,POMGNT2,RNLS,ARL4A,RAI1,ZCCHC24,NADSYN1,EIF4A3,UBQLN1,LRRC58,ANXA4,LINC01237,ERCC6L2,OLA1,DMD,C3orf33,SYNE1,LIMD1,HERC4,PAQR3,PHACTR1,ERC2,NR4A1,SBF2,ARHGAP12,HMGB1,FYCO1,ZNF761,PELI2,MITF,CTTNBP2,DCAF11,FIGN,TAX1BP1,FECH,TMCC3,PTTG1IP,VANGL1,BRMS1L,CEP170,ETV6,CCDC92,SLC18B1,HNRNPLL,CHST9,PREX2,PRPF4B,JMJD1C,SNX24,FAXDC2,PRRG1,CLASP2,PLCL1,KANSL1L,CEP41,BCLAF1,PDS5B,DNAJB6,ZNF235,TRAPPC10,ZNF554,ACVR2A,DALRD3,CADPS2,GEMIN8,SDCCAG8,G3BP2,DISP1,OPCML,RAB31,SGK1,DLC1,ANKS3,TTLL7,ACADM,FGF12,TMEM181,ANK3,NSMAF,LGALS8,SDK1,BNIP3L,HECW2,TRIP4,CARHSP1,SCAF8,IGF1R,GCLM,MICU2,FIP1L1,APC,ARHGAP21,PDK1,RBMS1,CDCA7L,TMEM267,LPGAT1,NRCAM,PLEKHG1,LRP5,SNAP91,LRRC20,NFYC,SS18,TSHZ1,NAE1,GNAS,GYG1,KIAA0895,STX2,ST8SIA1,PPFIA2,SPRED2,PAIP1,ABL1,ZNF608,MXI1,PIK3CA,LINC01578,EHBP1,ATAD2B,PRKX,AGPAT4,LMTK2,DNMBP,OSTM1,ACAP2,XRN1,TACC1,NFIX,KDM5A,LIMS2,STXBP5,SOBP,STX16,CNTNAP5,FBRSL1,RAPGEF4,DCLK2,ETV1,NCOA2,RTN4,FAM102B,GCFC2,SPTLC2,HNRNPA3,CHMP1B,ARL8A,EFCAB2,EMC2,CSMD2,SSB,FTCDNL1,KAT7,ARID1B,KCND2,ZNF652,TRAF3IP2,PRKD1,TMEM260,IMMP2L,IRF2,FOXN3,MAP2K5,EIF3H,UBE2G1,SLC38A2,ATM,FXR1,PHF14,KLHL24,PTN,REPS1,PCDH17,ASPH,EHMT1,USP33,GRIA2,FBXO32]"
39,"[GINM1,SESN1,AGL,LTA4H,ZBTB16,PARP8,ITSN2,KCNQ3,RHBDD1,FBRS,HACE1,ZNF496,RGS7BP,NSUN7,SYTL4,ITGBL1,PKNOX1,KLHL24,IQGAP1,CAPN7,HBP1,ARL4A,TJP2,PHF21B,ENHO,TMPO,ANXA4,FAM177A1,LMO3,APPBP2,GPSM2,AK3,SORT1,ZC3H8,PRMT9,WRNIP1,MGST1,PTPN13,TXNRD3,DSCAS,STXBP5,DCTN4,PIK3CA,ZFP62,PCDHB13,RNF19A,CENPJ,CNTNAP5,SLC7A2,DSE,MRPS31,FOXP1,NHSL2,SATB1,PARD3,WDSUB1,GPR176,RAPGEF4,EGFR,FAM13C,CNEP1R1,SIK2,KAT14,ERBIN,IGSF11,KLHL32,DDIT4,ATM,MCF2L,VPS41,SETD4,BBS10,NALCN,LCOR,AUH,NXPE3,SLC8A1,ZNF614,MICU1,ST8SIA1,MTM1,SLC35E3,TMTC1,NFKB1,USP34,CD59,ITGAV,FOXO1,SSH2,ARHGEF12,CCNT2,C5orf30,KIZ,SMARCA5,WDR19,NFYC,SLC30A4,FTCDNL1,DPYSL2,TMEM187,UBALD2,DGCR8,UGT8,ZNF326,FAM124A,CEP112,CEP63,JADE2,TMEM243,SCRN1,MKLN1,MEST,STX17,EPB41L4B,CRIM1,SYNE1,MAP4K3,LIFR,SNHG21,NUB1,FKBP7,GDAP1,SMC3,HERC5,LONRF3,FOXN3,ETV3,JADE1,PLEKHM1,MACROD1,FAM114A1,LEPR,FAAP20,RAB27A,PRRG1,TMEM117,ELF2,NELL2,PRKAG2,SIAE,SGMS1-AS1,DEPTOR,TUBA1C,SH3BGR,PXK,TTC17,PELI2,C18orf54,C11orf74,KCTD3,PALLD,PHF19,SFMBT2,BNIP3L,PCDH10,CNTN2,FZD6,ACCS,USP9X,NEDD4,SNX27,FBXO31,ELMO1,KREMEN1,ZFYVE28,PHACTR3,DLG5,SLC35G2,RNPC3,FBXO32,CGN,ZNF395,MAPT,PDS5A,HNRNPK,PRR14,LIG4,MAGOHB,PLCL2,SRGAP2,PLPP6,SLC12A6,IGF1R,GAB3,NCOA2,PNPLA8,TANC1,CYB561A3,TRIM47,HNRNPLL,OTUD7B,FAM13A,WFDC1,CEPT1,ESRRG,WIPF1,UBE2D3,KCNS3,EPB41L5,DPP6,ATG10,ACAP2,PTGES3,CCDC6,TTLL7,SGMS1,KIF2A,MBTD1,ASAP1,DEK,PATL1,RHOBTB3,FBXL7,TCAF1,PARD6G-AS1,GRIA2,PPFIBP1,CDCA7L,THSD7A,PIP5K1C,ARID2,NR3C1,THBS4,GEN1,FGF2,PRKAA2,CHIC2,ENDOD1,SMAD5,SPDYA,SP4,CAPRIN1,CLASP1,SOX21,FAM162A,SNX7,MAPRE2,SEC14L1,YPEL3,DGKD,EP300,SLC35E2B,CCDC149,PARP9,NAE1,CARF,SLC4A4,SEMA6A,ALS2,MAP2K5,MEN1,FAM102B,TMEM45A,EPB41L4A,DYRK1A,WHRN,NCALD,RAB9A,GPR135,EBPL,GTF2A1,CRADD,DHRS12,SFSWAP,TGFBR3,HNRNPD,ARHGEF6,TMEM14B,RAMP1,GNA12,LMNA,CDK8,SLCO5A1,SS18,HMGB1,FOXK1,TOX,DST,GNAI1,MLST8,KIAA0100,SNX25,SLC44A1,TNRC6B,LINC01578,PTPN4,STX16,RABGAP1L,CLDN11]"
40,"[EPB41L4B,GAS7,SEC23B,COPS5,RASGRP1,SHMT2,LONRF3,FSIP1,ZNF786,TECPR2,TBC1D16,SMS,TMEM208,EBAG9,YPEL2,CHMP2A,MIR100HG,NEDD8,CXXC5,ZNF302,RAB34,RASSF3,MAP3K11,ARID3A,GABRG1,SH3BP1,ZC3HC1,RNF25,TMEM267,CHPF,GOLGA7,SIAH2,UBB,PTGES2,YWHAZ,MAPK1IP1L,LINC00265,ZNF304,LSM3,MCMDC2,AK4,ZNF776,PIGT,EXTL3,GPR89B,KDM5D,LNP1,CACYBP,RPL34,ZSCAN25,TTC9B,C18orf21,CLDND1,LINC00665,AGPAT5,DOCK5,CAPN10,CD59,THBS4,RNF2,EDEM1,AGGF1,VGLL4,UBE2D3,HBP1,STRBP,CTNNA2,RAB3C]"
41,"[ZNF317,RFT1,NET1,QSOX2]"
42,"[HELLS,NRG1,NEMP1,CCDC81,KIF6,PALM2-AKAP2,EFNB2,GPR63,KIRREL3,ADGRB1,LYPLA1,PRDM16,SLC25A44,TLL1,RNF220,GRIK5,USP51,GRIP1,MYLPF,ELMO1,PLP1]"
43,"[MRPL12,USP6,MIB2,ZNF446,DNAJB1,DPYSL5,ZNF331,CCDC81,INTS1,FRMD3,FAM234A,LONP1,ATXN1L,FAM207A,PQBP1,MYO5B,MAK16,TSEN34,LRP3,CHMP1B,ST3GAL4,CHCHD2,MAPK9,TMED1,TMEM51,DTX3,SFXN1,SPAG9]"
44,"[ATP13A1,PTPRD-AS1,COQ10B,ZBTB46,GABPA,PSMC2,CDK3,YES1,BTBD1,NSUN5,TWF1,ZNF283,ZNF334,TADA3,DDX39B,ACOX1,POMP,TANC1,KIAA0355,TLK1,RPF2,ZNF682,RBM3,CPSF4,ZNF512B,NAA20,CASP3,RPL31,RP2,MMP17,SF3B6,EIF3L,TRIP12,GPBP1L1,KPNA1,ZNF45,ULK4,MED23,ZNF708,CAPRIN1,CNTNAP2,TMED7,TMEM167A,FBXW7,MICAL1,SLC9B2,LARP4,RABL2A,DUSP6,CYP4V2,PDIA6,SLC9B1,PRKD3,METTL3,LSM8,ZNF529-AS1,RPS4Y1,RALA,WLS,ATG16L1,SMAP1,EXTL3,SNRPD1,SNRPE,FAM66A,SNRNP200,DDX59,NAA35,VAMP4,ZNF787,DPP10-AS1,ZBTB37,LMAN1,NCK2,MSANTD4,ESR2,MBTPS2,CSK,LINC01551,SPTBN1,SLC25A1,CUL5,VRK1,B4GALT5,ZNF461,ZNF766,PFKM,GPD2,TXNRD1,EIF3A,TEFM,G2E3,RPL22L1,RBP1,SERGEF,ZNF622,MTHFD1,SLC25A26,ZNF836,PHKG2,ITSN2,CASC2,NIF3L1,NUP35,PPP1R11,FTCDNL1,INSIG2,WDR74,DSE,XIAP,SMAD1,ATP7A,PAIP2,CHMP5,BLOC1S6,C9orf64,C3orf38,RARA,IPO8,FUT10,MIEF1,COPS7A,LIMD1-AS1,UBLCP1,C16orf87,XPR1,SNX14,ZFY,B3GALNT1,U2AF2,FKBP1A,NAA15,TAF4B,OTUD4,CDC42SE2,TRIM4,RNF168,SLC30A5,CSNK1G1,ARL6,TTC14,SLC39A9,POLA1,PIK3CA,MIOS,PCED1A,EPG5,WWP1,STRN3,PIK3C3,CNOT6L,GLT1D1,RNF146,ARPC4,CNBP,KRR1,ZNF384,DMTF1,ZBTB33,YIPF4,SCML2,TMEM19,DHX36,CDK17,NSUN6,NME7,UBE2G1,WDR17,CLTC,PDE4B,NRIP1,BIRC6]"
45,"[NAA30,BACH2,CHPT1,KIAA1958,GLRB,CLASP1,ZMYM2,CDK14,RAB14,INTS6,JMJD1C,LINC01578,RNF141,ARIH1,CORO1C,FAM169A,SLC9B2,SPRED1,DAAM1,GABRB1,GPD2,TMEM229A,UGCG,CADPS2,AP3S1,RAB21,CASD1,PCM1,FRS2,PDS5B,SYT9,EML1,RICTOR,IGSF11,USP12,SALL3,MBTD1,SIK2,RAB1A,COPS2,CTNNA2,TRAF3IP2-AS1,PRKD3,CLOCK,UBE2G1,PCGF3,MED13,BBX,MAP2,HIVEP2,SOCS5,KIF13B,CGGBP1,SHOC2,NFYA,L3MBTL4,TAB3,PALLD,PAK2,GOLGA3,KAT2B,ZNF644,ERRFI1,BARD1,FUT9,L3MBTL3,UBE2W,SH3GLB1,RNF138,PATJ,TRHDE,ACTR3,NEXN]"
46,"[CYB5R3,PPP1R7,RTEL1,STX4,LZTFL1,KANK2,C17orf49,SURF6,ENOPH1,ZBTB7A,PNKP,DNTTIP2,TSSC4,TNFRSF14,EIF6,PPP1CA,TIMM10B,TSPAN14,NBL1,NOC2L,ZGPAT,CRELD2,REXO1,CAHM,TAF13,MTMR4,JAKMIP3,SLC25A44,EPSTI1,KCTD14,TUFM,AGT,GDAP1L1,ELF2,AATK,ARRB2,ZPR1,WDR93,SYT11,CHCHD5,SLC25A11,BBIP1,ASAH2B,NDUFS2,EXOC3,LASP1,CX3CL1,IDI1,ZNF623,NOVA2,MCM8,AP1B1,CHCHD2,BLZF1,ARHGAP35,TOX3,FBXO28,SLC4A1AP,SORT1,TBRG1,EXOC1,RPL18A,UFM1,MAPK9,UBE2N]"
47,"[EXD2,SPNS1,DAG1,NEMP2,PAFAH1B3,LRRC58,IP6K1,AIF1L,DYRK4,MFSD6,CLCN6,NDST1,CCAR1,ZNF596,EIF4EBP2,SCLY,MSMO1,EIF4G1,RNF146,CD164,GTF3C6,TIRAP,CEPT1,CASC15,POMT1,HPS3,FAXC,SEPHS1,LMF1,WFS1,ADIPOR1,SPG21,ZXDC,ERO1B,GTF2A2,TBKBP1,TRIQK,FBXW4,LINC00623,ANKEF1]"
48,"[ELF2,L3MBTL4,EPB41L4B,SMARCA1,BMPR1B,PVT1,AHCYL1,PLP1,GDPD1,PMP22,CLIC4,ACTN2,SPRED1,FAM160A1,TGIF1,ZNF331,SLC39A14,SULF1,F3,PHLDB2]"
49,"[SYNM,POLDIP2,CDK4,TMEM158,TGFB2,DYNLT3,CCDC85A,YBX3,CRIPAK,CBY3,DIRAS3,MESP1,FNDC4,CEP170B,HMGA1,OGFOD3,MRPL34,SGTA,ZNF622,APOL6,IER5L,SLC39A1,HEBP2,SLC27A5,RPS19,MRPS22,IFITM3,MRI1,TMBIM1,C1orf131,RAB29,TMEM47,CCDC115]"
50,"[RORB,STOML2,ABCD2,PYCR1,TMEM63B,P3H3,ODF2L,NAAA,RSAD1,PRKCH,VANGL1,PEG10,TUBGCP6,MRC2,GPR137,SYT6,INF2,CELF5,ZNF681,H1FX-AS1,CELF3,RHOB,RBM11,CIZ1,AGAP2,HIC2,PPP2R2C,PPP4R4,LINC00672,MTERF2,MAP2K3,ELOVL1,R3HDM4,SMAD3,LZTFL1]"
51,"[RBM43,FBXO31,SHROOM1,MAML3]"
52,"[PHYHIPL,CHST9,RXRA,PIK3CA,LRRC1,ARHGEF6,TP53INP1,FOXO1,IKZF2,APOLD1,KIZ,LYSMD3,FAM13A,FAM13C,STXBP5,ORAI1,POU3F4,SLAIN1,UBALD2,LIFR]"
53,"[FGFR2,SEMA4C,PSMG1,PDSS1,STEAP1B,MTERF3,LMCD1,EFCAB13,VEGFA,PWP1,LRRC27,TWF1]"
54,"[FGFR2,IRF1,NEAT1,PFN1,BRD3,GAS7,CTBP1,FAM107B,NKX6-2,TFAP2E,CASC19,LRTM1,MAP1B,UGCG,WIF1,MNT,ARHGAP39,SYNJ2,DGKZ,FOXO6,RPAP3,EXOSC9,ONECUT1,FBXO17,PPP1R26,EGLN2,LRRC4B]"
55,"[PHF21B,FBXO31,PHYHIPL,C16orf95,WDR6,TULP3,PRKCH,TFDP2,KCTD3,HES5,ITGA8,GRAMD1C,TMTC4,DUSP1,CNNM3,LRRC8A,ZNF589,C3orf35,TFAP4,IRF2,FAM13C,PCDHGA12,MGLL,ORAI1,C8orf37,MED7]"
56,"[CD63,TGFB2,NMRAL1,VASP,BACE2,PFKM,ELL2,RDH10,HLA-B,ALAS1,CHSY1,DDIT3,B2M,NLRC5,SLC12A7,IGDCC4,TNC,BEST3,GAP43,FNDC4,TRAPPC3,CDKN1A,CRAT,SP110,SLC43A3,RACK1,LMO2,NFIL3,GFPT2,KIAA1211L,PLSCR1,CCDC85A,APOL6,COLEC12,TMEM132A,PCOLCE2,ZNF579,ANKRD10,FIBP,XAF1,ADAMTS1,GLRX,CEACAM1,VWA3B,BAK1,GNG12,FGF11,MIR100HG,DNAJB5,ANKRD65,ARL4C,TRAM2,HLA-E,IER5L]"
