,regulon
21,"[HYOU1,UBR1,MRFAP1,ATG3,ZCCHC7,TNPO3,TFG,SF3B6,MRPL4,DVL3,DHX34,SSH1,ARFGEF2,RPS4Y1,ATG10,KIF1A,ILF3,EIF4EBP2,CHMP6,CENPE,NDUFB2,SOCS7,CLK4,LDAH,CREB3L2,SNRPA,ALG1L2,DCAF11,MBIP,RNMT,PPHLN1,CNTROB,MAPK8IP3,XPOT,ADPGK,KPTN,DENND5A,PFAS,SLC30A9,DAP,PHF20,CCNK,LARP4B,LRRC23,IFT43,C11orf65,SPRED2,C5orf56,GPALPP1,PPM1D,CCNI,SLC39A1,KAT5,NDUFA10,FAM117A,SRSF3]"
22,"[BACE1,MARK4,CNTNAP2,CENPA,MAPKAPK3,MAGED2]"
23,"[BRSK2,TSN,TXNDC11,NUP88,BRD1,CHMP7,GUK1,CPE,TRAPPC2L,CRELD1,AARSD1,OPTN,ALDH9A1,DIAPH1,PPP2R2C,SF3B3,NOL9,CEP70,TFB2M,IFT122,MCU,SREK1,PPRC1,EEF2K,POP1,MAPK9,PSMC4,SCN3B,ZNF567,KLHDC10,MLXIPL,ANAPC10,CLDND1,AGAP4,MIR762HG,TMEM43,PTCH1]"
24,"[GALNTL6,OSBPL9,TOP3B,EEF1AKMT1,ACAT2,SF3B5,CCDC186,SACM1L,DEAF1,SCAMP1,CAPRIN2,DLD,TBCA,SGPL1,CHD2,ZNF146,LMBRD1,PPP1R12B,EDEM3,MED4,E2F3,SMC5,IAH1,FBXW4,SNX13,DENND6A,FSCN1,LYPLAL1,BTF3,PPT1,RFT1,CRBN,STX7,YTHDC2,USP34,TRAPPC6A,EIF3E,PPHLN1,CEPT1,KLHDC1,C11orf54,TMEM179B,SYN1,DIAPH2,ATP6V0A1,JMJD1C,GPAT4,GPBP1,EXOC6B,ZBTB37,ZSWIM7,AP3S2]"
25,"[FOXN2,LINC01588,PTPN11,SLC25A51,CCDC150,CHI3L1,PIK3R3,ZNF101,RBMXL1,RGS12,SYNM,AURKAIP1,PLEC,CENPA,POLR2J,DDX11,IMMP2L,CRIM1,KHSRP,GOLPH3L,EIF4EBP2,PARP8,PLP2,PLGRKT,PARPBP,CENPI,DNAJC3,MBTD1,PHACTR4,FAM207A,CREB3L2,CRYBG3,HOMER2,PINK1,STX17,RANBP3,SPATA13,ZNF160,MPC2,DHX30,E2F3,GNG12,NCKAP1,GZF1,DCAF7,SLC39A13,COG3,NUP35,TTBK2,ELAVL2,E4F1,VPS13A,GEMIN5,KCTD9,CRIP2,CALU,FGD4,MBOAT7,IL10RB,DAZAP2,SERBP1,USP18,ZFYVE1,ZMYM2,MARS,SPIRE1,FBXO10,POLE4,POLD1,SACS,STXBP5L,XPNPEP1,SERTAD2,GEMIN8,OGFOD3,NOC2L,KPNA4,CTSZ,HMGXB4,FABP5,EXOC2,RNF11,SMIM13,TNKS2,DDN,SLC35E3,TTI1,SLC30A4,DYRK1A,LRP2,ZNF106,NF2,DNAJC9,PLEKHA5,USF2,GINS1,SYT13,RPAP3,XRCC5,KATNBL1,SLC39A1,FOXP2,EVI5L,VAPB,ZFHX3,GCDH,UBE2E3,FANCC,PDE6D,CDC42SE2,STK3,NUCB1,GALNT2,DPY19L4,AACS,TRA2B,PIGM,RPRD1B,ITPRIPL2,TFDP2,PDLIM5,ATAD2B,TAF15,JAZF1,ARHGAP44,CHN1,COMMD10,MTFR1L,SETBP1,CEPT1,CPEB3,RNF180,SRGAP1,INTU,RNF2,MED26,MCFD2,EXT2,FIP1L1,ASXL2,MGMT,MASTL,HERC1,TSPAN33,TANGO6,PCED1B,LRBA,ARHGAP18,BAIAP2,PNP,SLC2A11,CSGALNACT2,AUH,MBD2,PPM1B,STIL,SLC36A1,LRRC8C,CHMP6,LYST,ZNF605,ISYNA1,DCLK1,FNDC3B,JPH3,SPOPL,EP300,BRI3BP,LIMCH1,TAPT1,NET1,ANAPC1,NANP,TTC7A,SLC12A2,ZNF385A,PDCD10,PRDM2,CDC27,SLC17A7,LINC01605,NPHP4,NOL11,POLQ,PDIA3,SNAP47,BMI1,HELLS,TBC1D8,MRO,MCMDC2,USP40,PLA2G7,ZFYVE16,TCERG1,ACSBG1,NUDCD3,KANK1,DNAJA1,PDE8A,NIPA1,CLSPN,IL18R1,LSM4,RANBP1,ROBO1,BMPR1B,BEND6]"
26,"[KDELR2,EIF2A,MED19,SS18L1,WDR61,DMXL2,ATP13A1,NEDD8,BACE2,SRPRA,PFDN6,RACGAP1,UTP14A,MCM8,TJP2,HAX1,ZNF175,SMARCAD1,NECAP2,FAM160A2,CD63,ZNF510,NUP35,ZFAND2B,MSH2,TTF1,ANKRD17,LONRF3,ZNF546,MARK2,BBS4,SMUG1,LYPLA1,COPS5,B4GAT1,ALKBH1,AGGF1,LARP7,EIF2AK1,DDX49,NUP155,EIF4EBP1,PHF5A,RAB11A,MVB12A,STARD5,PRKCE,AP4B1,FBN2,ZNF549]"
27,"[PRPF6,PDPN,MON2,LRCH3,COL6A1,RNF19A,WWC3,VPS13A,NFS1,GABBR1,ANXA2,FGF14,ANAPC11,RPS4Y1,FARP1,RNPS1,MAPK3,TCEAL4,YIPF3,EIF6,UBR7,PLOD3,RGS6,BAHD1,RAD51D,NCOA7,SNX14,ZBTB18,STXBP1,CHMP1A,RNF187,MRPS23,PDE12,PDCD6,SYT1,SAP18,SH3GLB1,ABHD17A,HNRNPD,FBXO5,JRK,SOWAHA,PEX26,MRPL43,DPM1,GTF3C1,DBI,PSMG3,TBC1D22A,DLEU2,BLM,SDR39U1,C1QBP,DZIP3,CCZ1,MGA,CTTNBP2NL,DAPK3,SMARCAD1,NUP155,DHX37,RNF217,MICB,YBEY,TGDS,HS2ST1,PMM2,ZNF675,ZKSCAN1,PSMD6,THAP5,THADA,COX10-AS1]"
28,"[EYS,KPTN,ZNF510,POC5,AP1S2,APLP2,AMFR,IL7,VWA8,DDX19A,ADCY2,GNPNAT1,ERVK13-1,NUDT19,ODF2,RAPH1,SUCLG2,ABCC5,MTFMT,TRAF6,SNPH,ZC4H2,LPAR1,TMEM266,TMPRSS9,SNX10,FOXP2,EFNA5]"
29,"[TGFBR3,PTPRS,CHL1,NPTN,TRHDE,CSRNP2,IFT80,SLC7A14,DUSP6,FYN,NALCN,PTPRK,GABRB3,CALN1,PHF24,HCN1,WASF1,LONRF1,FAM20C,SLC16A7,C21orf91,HOMER1,VASP,PEG10,MAPK6,NFIX,DPP6,PGAP1,FBXW11,ADAM9,ITGAV,RNF2,IL1RAP,MAP4K3,SMURF1,UBE2J1,CEP170,QSER1,AUTS2,CAND1,CNTNAP2,SP4,UBE2D1,KIAA0825,RASSF3,MPPED1,RORB,NFKB1,JPH4,PHC2,CCND2,PRR16,PCMT1,RING1,GPD2,DMTN,ARFGEF3,TBCEL,KIRREL3,NCAM1,PDCD10,GRM5,ZNF462,VSTM2A,DANT2,ATL1,PPP1R9A]"
30,"[CPNE4,NRP2,ADD2,GTF2H1,HLA-DOA,PHYHIP,DDX59,TPST2,RAB3C,PRPF18,SATB1,QSER1,ZMYND11,CD53,SUPV3L1,N4BP2,TFIP11,APEX1,COX5A,NCK1,ZNF528,AHCTF1,MRC2,RSF1,RABGAP1,ASB16-AS1,ARHGAP25,GNAS,LENG8,GABPB1-AS1,ATP8B4,BIRC2,CFLAR,ATP2B2,PAPOLA,MAP3K1,PLAGL1,FAR2,GNB5,CTR9,GABRR2,YY1,SPN,ELF1,USP14,SPON2,EID1,ZNF30,FBXL16,PTPN6,TUBGCP3,SIRPB1,ZNF263,TP53I11,NCOA5,EIF3D,SFSWAP,FAF2,TRIOBP,AEBP2,SDK1,NORAD,TGIF2,BAIAP2L1,TXNRD1,RALGAPB,MEF2D,LRRC28,FLOT1,RASGRP1,ITGB2,RPS10-NUDT3,SIRT1,ZDHHC17,CXorf21,PHF6,SV2A,U2SURP,CEP170,SDAD1,MOB3C,XIAP,RAB33B,SGPL1,DENND2C,SYK,RCHY1,MCM9,FOXN3,GSAP,TYK2,SLC15A4,USP16,PPP3CC,RAP2B,MPPE1,LYST,EGR1,CPSF6,EIF6,RPS8,TAX1BP1,RNF145,HOMER1,FGL2,TRMO,AMMECR1L,PPP1R18,CASD1,CLCN5,FAM49B,FAM53B,ZNF92,PGM2,CYTIP,RTCB,AP3B1,CNKSR2,PLD1,SEC24B,SERBP1,SLC6A16,NSF,MYADM,TCF20,IREB2,LINC01023,NBPF1,SRGAP2,SLTM,TTC28,VWA5A,RTN3,MKLN1,POU5F2,RAE1,GPCPD1,ARFIP1,NDRG4,ZNF26,MORC1,RNASEH2B-AS1,ITPRIP,WDR70,TBC1D22A,RAPH1,CAMKK1,XRCC5,CSTF3,TXLNG,PAQR3,MMRN1,MLEC,SHOC2,CUTC,NAV2,FLAD1,CDC42,SUB1,C18orf25,STYX,CD27-AS1,PXDC1,ATP7A,CNOT7,ALG13,LRTOMT,CAB39,HESX1,KHDRBS1,NCOR1,RNF217,RABEP1,FUNDC2,UBE2F,MR1,CASP8,DIP2C,CPQ,POP1,CELF2-AS1,RBM19,RAP2A,FURIN,GAB2,TUBA1B,THUMPD3-AS1,WIPF2,BCAP31,KCNQ3,SVBP,ZNF608,EIF3L,CLECL1,HS2ST1,GEMIN8,SCYL2,TESK1,RNF150,ATP6V0A1,SLFN11,SLC41A3,PPIL4,SNCA,APEX2,RBM27,MFSD11,BFAR,ARHGEF7,ZFAND3,DDX21,MOB1B,ACTR2,SRGAP2B,APLP2,RGL1,U2AF1,PIK3R2,DIP2B,PIKFYVE,STX1B,DCTN4,ZNF3,ABRACL,RBM44,HOMEZ,SHTN1,ABHD12,CAP1,SETD5,AXL,RLF,CUL2,MAGT1,DYNLT3,RPS25,RPS6KA5,SMAD3,WTAP,DYNLL1,S100A4,EPS8,GIGYF2,RMI1,AGBL5,RIN3,CAST,RUNX1,BBS9,LYZ,ATG10,RNASEK,NUP62,LETMD1,ADIPOR2,ZNF251,CDK12,TSC1,TRPC4AP,RTTN,NPIPB4,MORF4L1,SPCS3,EPHB6,TPRG1L,ELF4,CCDC73,ZBTB8A,PDCD6IP,TLN1,PARVG,RNF34,CUTA,SNRPA1,PGK1,THRB,DBNL,GTF2B,CNTN4,TUBGCP5,RBM3,ZFAND5,DCLK2,CLEC7A,ITGB1,NIPBL,EMC2,ARL2,KRAS,DNAJC3,MYO10,CGGBP1,TMEM168,KCTD2,HELB,LHFPL3,RASGRP2,GPR107,TMEM185B,CDKN1A,TOP2B,SGSM3,OSGEPL1,SMAD2,BCAS3,ASAH1,HECA,SRSF10,ARF1,HECTD4,UBE2B,UBXN1,PSMC2,OSBPL9,COPS7A,ANK3,PDAP1,ATF4,CPED1,ATP6V0D1,CENPJ,SH2B2,MTMR9,CTTNBP2,KBTBD8,PARP10,NEK3,SIL1,CHCHD7,MAP4K3,ZNF624,MTG2,AASDHPPT,ZBTB2,POLR2D,CUL9,IQCH-AS1,GALNS,MADD,WRAP73,ALKBH3,JPH4,C4orf19,MTMR2,KIAA1324L,MID1IP1,WBP2,STRN4,GIMAP5,EGLN1,ZNF469,GRIA1,SULT1C4,FYN,TRMT112,BCOR,PLEKHH2,CEBPD,C1QB,RPL35,SORBS3,CHCHD5,ZNF665,CD274,FAM155A,ENDOD1,MKKS]"
31,"[RNF144B,EMG1,DCAF12,USP39,TMX1,EIF3D,PSMG4,SPSB2,TBC1D15,ZSWIM7,DPYD-AS1,ASPM,ATXN2L,NUCB1,GPR84,EFHC1,KIAA0586,SRSF11,SLC17A7,AKAP9,ARHGAP4,H3F3A,ATG16L1,HAUS4,TBC1D14,RAD23B,ERN1,GCA,NGDN,UBXN2B,DICER1,ZFAS1,UBP1,MAPKAPK5-AS1,CHD2,TCHP,WDR11,TBRG1,RAC2,AMPD2,ATP9B,CNOT2,C2CD2,SPDL1,SRSF10,USP25,ARID4B,RRP15,EMP3,TAF1D,RBSN,NCKAP1L,DENR,MSRB1,MBOAT1,C10orf88,PTBP1,VPS13D,NECAP2,ABCB7,SLC26A2,LINC01116,LSM5,ARID2,SRRM1,TM9SF4,TAF3,RGS2,PGM1,ETNK1,ELF2,HNRNPD,AP5B1,BARD1,TTC9C,ZNF394,AMBRA1,GMIP,EEFSEC,PTCD2,DDX19B,PI4K2A,ZNF282,PPP6R1,ATXN7L1,PPCS,BCAS2,PTK2,MGMT,PYM1,UPF2,RTCB,SRGAP1,PDCL,ZNF121,BICD2,SNHG19,TM9SF2,ERGIC1,DTNB,ZNF660,OSBPL8,EIF4EBP2,PGS1,METAP2,CNDP2,BMT2,TMLHE,KMT2E,RARS2,DAXX,TMED9,EIF2B1,ZMYM2,ZNF638,ZNF385A,NRF1,FBXO28,EPB41L3,SNX25,CNEP1R1,ARNT,SLC10A7,UBXN2A,TGS1,MOB3B,GRB2,DCLRE1C,HOOK2,ZNF592,ITSN2,RHOBTB3,TPK1,PA2G4,TM9SF3,XRCC5,PSD3,ZNF264,DEDD,C5orf15,NRDE2,M6PR,SETD2,RIOK2,SMIM20,ATXN7,RAC1,SLC19A2,WWC2,MAP2,C5orf22,KPNA4,PRKD3,WDSUB1,HELZ,GAB2,MYSM1,SGPL1,AGPAT3,FIP1L1,MBTPS1,TUBA1B,RREB1,SMNDC1,AP2A2,ELL2,DENND4A,KIAA0319L,APPL1,ACBD5,PIK3R6,STK38L,COMMD10,GTF2A2,GPBP1,GNL3L,DDX46,VEZF1,MON2,TMEM117,HNRNPA2B1,C16orf72,FAM126A,C1D,UBE2E3,TSC22D2,ENTPD4,EPC2,TSC22D1,PPTC7,NUTM2B-AS1,F11R,SEC24B,DDX3Y,MYL12A,PTP4A2,RNGTT,SUPT4H1,ZFAT,ZFC3H1,STRN,BASP1,ZFHX3,RRP36,NRDC,ISCU,TAF15,GDI2,SKI,METAP1,ZNF106,CMIP,FIGNL1,NOLC1,RDH13,GBF1,MTMR6,IDI1,JAML,PSMA6,PIP5K1A,CHD7,RPS13,GIGYF2,TUT1,PSMB7,ACSL5,CDK2AP1,METTL16,TRIM56,MOB1A,PIGT,RAB22A,EMID1,ZNF268,CRAMP1,RBM25,PRKD1,WDR35,SLC4A7,SLC39A7,ARHGDIA,CFL2,PLSCR2,E4F1,PGD,NAPA-AS1,PDE12,LRRC41,CBX1]"
32,"[FOSL2,CHUK,CNTN5,PPP4R1,TMEM185B,OSBP,ADAMTSL4,ZNF276,VPS29,SEL1L3,KIFC3,PTPN22,DENR,DESI2,SETDB1,ETNPPL,FBXL5,ECM2,PARP9,POLG,NSMAF,CBFA2T3,CNKSR2,PFKFB3,SNHG15,PPIF,TBC1D8,OCEL1,EHD4,AP3B1,ELF4,SNX13,WDR3,TNFRSF1B,TPK1,RAB10,EIF3M,MNT,SATB1,KLF3,GTF2F2,CDKN2B,AKAP13,TMEM168,EIF3D,CAMK2N1,STK4,ST3GAL1,SBNO2,PPP2R2D,IFI27L2,RHOU,B3GLCT,SDSL,DDX42,SNX19,SLC25A33,AQP4,KPNB1,CTU1,TAF1A,KTN1,RP2,FDX1,ERV3-1,MYH9,CSNK1A1,RAB3GAP2,INPP5B,ZNF257,UXS1,CUTC,WDR1,CHD7,CALU,FAM53B,ERP44,GNAI3,PLCL2,SCLY,HS3ST5,LCLAT1,MOB4,CSGALNACT1,RBM12,CD63,ABHD12,ACOX1,MANBAL,ZNF277,MICB,APLP2,VPS36,TRIM4,COX10,APC,TTL,TRAPPC1,COPZ1,RBM47,TIMMDC1,GEN1,CREBRF,SNX6,BBS9,LIMS1,ZNF197,MFSD12,TBC1D10A,HARS2,INO80,PSMD7,LRRFIP2,HTATIP2,DBF4B,ZNF430,ANXA2,SDHB,CD2BP2,MAP2K2,ALKBH5,TMEM223,U2AF2,ZNF268,ARPC1A,FAM110B,PSMG3,CACNB3]"
33,"[MARCH9,PINLYP,CD36,ZSCAN2,ADARB1,EXO5,RGS14,CLN5,SNAP47,SAE1,EPAS1,TMTC1,MYH10,SLBP,DHX40,HBS1L,ZNF286A,TOP3B,EIF3J,SMUG1,TTC32,LRRC4,NHP2,TXN2,NCKAP1,RAC2,MYL12B,RABL6,GBA2,PRRT1,RIMS2,MYO19,ELK1,PPM1A,LPGAT1,CHST12,TUBB2A,UBE2M,CD163L1,MDM1,TFPT,AACS,NOL9,CHMP5,LIN7C,UBE2L3,CDK17,ARCN1,AAGAB,YPEL5,RRP12,PRPF40A,PIGU,IDI1,MZT2A,HAUS8,PPP2R2C,STX10,ANAPC7,RACGAP1,TFB2M,MAPK8IP1,AK3,TWF1,IMPACT,LRRC8A,RNF34,SETD1B,SLC1A4,POM121C,TEX22,C1QBP,THOC5,NOL11,C17orf64,TMEM208,PER3,YARS,REC114,EIF4E2,RLIM,ANKMY1,ITFG2,DIAPH1,ARMCX4,SH3BGRL,SDR39U1,GNPAT,RNF111,DNTTIP2,UBE2F,TEX264,FAM207A,PMM2,SSR1,GTF2B,CALM1,CNOT10,SRPK2,LCORL,TSC22D2,RASSF3,WDR89,UBR1,SHANK2,MGST3,MED23,MKNK1,WTAP,CHERP,ZFP3,EOGT,HPF1,RAB15,ACVR2A,SLC25A46,ZNF627,PHF20,LINC01355,ZFAND6,CPEB3,BLCAP,UBE2D2,NABP1,RNF2,RRP15,PCBP1-AS1,SCRN1,SEC24D,RPS8,RGS6,BTAF1,MAGEF1,UXT,MTRF1,RAB22A,ZNF180,POMZP3,ZNF525,USP7,HMGXB3,IL10RB,ZNF185,RP2,OMG,CSAD,STX17,ARMCX5-GPRASP2,DOK6,KPNA4,PEX6,ZNF493,PHACTR4,KNOP1,TM9SF3,SLC15A3,BIN3,RIC8B,IDE,GAR1,EGLN2,MTO1,DPY19L3,GNPNAT1,DLGAP2,GVQW2,HCFC2,ZW10,SHKBP1,ADAMTS9-AS2,RUNX1T1,STPG1,PHAX,ZBTB2,PSD,ELAVL4,ULK3,CDH2,CNBP,WDR61,SLC26A3]"
34,"[UACA,NDUFA8,POLD4,HBB,SYNM,ZNF605,TRIP4,SNF8,ATG4C,ABAT,YBX3,PTPN23,RNF13,SUGP2,SLC25A28,BLOC1S1,MRPS18B,ZNF273,RHOBTB1,C1QTNF4,ACSM3,TFB2M,PDE6D,CENPT,HELZ,MAP3K13,VSIG10,TSHZ1,IRF2,SETD4,TRAPPC3,TMEM184B,HYI,CNNM2,SMC4,SEC13,CRAMP1,EPS15,STX17,ST14,MKRN1,GTPBP10,ZNF280D,RALGAPA2,PKN2,MELK,SRP68,POU2F1,TUG1,LSM8,BRIP1,KDM4C,ZNF616,RAB3IL1,N4BP2L2,ABCB10,NFIA,PIK3CA,SYN3,RNPC3,PDIA5,BTG1,MIR2052HG,GPR137B,ELK4,ZBTB8OS,SEC24C,UROS,HDAC4,ARHGDIB,MAK,PRKAR2B,GTF3C2,VPS54,THEM4,ADAM32,GMPPA,PACS1,PLPP1,PNN,HOTAIRM1,C12orf57,NDUFV3,NISCH,PIK3C3,ATP8B1,POC1B,IFNAR1,SLC12A7,OTULIN,SAFB2,RPA3,TUBA1B,TTN-AS1,NDRG2,CHURC1,KAT5,PCMTD1,PSMD9,SNHG8,ARFGAP3,FAM110A,VPS45,NOL11,GABPA,C1orf162,SPATA1,SOCS7,CTSC,ELP3,CDC42,NR2F1-AS1,LRBA,VPS4B,NORAD,NIFK,RNF6,UTP18,MRPS9,ARID3B,C1GALT1,SMARCA2,CTBS,FUT10,PRMT2,SGMS1,TP53,DMXL2,PIBF1,DDX39B,EPB41L5,DPY19L4,ATP6V1H,SENP3,CTNNB1,PRRC2C,BMT2,NUF2,TGS1,PLAA,SCAF8,SEC61B,SENP1,HMGCL,EPG5,KCTD12,MAP2K5,GPM6A,AMBRA1,NEDD1,PPME1,HUS1,NSMAF,ZNF438,MARK2,ZBTB1,FBXW4,WASL,ZFYVE16,WDR5B,PGGT1B,WIPF1,BNC2,SPIN1,SRPK2,RPL13,ZBTB44,DUSP22,CPM,ZDHHC21,BOD1L1,NDOR1,PRKAB1,KCTD18,TRIM27,PPP6R1,ANKRD12,PRPF4B,PFN2,TFG,HNRNPC,USPL1,GPBP1L1,MTRF1L,NFIL3,TAOK3,CAPS2,LMAN2,SLMAP,NFU1,SF3B3,SNRPB2,EXT2,TBL1XR1,FGF2,TLN1,EPS8,PDLIM5,NRDC,GMPS,PPP4R3B,MSL3,PPRC1,MSI2,ARL15,NRCAM,ZFYVE9,ATF7,ACTR2,SLC2A13,REEP3,NSUN2,CEP350,NUDT5,ERN1,RANBP9,MMAA,TGIF1,CEP57L1,MYO9A,ALG10B,AQP4,PPID,DISP1,CBLL1,DISC1,ZNF615,CD2AP,AKAP9,TYW1B,MOCOS,SEMA3C,CLIC4,NETO2,IKZF1,PUM3,ECHDC1,TMEM91,RALGPS2,PDIA3,TNPO1,STIM2,CA10,SLC35D2,PFDN1,TYSND1,BMI1,PRIMPOL,CD81-AS1,SLC17A7,ZNF75A,FAM210A,FAM156A,ALG6,ANKUB1,ZBTB20,PPIA,NSMCE1,TECR,SETDB2,UBXN2B,ZNF155]"
35,"[COPB2,STX8,HNRNPC,FIBP,BUB1,DISC1,IGSF21,SGO2,EXD3,CEP152,HRH2,TRPS1,NF1,KPNA6,CASP7,C12orf73,BRD7,OTUD6B,ZNF283,C7orf50,PBX3,PMP2,SENP6,TMCC1,CAPN10,PRKD1,AKAP9,CDS1,FANCI,C18orf21,MTUS2,TCEAL4,BRIX1,BIN3,DDX5,SZT2,MRPS10,DCLRE1C,PIH1D1,UNC45A,MAML2,USP25,ITGB1BP1,MBD5,NDUFA13,VPS53,USE1,EP300,ZNF257,LILRB3,BIRC2,GOLPH3,NME1,KLHL20,GRIPAP1,CDC42EP4,CSNK2A1,ABAT,MAP3K1,TMEM170B,GABPB1,VMP1,SOCS7,CREBRF,NCKAP1,UBXN7,NBEAL1,TAF8,MIA3,ZNF292,ZNF385A,UTP11,ZCCHC8,PDXDC1,DALRD3,SLC5A9,WDYHV1,UGGT1,ZNF586,U2SURP,GPR180,STXBP1,OXNAD1,FBL,DNPEP,ARPC3,PTPRB,PPP4R3B,MED28,ERC1,UNC13B,GAPVD1,SDF2,MMD,TNFAIP8,WDR83OS,UHRF2,KLHL8,HSF1,SH2D4A,USP34,WDR41,PYM1,KIF16B,CD27-AS1,GPD2,POM121,CFAP97,HNRNPF,DECR1,ANKS1A,TBCA,DTNB,NEK9,ZBTB48,THOC2,ATL2,ZNF790,DNAJA1,PIGBOS1,UBXN1,TMOD3,DPH3,PPP6R1,MARK2,ZNF787,STK24,TAB3,TRAK1,RABEP2,CUL2,DDX3X,GDPGP1,RAPGEF6,ZNF660,AP1AR,THADA,ABCB7,NFATC2IP,OPA1,GPR137B,ZNF280C,METAP2,JKAMP,NUP107,RFWD3,DCUN1D1,FAM160B1,RNF217,SLC25A37,GPAT4,VRK1,PTPRM,SUMO1,WDR46,BCAS2,OTUD4,TANGO2,BNIP3,COASY,FANCM,KLHL12,SERP1,ACOX3,SPIRE1,GIN1,ZNF549,CBWD1,PSMC6,RPTOR,ZNF652,ACVR2B,PM20D2,SRP54,UBE4A,SRSF2,ZDHHC17,RPL18A,SNHG20,SNRNP27,MITD1,NUCB1,CRLS1,LIMA1,ODF2,COX5B,ZNF677,RASGEF1B,SEC23A,RPL12,SACM1L,ABCC4,MICU2,C14orf119,DHX36,UMAD1,MARCKS,SREK1,ELMOD2,ZC3HC1,UBA52,CDK5RAP2,MTG2,UBE2G2,TUBA1A,MRPL35,PYCR2,MTF2,MCRS1,ZNF577,UBB,C12orf10]"
36,"[DHDDS,LIMS1,CABP1,THRAP3,TCF12,LDLR,DDX56,ZNRD1,TMEM11,PNPLA6,BCOR,AP2B1,LRP1B,NELFE,NFKBIA,APC2,CYB5D2,RCL1,GOLGA8A,ERF,TAP2,ST8SIA3,LZTS3,OSGEP,ST8SIA4,MATK,AGO3,TRPV4,ASB16-AS1,CAMK2D,GFOD1,BCAT1,VPS4A,PCNX4,GALNT11,TCP11L1,DIRAS2,VKORC1L1,ZNF717,NFKB1]"
37,"[FAM217A,SLF1,PDCD2L,FKRP,DOT1L,ARHGAP1,MED29,KHSRP,PSMB2,UNC5A,CLEC17A,UPP1,PANK1,DARS,CERS2,MRPL12,STAB1,TOP2A,PPP2R2C,PMPCA,TMED10,ARHGAP10,NPTX1,MAFB,DUS1L,WDR53,COPZ1,NIT2,FAM207A,ERO1A,TBC1D10B,ORC6,GGCT,SH3RF1,PIK3CD,SRSF6,CPE,ZNF687,VPS33B,SETD4,TRIOBP,RPL13A,RUSC2,GSPT1,KCNJ2,TRAF3,MEG8,PAK3,SMG5,CDADC1,PEX26,TAF1C,PSMD4,MYT1L,NAPG,PRPF4,CNTN1,DNPEP,PIGT,TOMM6,TSEN54,EXOC5,PALB2,CS,GHITM,MRPS7,PHF2,BCR,HAX1,EXT2,POLDIP3,ETS1,SLC25A24,NDUFAF1,C2orf27A,PHTF2,ASPHD1,UBOX5,CYHR1,STRAP,KCNIP1,B3GAT3,EDC3,SDHB,SGCZ,PIK3R2,HOPX,PPIH,SMG9,ZNF286A,MADD,RECQL5,SPP1,PDPN,MTCH2,GHRL,SH3GLB1,KIAA0930,TMEM160,SLC30A9,VPS18,FARP1,MAPKAPK5,TPD52L2,SLC12A8,RAD9A,CCSAP,GRK6,ZBED3-AS1,TAF5,ZFAND2B,SRP14,CDK14,CAP2,BRD1,SS18L1,BRI3,NUP153,SCN3B,PTGR1,CYFIP2,CUL7,CHID1,GOSR1,PDIA6,CELF5,VDAC1,LINC00265,MAP7D1,SATB2,GSK3A,PAICS,TBCEL,EXTL3,TSPAN32,ACADVL,CD46,TNFRSF10A,UBE2J1,NIFK,GPBP1,TTC9B,PSTPIP2,TAF2,ZNF850,AKT2,SYNCRIP,ARHGEF4,TMEM51,ALOX5AP,IL1RAP,RAB35,SPTLC2,EOGT,FARSB,YWHAQ,MYOF,CRLS1,C1QTNF3,ZFP69,PPP2R1A,ANOS1,HSD17B12,PIGO,SAMD9L,PRKAG1,GRB2,RASGRP1,C3orf38,WDR81,AATK,SASH3,C1orf174,GGT7,AP4S1,OCIAD1,KDM4B,EML6,CSNK1E,SPDYE2,TRIM35,THUMPD3,ZNF787,SOCS7,CPNE1,PAFAH1B2,UTY,SHQ1,CWC22,SLAIN2,MPRIP,SMAD7,SMARCA4,BROX,RUVBL1,SAP30L-AS1,TIMMDC1,LSM5,PLEKHM3,NOL9,TGFBR1,RBM28,RAB40B,EIF3B,ICA1,ZSCAN21,SEC24A,RMDN2,CD63,GREB1L,SCNM1,DYNC1I1,JDP2,TNRC6A,IQSEC1,NIPBL,PARL,TRNAU1AP,LARP7,FBN1,MICAL3,IRAK1BP1,IKBIP,PRPF19,SMIM20,CAPN10,PAN2,MUL1,TCEA2,TUSC2,AP5Z1,ABCF1,CCDC88B,TPM3,TMEM44-AS1,MEST,FBXL13,PHYHIPL,U2AF1L5,ABHD5,INTS2,TXNRD2,E2F6,AP1M1,C2orf74,ZNF232,PSMC1,CDK6]"
