,regulon
50,"[SYT7,CACNA1D,RTN4RL1,MAST1,TMOD1,BSN,VSTM2L,ICA1,PPFIA4,ARRB2,ALS2CL,DPYSL4,GRB10,SCN3B,ANKRD30BL,CACNG8,PDE1B,CSMD2,HPCA,CHRM1,LY6E,SLIT2,ADGRA1,GRIN1,SYNPO,MCF2L,UNC13A,DLGAP1-AS4,PHYHIP,RUNDC3B,LYNX1,ST3GAL6,CENPV,TMPO,MAPK3,SLC4A8,DIRAS1,DDX41,NOS1AP,ACAP3,SH3GL3,SH3GL2,JPH3,NXPH1,CTTNBP2,MLF2,DYNLT3,BCAT1,GHITM,OPTN,DOHH,EPHX4,SYNJ2,GLRB,SBK1,NT5DC3,AGAP3,ENC1]"
51,"[MZT2A,HR,MAPK13,RBFOX3,STMN3,RAB39B,KCNV1,BEX5,SATB1,SMIM10L2B,SPOCK3,ARHGEF2,RBFOX1,VAT1L,EID1,PNMA3,MAST1,CLSTN3,LDOC1,SORBS2,L1CAM,PDE1B,OPCML,TMEM179,RTN1,RSPO2,GABRB2,HOMER1,PACSIN1,ABCA5,SNRPN,MAP7D2,EPHB6,BEX1,SLITRK5,NXPH1,GABRA1,AKAP5,SLC6A15,CPLX2,FAXC,TOMM20,STMN2,NEUROD2,FAM49B,CNTNAP2,NAPB,GUK1,GRB10,RASGRP2,FAM131B,UNC13A,SLIT1,SHTN1,AGAP3,AJAP1,PRKAR1B,CALY,KIAA1211L,PLA2G4A,PRSS3,PCDH15,PRRT4]"
52,"[GFRA2,ANKRD30BL,CNTNAP2,PTPRN2,MPPED1,STMN4,SNCA,SNRPN,TCEAL7,CLSTN3,EPHA5,RAP1GAP,PRKCG,STXBP1,RSPO2,ATP2B3,VGF,MAZ,CD22,SYT1,YPEL4,CELF5,BASP1,CLIP3,ARHGEF2,PHYHIP,GUCY1A2,SNAP25,FXYD6,SYN1,APBB1,SV2A,PEG3,CPLX2,RASGRP2,KCNK4,FCGR3A,MAFB,DGKA]"
53,"[CAMK2N1,EGFL7,DVL1,DACH2,CCDC124,SGK1,B4GALT2,MAFK,FIBP,RXFP1,TAC1,TCEAL1,TSPYL1,SHC3,NSG1,ECM1,PPP1R9B,KCNAB2,MAPK3,ADGRB2,LZTS3,PSPN,HGF,GPRIN1,ATXN7L3,GRK2,ZFP69B,SH2D5,ZNF414,R3HCC1,SPTSSB,KCNN1,SULT4A1,PPFIBP1,SOWAHA,CARNS1,RIMS2,SCAMP5,LRP3,GMFB,RAB3C,LINC00957,NUDT11,FEM1B,KLHL17,MLF2,MYL12B,SBK1,RBFOX1,MAZ,CAMK1G,CAMK2N2,LY6H,SATB1,AP1G2,VGF,RAB6B,MCF2,RSPO2,MAEA,PFN2,SLC44A5,ACTL6B,SLC25A4,MBP,GALNT13,NYAP1,LVRN,PPP1R1A,PGAM5,MAT2B,ICAM5,PLEKHG5,ARHGAP27,SUB1,NR1D1,ATP1A3,P3H3,L1CAM,CACNA1E,TMEM151A,STAC2,PKDCC,FGF9,PHF23,BRSK2,KCNK4,SDC3,NUDT16L1,IGFBP6,RFK,OAZ1,WSB2,GPS1,TWF1,ZNF468,KANSL1-AS1,CLVS2,SYNGR2,ANO8,GHITM,FASTK,LYNX1,SEMA3E,PPP1R11,CLK1,TMOD1,PSEN2,SLC9A3R2,AGAP2,RBBP7,SORBS2,C3orf18,OGDHL,NOP56,JADE2,LRRC14,PPP1R18,HCN2,SH3BP2,TBX19,SLC26A6,PDZD4,PPIF,GPX3,PSD,CELSR2,LRFN4,GAS2L1,TPSD1,HIPK1-AS1,MGAM2,AJUBA,USP44,DYNLL2,KLF16,CTXN1,THAP7,CDK16,MAPT-IT1,TNNT1,CACNA1H,UBE2Q1,NTMT1,NRXN2,PDXP,MAPK13,TRIL,TRIM28,KCNS1,HSP90AB1,ZNF358,KLF7,MYADM,HCRT,PPP4R1-AS1,ZNF503,DNAJC8,EGR3,IL34,ARMCX2,HTATSF1,PCGF1,FKBP9,KLHDC3,SHMT2,CFL1,FIBIN,CACNA2D2,DUSP8,TAOK2,PLPPR2,HNRNPH2,ABHD12,SERPINF2,TMEM8A,RPS16,TNC,MYO1C,MEOX1,SKIDA1,RRAGD,ABCA1,CCND2,EEF1A2,STK25,LIPH,CENPB,TAF10,KIAA1217,CPLX1,TMED3,ZNF804A,CUX2,MATK,ACVR1,MSL3,RND1,RUNDC3A,VMA21,JPH3,PSMC6,TERB1,HPN-AS1,PREPL,SMPD2,PEX19,CCDC71L,LOXL2,KBTBD4,E2F4,STK11,EGLN2,AMPD2,HNRNPK,GAP43,PLEC,ZNRF3,GPR161,LRRC59,SERINC3,SEMA6C,ADIPOR1,DGCR6L,KIF5A,CASQ1,PLXND1,KCNV1,EIF5A,PIP4K2B,ARMCX3,SNCAIP,PDP1,SH3BP5L,SATB2,ARF3,FXR2,SSBP4,APEX2,ARL2,AP1S1,DDN,FGD5-AS1,ATXN7L3B,RPL7,LNP1,JMJD8,IQSEC2,GPR162,JTB,ZBTB45,ZMYM3,AIP,NDFIP1,DUT,MAGEH1,YWHAB,MIEF1,KCNAB1,CELF3,ATN1,CACNB3,NECTIN3,CHD3,HPCAL4,IQSEC3,CLIP3,MPPED1,TTC9B,RPH3A,SCRT1,PDE4A,RAB37,MAGEE1,KIAA0408,NECAP1,GAS7,GRIN2A,SLC8A2]"
54,"[SETBP1,HOOK3,GEN1,DENND5B,CRLS1,GPAT4,SLC23A2,ALDH18A1,SETD5,SEC24A,GNPNAT1,TAX1BP1,FAM13B,GLS,CAB39,GPBP1,ARHGAP21,ANP32A,TMEM263,IRF2BP2,ACSL4,LRRFIP2,USP9X,ATP6V1H,TAOK1,FAM168B,KBTBD12,ABHD17C,FBXO34,NCOA6,SNHG5,LARP4,LARP4B,GAN,IMMP2L,MAP2K5,NRCAM,RANBP2,JARID2,ETV3,NDFIP1,CPNE1,PAFAH1B1,LSM14A,UACA,SOCS6,SLC9B2,KLHL42,DCLK2,CUL1,PRRC1,NUCKS1,CSRNP2,HDAC4,CTNNA1,FBXW7,AMMECR1L,AKAP1,TOB1,UBE2W,CYTH1,ZFYVE9,ST7,BAZ1A,KCTD20,DPP10,SCAF11,LATS1,PPP2R5A,AFF4,YES1,ZBTB2,BBX,EPB41L5,JDP2,ZFHX3,KLF3,ME2,PKP4,RALA,SEPHS1,GLI3,HERC4,CTCF,PDE6D,DHX9,FBN1,SLC35F1,ZBTB21,ZNF395,PDLIM5,PLEKHF2,HYMAI,KMT5B,KLHL15,NDNF,SPATA1,MIER3,BNIP3L,RALGPS2,LUC7L2,SEMA6D,PLEKHA1,ALDH1A2,CECR2,KDM4C,DMTF1,ZNF532,OSBPL3,CTNND2,ZNF827,CSNK1G3,DOCK5,STON2,NRIP1,PDP1,RNF180,SUSD6,ZNF664,VAPA,ROCK2,SSBP2,DUSP14,SUPT3H,REL,USP6NL,MEF2A,OSBPL1A,AP3S1,LMO4,EXTL3,CHSY3,APPL1]"
55,"[LCLAT1,ZNF362,KANSL1L,TXNRD3,TBCEL,RNF180,LINC01237,RUNX1T1,C15orf41,UACA]"
56,"[EPHB6,LRFN5,RGS2,LRRC8B,YWHAZ,DUSP14,EPHA7,GLRB,VSTM2A,GABRA1,MARCH1,RAP1GAP,EPHA3,EGFL7,ITPR1,KCNT2,RHOBTB1,FGF14,PLCH2,PKD1,UGT8,C2orf27A,AHR,EDIL3,PACSIN1,BASP1,GALNT13,HS6ST3,KCNC2,RHBDF2,NLGN1,RALYL,JAK2,HSPA8,RASGEF1A,PRDM10,ANKRD30BL,MIR17HG,RPS6KA3,PRR16,LINC01500,KCNQ5,GLS,SLC4A7,PRRG1,MBNL1,LGALS8,SSUH2,LINC00266-1,RAP2A,TTBK2,MBTD1,CPSF6,NRXN3,KCNJ6,XIST]"
57,"[AMMECR1,SLC24A4,EXT1,EPB41,FBXO46]"
58,"[NDST3,NANOS3,GRB10,GLRB,GLT1D1,GABRA4,STMN2,RASD2,GABRB3,SEMA7A,OLFM1,SCN3A,MAPK8IP2,ANKRD30BL,DOK6,MMP17,EPB41L3,SLC17A7]"
59,"[PSORS1C1,CPLX3,PRRT4,SPOCD1,MSX1,PTK6]"
60,"[TRPS1,KDM3A,CDH20,UBE2E3,RFX3,TOX,CDK19,ZFX,C1GALT1,SP4,CLASP2,CGNL1,SOCS6,POU6F2,RAB30,RICTOR,ZC4H2,CNKSR2,PDGFD,LYPD6,STK17B,MXI1,LCA5]"
61,"[SNX30,OLA1,SART1,MAPK9,HSPA12A,RUNX1,PRR14L,RRP15,MGAT4A,BRSK2,ERMAP,JAK2,FZR1,ARID1A]"
62,"[HMGN4,REEP2,TRAPPC4,CD274,TPGS2,ZNF664,NISCH,ICMT,CENPBD1,TAS2R5,TMA16,NUCB2,ALAS1,FAM98A,C3orf14,AQP1,C2orf16,ITGA2,LGMN,ERMN,PARD6B,TTLL7,EIF5A,MAP3K9,DAGLB,ABCC6,SRGAP2C,PSMD7,HINT3,IKBIP,MAP6D1,SEC61B,DPY19L2,REEP5,FAM122B,NFE2L1,MANEAL,MXRA7,CEP72,ADSS,ACD,NSMCE3,UBTF,CCDC26,NEURL1B,SPON2,ANXA7,DNAJA2,TAF9B,FBXL19,PLXNA3,SYBU,FGF13,QSOX1,GINS4,CCDC83,DLEU1,SCAMP1,ARL2,BBIP1,PARP14,CENPN,HMGN3-AS1,TMEM240,YWHAE,PHF6,PRDM2,UBA52,PSMD3,CISD2,PLPP5,SNRPN,ZFX-AS1,NPM1,LYSMD3,SRSF6,TGIF2,TJAP1,OPTN,TAB3,MGAT4A,HMGN3,RPL9,PKP4,FANCF,HINT1,OTUD4,SPOPL,NOLC1,HACD1,RNF152,CCDC186,CHTOP,CNOT7,SOD1,CAMKK2,ISCA1,NELL1,TMEM160]"
63,"[NCKAP1,KARS,PSMB1,LIN7A,FAM160B1,EIF2A,INTS1,TMEM230,RARS2,RHOA,CDC42,MARK2,SESTD1,RUFY3,HEATR5A,GIN1,GSKIP,CDC14A,IMPA1,ERBIN,SNF8,ZNF528,SNRNP200,WDR61,CLPTM1,PDCD6,PSMB7,OTUD5,ZNF548,PDCD11,NUP50,RYBP,SPATA2,DNAJC1,CCDC47,RBMX2,CD63,PARVB,METTL14]"
64,"[GNA14,TANK,UBR5,ANKRD28,NEO1,PKIG,SGCE,ATF2,SPTLC2,SPPL2A,ARPIN,FSTL1,EIF2AK2,MOB3C,IKZF2,ARHGEF26,CLASP1,GNAQ,HFM1,SHOC2,CNTLN,MAML2,HIPK3,CLCN3,MEIS2,TMEM135,FAM155A,SSBP2,PDCD4,ZNF518A,PPP4R1,GPD2,SH3GLB1,FMN2,FANK1,FIGN,NRG2,XKR6,SYBU,RAB11FIP2,CEP112,CGNL1,CSGALNACT2,DSC2,BCL2,RUNX1T1,CASC2,DNER,FCHO2,CTNNB1,PCGF5,DRAM1,SHMT1,FAM66E,DZIP3,CNOT6L,KIAA0825,NEK7,STARD3NL,TRIM34,MAP4K3,CNOT2,IGF1R,C5orf56,CBWD2,KIF20B,VPS33B,PLSCR4,PDE4B,ROBO1,TCERG1,DNAJC14,MBD2,CRIM1,SCAF8,CFLAR,MAP2,ATXN7,SOX5,CHN1,TRAF3IP2-AS1,PHF21A,DPY19L1,PYGL,TAB2,DRAM2,AKAP13,COX10-AS1,ATXN1,NOL10,FGF2,BBX,ACTR3,SESTD1,DOCK4,MTA3,PCDH9,ATL3,MARCH8,MBOAT2,IL17RD,CBWD3,MAGED1,MEGF11,ITPR2,EHHADH,KIF5B,TNPO3,ACVR2B,PDZD8,ODC1,SGCB,RALGAPA2,RAB3GAP2,C3orf70,MTMR3,RNF19A,APC,HIF1A,RAB22A,STYX,RICTOR,RALGPS2,SPATA5,FBXL7,CEPT1,CUTC,MAST4,TM7SF3,BOC,WWP1,KDM6A,FOXO3,ARHGAP39,E2F5,ACSS3,MAP2K5,NFIA,MYO9A,ZDHHC2,ADGRL3,UNC13B,GABPA,TBC1D12,VWA5A,PPP3CA,STK24,CPNE3,CCDC122,DMXL1,KPNA4,LYN,TSTD3,MAN2A1,MPZL1,ITGA6,NLGN4X,STXBP3,FGGY,SLC40A1,GCLM,CTTNBP2NL,PRKG1,CNTNAP3,ZMYM4,EPC2,SSR3,NRIP1,PTPN12,SCYL3,RBM12,LRP12,GPHN,JMJD1C,TSPAN3,SLK,SNX13,ASF1A,EGLN1,CEP350,CCDC186,DMTF1,ST13,TRIP12,ASAP1,DTNBP1,SMURF2,HIVEP1,SERPINB6,B4GALT4,SERTAD2,WHRN,FARP1,PRRG1,EXOC6B,LBR,ZC2HC1A,FAM160B1,MKLN1,TMEM45A,C18orf25,PPM1L,LINC00886,SALL1,WDR43,HACE1,NCOA2,METTL14,SHPRH,DSE,CYLD,KCTD3,TNFRSF11B,LIMA1,OTUD4,ADAM10,FAM189A2,TMEM192,CELF2,GDI2,MARK1,BAG3,RFX3,FNBP1L,ZNF285,ADRB1,ARID1B,FBXW11,EBAG9,BMPR1B,TMEM65,PLCB1,USP3,DLG2,LINC01266,UPF2,INSIG2,STBD1,CACNB2,ABHD13,DIP2A,ZNF280D,FBXO30,PIK3CA,RNF217,STAU2,AZI2,RB1CC1,TMEM117,RHBDD1,ATF7IP2,PHACTR4,HCG11,PKN2,CUL3,PPP3R1,SUPT3H,ARL13B,AKAP12,EPG5,SRBD1,OSBPL3,RREB1,CRTC3-AS1,VPS54,CLSTN1,MAF,PDS5B,FAM214A,GOLIM4,PLAGL1,MAP7,ARL6,ITSN2,CECR2,ASB7,MBTD1,DISP1,DIS3L2,EPS8,GOLM1,CSRP2,RUFY3,NFIL3,SOCS4,RHOA,OR2A1-AS1,STAT3,DIS3L,LRRC37B,GRB2,GABPB1,KDM4C,SEMA3C,MTURN,PLEKHA5,SNAP91,PDGFC,CAST,KCTD20,ADGRF3,PCSK5,IRF2,EIF4G3,CREBRF,AP3B1,MAGI3,TGFBR3,PSMG2,PPP2R5E,ZFY,WWC2,CDH2,ATAD2B,IKZF5,SSH2,VAV3-AS1,OTUD7B,TTC28,TMEM267,IL6ST,SMAD1,HP1BP3,MAGI1,FUT8,MBNL1,GNPNAT1,RAB31,SERGEF,KLHL24,SPATS2L,KIAA1958,STK38L,FOXN2,FNDC3B,AFF1,CDK14,ARAP2,APBA1,H2AFV,PAK2,RERE,PRKD1,PALLD,RABGAP1L,MSRB3,SATB1,NPAS3,UNC80,ZBTB20,TOX]"
65,"[IFRD1,TRUB1,ANAPC16,ZNF264,SIRPA,LINC01588,PHC1,SALL1,FAM168A,ANKH,NFIB,RNF182,CSPP1,INTS6,LCOR,RBM5,UBN2,BTBD3,PPFIA2,TXNRD3,SNX27,GALC,NUP153,C2CD3,ACIN1,CLPB,C16orf91,ZNF71,PELI2,TIMM21,HMCES,VAPA,RABGAP1L,PSMD12,CD58,LMAN2,DNAJC18,FEM1A,RFX1,ZNF587,NEDD4L,SNX16,ZNF155,BUB3,STX16,ZNF235,SIPA1L3,CRTC2,GPR75,PUS3,FOXN3,PPT2,SNAPC1,ZNF154,CASKIN2,RAB29,PHLPP1,MEPCE,REST,KBTBD7,LPIN1,SLC30A1,PTCH1,ZNF417,ZC4H2,ETFDH,ZNF454,KCTD21,DLGAP1,ERBB4,STX2,LCORL,EZR-AS1,STEAP2,VSIG10,RNF10,SAMD12,GTF3C5,AK3,PRSS23,RNF139,MMP14,CPEB3,ZNF26,ZNF418,ANKMY1,SESN1,RBL1,CARF,FAM185A,GPR180,NBEA,RGS4]"
66,"[CHEK2,WDR81,CHD4,PUF60,TAF6L,RGMA,SMARCD2,MRPL49,PCGF6,CSRNP1,MVB12A,NDST1,GOLGB1,ARMCX6,ZNF467,TTYH3,LRRN2,DHTKD1,SPACA6,DOT1L,SSPO,CASKIN1,GTF2IRD2B,LRRC75B,RNF24,ILVBL,SRRM2,ZFP36L1,PTBP1,EZR,C15orf39,ZNF385A,NFIC,MIR646HG,XKR8,ORAI1,TMEM41A,MYH3]"
67,"[IKZF1,CLDN11,CTSC,ANO4,CARNS1,LCP2,CDH19,PLEKHG5,POU2F2,SHROOM4,SYNDIG1,KCNH8,PLP1,IGSF8,MAG,ELFN1,PLPP7,NINJ2,FXYD6,NKX6-2,TMEM235,TF,ENPP2,CDK6,RGS14,CD55,LRRC63,SYK]"
68,"[SMARCD3,ISG15,CDH24,GCA,OAS2,MRPS2,PLXNB1,RPP40,NR1D1]"
69,"[ZNF432,ZNF18,PHLPP2,CSTF3,UBA6-AS1,NAA35,MTMR9,MAN1A2,NKIRAS1,DIS3L,ASB3,MAPRE3,KRAS,USP49,TIGD4,ETAA1,ZNF573,MRPS9,GRK4,LINC01004,THUMPD3,TMEM263,RNF139,RAB22A,FBXO38,ASF1A,CARF,LSM8,B4GALT4,CADPS2,AS3MT,NUDT12,REPS1,APTR,MSRB2,C16orf46,MTG1,RBAK,PARP11,FAM149A,FAM78B,CDK7,MGAT4A,ZNF587,NR2C2,RNASEH2B,C17orf97,UBXN7,TRMT61B,TCAF1,SYT9,THOC1,TANGO6,ZFYVE1,NFIB,CSNK1G3,KDM5D,KPNA1,OXCT1,CNIH4,PNPT1,LEMD2,UPF2,PHTF2,ZNF701,LRRFIP2,SAMD12,SERGEF,TXNRD3,TMEM87B,ESD,PLEKHF2,TBC1D14,TFAP2C,EED,SCYL3,ZBTB25,SERF1A,ZNF221,SPAST,EFCAB2,MSH3,RIDA,CDC42SE2,C2orf73,DPY19L4,KIF27,ATR,ZSCAN5A,PRMT9,SIPA1L3,ZNF418,TBC1D31,KIF13B,GALC,RREB1,PPP1R9A,MTRF1,SLC23A2,CRTC2,STEAP2-AS1,UFL1,GRIA2,BET1,MTIF2,ZNF883,SPDYA,U2AF2,KLHL28,ZC3H6,WWC3,KATNBL1,ERAP1,ZIM2,OCLN,ZNF420,IQCK,LYPD5,KANSL1,UMAD1,CCPG1,AMOT,ATP8B2,ZNF641,ME1,BCL2L13,EMC2,GCN1,SNX25,ME2,PEMT,CD58,NAPEPLD,INSIG2,MGA,SFR1,TMEM60,DDAH1,RPF1,METAP1,MAP3K1,ARF4,ZFP30,ST3GAL2,HEXB,RAD54B,USP15,RDX,POT1-AS1,ARID4A,CCSER1,LNP1,AHI1,ZNF552,SEC24A,CHMP2B,SMARCC1,TMEM117,PIEZO1,VPS13A,UACA,SLC18B1,NEDD4L,INPP4B,ZFP2,PPP1R14B,DDX39B,DIS3,KIAA0319,INIP,LINC00612,ZNF570,DDA1,OTULIN,NFE2L3,ERCC3,ZFAND5,DTNBP1,RUFY2,DYNC2H1,INVS,ZNF569,ZSCAN16-AS1,WDR12,EWSR1,NTNG1,UBR4,ULK4,GTF2H2,NBPF11,ZXDC,AP1S2,THNSL1,USP34,ENPP4,ARID4B,LIN54,UBE2E1,RNF13,PDE4DIP,PCDHA10,DENND1B,RAD50,DIDO1,TCF7L2,SUZ12,SOCS5,INO80,BTBD7,ZNF417,NUP107,DCAF5,ALG10B,NFKB1,LSM5,EXOC6B,NUP153,KIF7,NBR1,PKN2,SNX14,ELOVL6,SLC30A6,SSR3,CMPK1,PNISR,TDRD6,BAG6,NCOR1,CD2AP,NCK1,TIAL1,NRF1,ERCC5,SERTAD2,METTL3,ITSN2,CHCHD4,UBE2H,ZNF283,WWC2,MYO9A,KLHL5,ZNF841,ARAP2,LMO7,RANBP9,RALGPS1,USP45,MARK1,MTM1,RORA,SCYL2,STRN,ESYT2,TTC39C,TSPYL2,RBFOX3,CUL2,SMC6,EIF4H,KCNIP4,ATP1A1]"
70,"[KAT2A,COL7A1,BCAN,CX3CL1,ZNF761,PKDCC,LRFN3,KIAA0930,ARHGEF28,EFCAB5,THRB-AS1,ANK1,PORCN,FAM217B,SHC3,C12orf10,EFNB1,CSK,NR2F6]"
71,"[GTF2H2,URM1,TEX29,ZBTB34,CTBP1,HEATR5B,INHBB,PIN4,SORD,NLGN2,FAM78B,ANKH,FAM98B,TMEM201,ANKRD45,BLZF1,SALL2,TOR1B,GIPC2,SMUG1,RAB8A,ATAD3C,NDUFAF6,TRABD,FGD1,KXD1,OGFOD3,MOV10L1,VPS35,SLC25A40,TSGA10,PLAT,RHOBTB2,NUDT3,PIP4K2B,ZNF397,C7orf31,GLI4,DUSP19,ZNF30,TRAM2,MTG2,TMEM185B,SDF4,CACTIN,RNF157,PTOV1-AS1,MIAT,CENPT,SH3YL1,GPR137,ZFYVE21,SURF6,NR3C1,FURIN,SLC38A10,LINC00665,GART,MTMR4,SMAD6,ITPKB,ACTL6A,LPIN1]"
72,"[PTPN20,FPGT,TFDP2,LYPD6,ZNF175,GRAMD1B]"
73,"[KIAA2026,MSL2,MCPH1,CLOCK,CASK,KCTD8,EFHC1,PDSS1,LIX1L,NASP,ASCL1,TAPT1-AS1,WDR47,SLC18B1,CHRAC1,ZCWPW1,POMGNT2,CPM,TAF5L,SPIN4,NYNRIN,FBXW7,CCDC92,BACH1,PUDP,ANKS1B,MRPS30,ZNF318,CAPN7,LYG2,EML6,ANAPC10,GRIA2,SIRT5,NCOA6,ZDHHC5,OXCT1,FAM110B,C8orf37,JAG1,KIF21A,PHF3,SSX2IP,CHKA,ZMYM5,PSEN2,ZNF248,NAV2,KCNIP3,DPH6,KCTD15,FBXL17,ADGRA3,PIK3R1,RASSF8-AS1,BTBD7,CACNA2D1,KLHL23,TEX10,GRIA4,KLF3-AS1,NRF1,LINC01278,SPATA2L,TRMT11,ATG10,NAA15,LINC00511,PHTF2,STS,CLINT1,SCAMP1,ABCC10,POU2F1,ALK,RAB28,ZFAND1,LRRC58,ZCCHC2,HMCES,RNPC3,STX16,PRKD3,CARNMT1,MPHOSPH8,LINC00894,KLHDC1,PLPP1,CYP2E1,ZXDC,ZNF546,GAA,RABGAP1L,OXR1,MFN1,ME2,FZD2,DMC1,TMEM68,KIAA0232,DAAM2,SLC25A5,USP40,CEP85L,ABR,PPP3CB,GAS2,PDE4D,CAND1,AADAT]"
74,"[SGO2,SRGAP3,SFMBT2,ASTN1,ESRRG,NAB1,HECA,POU3F4,HYDIN,CTBP2,TCEANC,ZFAT,LDAH,EPB41L2,TBC1D8,SPTBN1,SGK3,DNMT3A,NCOA3,BCAR3,ADRA1A,IQCA1,SYNE1,IGSF11,RHOJ,SMIM7,FAM49A,TTC7A,REEP3,TMEM161B-AS1,VGLL4]"
75,"[WDR47,MLH3,USP8,SENP6,E2F7,KCTD15,TTL,JRKL,MAP3K3,VPS53,ATG10,ZNF430,ERMAP,RAD50,ZNF75D,SNX18,GRIA2,SPIRE1,RNPS1,MVB12B,SZRD1,TPST2,TOM1L2,GPAM,TRIM66,ASTE1,PRDM11,B3GLCT,CEP85L,KDM3B,DMC1,TATDN2,BRD3,PGP,ALMS1,NTM,SP2,ZC3H10,WWC3,LIPE-AS1,ATP8B2,ZNF426,TAF5,POU2F1,CTNND1,ZMIZ2,STX8,TRAPPC12,MFSD14B,RNF20,CAMK4,SMUG1,PHLPP1,SFI1,PLCG1]"
76,"[IL1RAPL1,SH3GL3,KLHL4,SRGAP2,ARHGAP15,SYK,RASGEF1C,BOK,ANO4,APBB1IP,ANLN,CDK6,GRID2,PELI1,PCA3,LDB3,ST18,PALM2-AKAP2,TMCC3,STX1B,SLC31A2,PCSK6,GPRIN1,SYT5,MAP6D1,ST3GAL6,DEPTOR,IGSF8,MYT1L,TNFRSF1B,EDIL3,H1FX,FRMD4B,CNTNAP4,SLC6A15,TPRG1L,HR,ERMN,EGFL7,CD74,FAM153B,FAM153A,NDRG4,GALNT13,VWA5B2,LINC01322,ITGA2,ADCY7,XK,SORBS2,TMEM156,EGR3,DYSF,ANO3,SGK1,CCDC26,VRK2,MEI1,GLS,MOBP,SLC45A3,NKX6-2,TMEM235,SRGAP2B,SERINC3,PCIF1,RXFP1,PRAM1,WDR86,MORF4L1,DHCR7,SSTR2,C8orf34,ALDH1A2,SV2C,MARCH1]"
77,"[SAMD3,BCL11B,SLC16A7,SLC8A1,HLA-DRB1,ADAMTS6,B9D2,LY6G5B,SULT1A2,ANKRD20A4]"
78,"[EXD3,GIT1,FOXRED2,KNDC1,ADORA1,CYTH2,COL9A2,PTBP1,VWF,CSRNP1,NPIPB4,PTRH1,AMPD2,ADGRB1,FASN,FOXJ2,FAM133A,B4GALT2,ARID3A,RHPN2,ERF,NR2F6,FLYWCH1,NSMF,CHST1,OPA3,ARSF,DDX3Y,ZMIZ2,ZNF512B,TNK2,BAIAP3,FAM228A,VPS18,RHOBTB2,DDX19B,POU6F1,SPRED2,MLST8,CASKIN1,CLCN4,GLI4,AACS,PRRC2A,COPS7A,JOSD1,ELL,WBP2,NAV1,SIGMAR1,ZNF273,BRD2,CHST10,CEBPG,MIAT,MIR9-3HG,TSPOAP1,HHATL,MYRIP,FLRT1,SOX8,ARRDC3-AS1,LRRN2,IFT27,FJX1,ACY1,KIFC3,CBX4,ID2,KDM6B,DACT3,GAK,ABTB2,TAZ,PMEPA1,FOXO6,ZBED4,SH3BP2,STX4,ZC3H3,SKI,SCLT1,CELF2-AS2,CYSTM1,AATK,MIDN,JOSD2,SHANK2,RCC2,ENDOD1,SLC12A7,BANP,ZFP41,ARIH1,DOK1,MRPS10,FIZ1,FAM167A]"
79,"[BTBD9,PARD6G-AS1,TEX2,PPARD,NXN]"
80,"[DOK6,CLVS1,ATRNL1,ROBO2,RYR2,GNAI1,SV2A,SOX10,NUAK1,NETO2,LST1,NRSN1,CSMD1,OPCML,CTXN3,ARF3,RCSD1,TRHDE,GPR158,CREG2,GRASP,SCG5,GAP43,TMOD1,PRKAR1A,CUX2,ADD2,MYO16,SPOCK3,PCSK1,RAB6B,SYN2,GPRASP2,PRDM8,HPCA,DCTN1,KCNH3,SYT5,KCNH5,AGPAT4,PLXDC1,SORCS3,TMEM35A,PDE1B,PPARG,SLC17A7,PELI3,YWHAB,PLCL2,OPRM1,HS3ST4,AGAP2,FLI1,HHIP,WNT5A,TMCC3,DISC1]"
