,regulon
20,"[PI15,IGSF11,CA3-AS1,FOXO1,EFNB2,PPARGC1A,E2F6,ZSWIM6,CABLES2,SMARCA2,ESYT2,RNF182,LONRF3,BRCA2]"
21,"[MAD1L1,ZBTB5,MAST2,AAMDC,LPIN2,SNHG7,ZNF41,CDC14A,MGAM,UBE2E1,STX8,FANCC,TMEM204,ASB14,MACROD1,OR9A4,TACO1,MANBAL,NDUFV3,ERBIN,NEMP2,PLEKHA5,FAM122B,ZNF652,TMEM150C,CRAMP1,PEAK1,ENPP1,E2F5,TRAF6,XXYLT1,DNAJC1,SPIDR,RSRC1,DPY19L2,FKBP5,KDM2A,ATG16L1,MAP4K4,PSMB1,NPAS2,TUBB6,LINC01341,MPP6,PLEKHM1,BCL2L1,TMOD3,MID2,CELF2,WDR19,SPAG1,ZNF746,LRCH2,CDYL2,BCAR3,TMEFF1,PIP5K1C,BRI3,SLK,MOSPD3,FAM214A,IFRD1,CTU1,ZCCHC10,ANXA4,STX2,PDE4D,DGKG,ZXDC,P4HA2,PSMD6,MPP3,COLEC11,CCDC110,UBC,SLC35D1,LATS2,FOXO3,DYRK3,CAPN7,CDR2,TNFAIP8,MSANTD1,ATP7A,PCBP1-AS1,PLEC,ETV6,GRIA1,PXDC1,ZNF235,DCUN1D4,JOSD1,RDX,DDX3Y,PARD6G,TAX1BP1,NFATC1,GADD45G,VWA5A,SPECC1,CECR2,FAM162A,EVA1C,RMND5A,CNOT8,PANK2,ATXN7,CHSY1,RAB27A,TMEM14B,TGFBRAP1,RPAP2,CTBP2,TANC1,DMWD,RTN4,TNPO2,NPTN,ITGAV,WIPF1,ZNF160,ATM,TTC39C,OXR1,SOHLH2,KIF5B,ARID4B,FNDC3B,APPBP2,REV1,HNRNPA3,NELL2]"
22,"[FAM177A1,SRP54,MARCH3,EPG5,DCP2,UBE2R2,NCOR1,OTUD4,XRCC5,MYO5B,WTAP,KDM7A,VMP1,TMEM116,SVIL,SYBU,PAM,TAF4B,CAST,RHOBTB3,DENND4A,ANKRD28,IRF2,DLEU2,FNDC3B,BACH2,LINC00623,SNX9,PBX3,WIPF1,PHIP,NUP50,ELF2,DDX6,CCNI,DCAF5,FAR1,CTNNB1,FAM107B,RRAGD,PM20D2,NFYB,HNRNPM,RB1CC1,NEK7,DTNA,NFIL3,RNF217-AS1,NFE2L2,ELMOD1,TRAF5,PLS3,RAP1B,ARID5B,MARCH7,CEP350,RASA1,SEC23A,DENND4C,RUFY3,RAB6A,SMCHD1,IRS2,MIR17HG,CLIP1,TRAF6,LSM14A,NHS,SIAH1,YES1,ACVR1,OTUD7B,IBTK,PODN,AKAP13,IL1R1,TANC1,AFTPH,LATS2,ITPR2,SOAT1,ITGB1,NUTM2B-AS1,C6orf201,FERMT2,BMPR1A,NXN,RAB11FIP2,LPIN2,LMO4,FAS,UGCG,CADM1,ITPKB,HERC3,INTS6,DUSP22,PTPRJ,CYS1,PTPDC1,SLK,LAPTM4B,SRSF12,PRKAR1A,LAMC1,UBTD2,PLCB4,ENAH,PCGF5,MTUS1,SLC35F1,E2F5,SLC4A7,TMCC2,BRPF3,GABPB1,FAM3C,SGMS1,SOCS6,RASGEF1B,RNF144A,FRYL,RPS6KA3,ACTR3,NUCB2,TGFBR3,ITPR1,NAMPT,CDH2,ERBIN,FKBP5,SLC16A7]"
23,"[SNCG,NAP1L2,C20orf27,RPS6KA6,EXTL1,HNRNPH2,NUDT14,TOMM22,LY6H,ATP1A1,GPR162,GNG3,RGS7BP,ARMCX1,CHRM1,PACSIN1,TMSB10,PPFIBP1,NUAK1,ELAVL2,HRAS,BEX1,DEDD2,IGSF21,GRIN1,RNF165,DPYSL4,BRSK1,MAG,TLE2,LY6E,COL9A3,C4orf48,PIANP,CDK16,PDE4A,CNTNAP2,FMNL1,CLTB,SUMO3,CACNA1D,IGFBP6,YPEL4,WASF1,DUSP8,KCNN1,CAMK1G,EPB41L3,ARPC5L,SCRT1,NGEF,KCNF1,SERPINF2,CYB561,SNX10,GALNT9,ARHGEF25,APBB1,AFF2,MPPED1,ISLR2,PEG10,GNG2,GPRASP1,FEZF1-AS1,NBL1,TMEM151B,LINC01521,NECTIN1,PTPRN2,CPLX1,TSPYL2,PRKCZ,MCF2L,TPPP,KCNAB2,HSPA8,KCNQ2,AP2M1,ADAP1,ITGA1,NECAB2,NEUROD2,NHP2,TRIM36,NDUFC2,SH2D3C,LINGO1,COX4I1,ZNF503-AS2,GNB2,LYNX1,EZR-AS1,MAP7D1,P2RY2,MEX3D,CALM1,CHRNA4,NDUFA13,UBTF,PLPP7,TOLLIP,LINC01003,ADGRB2,AGAP3,VWA5B2,HMGN2]"
24,"[FEM1A,GRWD1,FAM189B,SHMT2,HSD17B3,CNTN6,ARHGEF16,COX17,DCAF13,TMEM229B,HSP90B1,SH2D3C,NANS,CIZ1,FASTKD5,KNSTRN,G6PD,RAP2A,SLC25A11,HNRNPAB,PHB2,BOLA3,LGALS3BP,TAP2,SLC39A3,NDUFC1,AKTIP,ZNF468,C1orf174,TPM3,HERPUD1,RPL26L1,NPAS1,EMC9,RABIF,PTCHD1,MAP3K10,CHID1,PPIL1,DPYSL5,POLR2G,AMIGO2,GRK5,MGAT3,FABP5,ZBTB45,GRN,RPS6KA4,SHANK1,LINC01002,CASP7,IFT22,PDIA6,PODN,PLCG2,CANT1,GIMAP2,HMGB1,C1QTNF4,PDIA4,LINC01341,ZCCHC10,PRDX1,GLRX2,LSM10,LRFN5,NDFIP2,SEC11C,TMPO,SBK1,EGF,C19orf38,TPI1,ELK4,TCEAL3,VWA5B2,MAP3K9,HGF,GPR27,DSEL,LMO4,HSPA5,GSDMB,DCTN6,FSTL4,SMAD1,ZNF746,PAPOLA,OPN3,MYBPH,NLRP1,MORF4L2,PANX2,HPCAL1,MPND,RAB11FIP5,FAM177B,TSGA10,RRP12,AEBP1,SNRPE,PSMB1,ZNF473,YWHAZ,LYSMD1,PIP4K2B,EPN1,SDHAF1,FURIN,HMGA1,FBXW9,SP110,IFIT5,THOC7,IFIT1,FANK1,RGMB,AKT1S1,TMEM70,PPP1R9B,JAKMIP3,ACTR1A,RAP2B,ESR2,HIRIP3,NHP2,RNASEH2C,NPRL2,RASSF5,ANKRD40,GTF2A2,JOSD2,DDR2,SNHG5,MAPK13,MXRA7,DLG4,PCBP1,DDX60L,RCC1,NRXN2,RNF6,EPHA7,SQSTM1,DAXX,FIBP,TMEM109,SSR2,ATXN7L3B,NDUFB3,CYC1,PDCL3,CENPT,BAIAP2,PET100,SLC25A34,CLPB,TRIM22,TIGD4,NAXD,VWA1,MTMR8,AHR,CEP85,STEAP3,TIMP2,EMC4,KCNIP4,RAD21L1]"
25,"[NAP1L1,SFXN1,MIOS,DDX17,RASA2,SF3B1,ZNF577,CCDC92,MICU2,COMMD10,DHX30,WASL,RBPJ,OLA1,INO80D,ERMP1,OSBPL8,NR3C1,RAD17,CCDC25,GMEB1,NCOA6,DTWD2,ZNF607,TOP2B,ATG10,BTBD3,FBXW7,BACH1,CLOCK,STAU2,PHF3,GSK3B,FBXL17,NUP153,ZNF84,ZMYND11,BBS9,ST7-OT4,RALGPS1,CPNE1,TTC17,NOC3L,KAT2B,CACNA2D1,NADK2,SMARCE1,PHF20L1,RORA,MGAT4A,CAND1,MITF,BCAP29,PTK2,EEA1,MRPL44,TDRD3,RASSF8,PRPF18,PUM2,FRYL,USP34,NRF1,PAFAH1B1,CTNND2,ANKS1B,TRMT11,AKAP11,DCAF10,PDS5A,MARCH6,FER,SETX,SMAD2,CREBRF,ADNP,ADRA1A,EPC2,PRKACB,CUL2,FMN2,MAPKAP1,NPHP1,ARID2,CKAP5,PHLPP2,SEC24A,WDR7,FBXO9,SLK,ZFP2,NEK1,MLLT10,CTIF,APPL2,SCYL3,EFCAB2,SSX2IP,TCF12,DYNC2LI1,ABI2,PTPN4,RPAP3,SRBD1]"
26,"[DNAJB5,KLF10,MUSTN1,ZC3H12A,GRK7,SERPINE3,PFKP,SLC25A25,HP,GAS1,F5,CSRNP1]"
27,"[NRG1,IL1RAPL2,XIST,GRIN2B,HPN-AS1,RYR2,MOB3B,MCTP1,ADGRL2,KCNA1,SLC16A7,CBLN2,PDE1C,KCNJ6,SLC8A3,CDH8,COL24A1,PCSK2,PPARG,HLA-DPA1,LNX1,PDE1A,STXBP5L,CLVS2,CCDC144NL,KCNJ4,DYNLT3]"
28,"[GPR162,COL12A1,ANO4,TRIM59,HHIP,GRID2,PLPPR1,CDK6,ATP1A3,RPH3A,RBFOX3,PTPRD,RAPGEF4,ARPP21,JPH1,GNG4,GRIN2A,IGFBP6,TOLLIP,FRMD4B,STAB1,STAC2,CTTNBP2,EDIL3,NELL2,SPP1,LDB3,SYNPR,MAP1B,KCNH3,TMEFF2,KHDRBS3,GABRG2,GUCY1A2,DMTN,NGEF,RSPO2,TM6SF1,KCNAB2,LRP2,TCEAL5,ST8SIA4,TRPM2,PLD1,IL1RAPL1,YWHAB,SPOCK3,ZNF536,ANK3,EIF4A2,GLT1D1,MARCH1,RHOBTB1,KCNMB4,TESPA1,HCLS1,KCNC2,EPHA5,CEP170B,ST3GAL6,GABRA1,SYT13,SH3GL3,FAM131B,SYT1,KCNV1,ADCY5,CALY,MFSD6,IL1RAPL2,SNRPN,RTN1,GPRASP1,NRXN3,CELF4,TMEM35A,VWC2L,KCNH8,CHRNA4,CHST15,ATXN7L3,FAAH,DYSF,WASF1,YPEL5,VAMP2,FRY,CDH8,GABRA4,BCL11A,CELF3,ARF3,CACNG8,SLC6A15,PROX1,THY1,RNASE1,EPHB6,CPLX1,FAR2,SCN8A,STMN4,SLC7A14,SCAMP5,CA10,MPPED1,CTXN3,KCNK1,NFASC,ZBTB45,SHANK1,CACNB3,FAM171A2,SRCIN1,FAM49B,SERPINI1,EGR3,PAK1,SPTSSB,GPRASP2,HOMER1,HS3ST4,UGT8,SHANK3,RUNX2,ELOVL4,EPB41L3,ARHGAP6,FHL3,CACHD1,FOSL2,PKN2-AS1,LPAR1,KIRREL3,ZNF804A,MELTF,COL24A1,PAX8,DOCK10,CRYM,TTLL7,MAP2,FBXO5,DLX6-AS1,CUX2,FOXP2,LINC01107,SEMA6C,EMP1,TNXB,EML4,TGFB1,CCND1,ATL1,ADAMTS1,VEGFC,DTNA,KCNJ9,KCTD12,GALNT13,TAB2,EPHA3,SLC26A4-AS1,KCNA1,KCNH5,PIP4K2C,ZNF83,SKAP2,FAM160A1,SLITRK4,FBXL16,PPARG,FAM153B,PRDM8,CNTN5,IQSEC3,AGPAT4]"
29,"[LINC01503,OSMR,TPST1,ARHGAP39,MFHAS1,HELB,TMCC2,GHR,PARP9,UGCG,CRISPLD1,MAPRE2,THBS2,ACTN1,CLIC4,IER5L,IL1R1,ARHGEF3,ETV6]"
30,"[LCP2,IKZF1,VSIG4,FCGR3A,IPCEF1,ADAM28,FRMD4B,RELN,ARHGAP22,ARHGAP15,GLDN,LDHC,RBM47,TLR1,ATP8B4,SYNDIG1,FLI1,TMCC3,UGT8,DISC1,PTPRC,ENPP2,CSF1R,ALOX5,RUNX2,MOG,SYK,ARHGAP25,VIPR2,MEIS3,LDB3,HCLS1,DOC2B]"
31,"[OSMR,PFKFB3,HUNK,MAPRE2,TCAF2,TEX2,MGAT5,GADD45A,ANO6,C4orf19,ZDHHC18,F3,CLIC4,SOCS3,LINC01503,UGCG,ACTN1,ARID5A,SBNO2,TGFB3,NOTCH4]"
32,"[LMTK3,BRD2,SUGP2,TBC1D10B,TCEAL4,EXD3,FOXJ2,CNOT3,NUP54,ABHD11,CDKN3,PANX2,NUBP2,ARFIP2,CDC37,PRKACA,TYSND1,GTF3C5,MRPL46,NT5C3A,CCDC93,PLEKHH1,RDH11,OSBP,CTU1,SREBF1,AASS,PLPPR2,CACFD1,THEM6]"
33,"[TTC39B,ASXL1,TMTC2,RNF216,DDI2,ANKRD12,TMED4,PRKCE,REEP3,POC1B,ERBIN,RBBP9,RYK,RAP1A,AMMECR1L,HNF4G,PTPRZ1,ELMSAN1,SGIP1,WDYHV1,PLIN2,PPP4R2,TRIO,ASAP1,PHACTR3,WSB1,GLG1,BRMS1L,CAPZB,YTHDF2,PGM3,TNPO2,KCTD3,CORO2B,TMEM164,ARHGEF11,FAM177A1,FHL1,PLEKHA3,FHOD3,MAPK8IP3,C18orf25,KATNAL1,SPOCK1,CCDC6,COL23A1,POGZ,PDZRN3,MGST1,MPP5,MAP3K13,MPZL1,FAM221A,SPON2,MEF2C,GOSR1,ING1,CTNNB1,NSMAF,SLC47A1,SGPL1,FGF2,CRLS1,METTL8,MEIS2,FBXO5,VGLL4,INPP5F,KLHL3,LINC01600]"
34,"[CGNL1,LDLRAD4,KIF5B,AGBL4,KLF7,ZFAND6,SLC22A23,TMED10,FYN,AKAP10,TEAD1,REV3L,OTUD7B,NT5C2,ZFAT,ACAD9,LRP12,GPS2,ASXL1,LINC-PINT,SULT1C4,MIER1,DNAJC27,UBR1,BANK1,AFF1,RHOBTB3,MYO9A,ACSL3,ASRGL1,LRIG1,IRF2,FERMT2,IGF1R,PKN2,PLCE1,BCL2,LYPD6,STK24,RHOB,CSRP2,FOXP1,IKZF2,FOXO3,RBFOX2,HIPK3,BMPR1B,CCDC6,NBEA,PDIA3,MAST4,RAB6A,MKLN1,PCMTD1,RTN4,BOC,SALL1,IRS2,DICER1,TCP11L1,ELOVL5,RSRC1,ACOX1,INSR,STXBP5,XKR6,TMEM150C,MAP2K1,ARHGAP39,GOLIM4,UBE3A,ZSCAN31,MEIS2,FOXK1,AMOTL1,CEP112,FAM169A,SFT2D2,FNDC3B,ATF7IP2,SERPINE2,FAM107B,DPY19L1,SAP30,AKT3,FKBP5,LINC01578,TSACC,MAML2,HNRNPK,ITSN2,CDYL2,MAP7,SH3GLB1,PKIA,FARP1,DUSP16,KIAA0895,PLSCR4,RNF19A,GPR37,LYN,PTPRJ,PPP4R1,RERE,ABL1,STK38L,PLEKHG1,JARID2,ERAP1,ZFX,JAZF1,ADNP-AS1,DCLK1,FIGN,PALLD,CEMIP,PIP4K2A,NFKBIZ,PLAGL1,MID1IP1,NXN,RB1CC1,PDE8B,NFAT5,NOX5,NTN4,RREB1,LINC00623,KLF12,PTPN13,GPBP1L1,NUTM2A-AS1,HEY2,MEMO1,SALL3,NUCB2,LRCH3,ITGAV,INTS6,ITPKB,NCOR1,DCUN1D1,HSPA8,TSPAN33,RASSF8,ACAP2,WDFY1,TMEM200A,CNGA3,ZCCHC2,TFDP2,FAM189A1,ITPR1,CEP350,TBL1XR1,KIAA1958,PARD3,ZNF395,KDM3A,FMN2,CADM1,UGCG,NFIA,ERBIN,GPD2,CADM2,C16orf87,DENND5B,BAZ2B]"
35,"[STXBP5L,ADGRL2,PITPNM3,UBE2QL1,RIMS2,RYR2,FSTL4,GLS2,CSMD1,KCNJ6,PDZRN4,CUX2,PLCL2,ZNF804A,ALS2CL,NELL1,PCSK2,CNTN5,NIPAL2,PPFIA4,SCN8A]"
36,"[NT5E,ATXN3,WWC3,PCDHA5,CLUAP1]"
37,"[TBCC,NRXN2,TNR,GPRASP1,HPCAL4,FRMD3,TCEAL6,PLPPR2,ZC3H12B,GRM8,CACNG2,PDK1,L1CAM,RUNDC3A,SLC12A5,FAM171A2,SH3BP5L,CDK2AP2,MEF2D,DLG3,SLC2A3,AGPAT1,MRPL23,GNG4,TSPAN4,CSF1R,CAMK2A]"
38,"[LIMK1,WDFY2,OCIAD1,RCAN2,ENAH,USP25,STRN3,BEX2,TNS2,GRIN2A]"
39,"[FOXJ3,SAMD8,HNRNPM,TP53BP2,USP6NL,TJP1,BMPR1A,UBXN4,LSM14A,ASAP1,BRAF,RASA1,PCNX1,STRADB,GNB4,ARID5B,NRCAM,SLC37A1,BACH2,JAG1,SOAT1,SMARCA2,ARIH1,UST,CAB39,HIVEP1,TSC22D2,ZFP36L2,ABCA1,HECTD2,TLK1,SALL1,SPRED1,HIVEP2,PDE4B,SLC40A1]"
40,"[ZMAT1,RRP15,DSCAS,CAT,PNPLA4,DDX59,BTBD10,POLG,TRNT1,SDAD1,ACACA,BLMH,SLC25A36,ST7-OT4,EPB41L2,KLHL34,MTMR1,LINC00461,ACTR6,GSAP,C9orf85,IKZF2,CD99L2,LRTOMT,SUZ12,ANKRD36B,GPR137B,RNF141,ZMYM4,MFSD14B,PHF3,PDE4D,SPTBN1,SATB2,FAM234A,DCLRE1A,GJB2,PIAS2,RMDN2,SMUG1,ZNF596,UNKL,KCNJ8,THSD7A,TMEM237,PIK3CB,PGBD1,TCTN3,POGZ,ICA1L,KBTBD11,CDK8,AZIN2,CBWD5,MTM1,DET1,GPD2,SIRT5,GAS1RR,METAP1D,TMEM192,ZNF677,ZFP1,SLC41A3,FIGNL1,DDI2,FIP1L1,GDF10,FN3KRP,ZNF827,SIAE,MAT2B,G2E3,SRBD1,MDM1,REXO2,EXOC1,C17orf80,CENPO,NR3C1,FBXL3,PKIB,CA3-AS1,RAB3IP,CCDC170,SLC25A12,CBX3,CYP27A1,ADD3-AS1,OCLN,LSM6,ZSCAN26,MTIF3,RPL15,TVP23C,LPGAT1,PCBP1,TBC1D30,EMX2OS,CBWD3,SLC40A1,LINC01550,CEPT1,CPD,NALCN,MSANTD3,POLR1D,VMA21,TLE3,NEK7,C5orf30,ZNF451,EXD2,ZFP62,RSPH3,TCTN2,GRIA2,DICER1,URI1,NAB1,RDX,LINC00511,FOXP1,SCAF8,OCIAD1,HNRNPUL2]"
41,"[B3GNT5,YBX1,UBQLN1,LINC00871,TRAPPC4,GTPBP10,HSF2]"
42,"[DOCK8,LPCAT2,SYK,GLDN,CD53,SYNDIG1,TNFRSF1B,LCP2,POU2F2,HS3ST4,KLHL4,TMCC3,CX3CR1,IPCEF1,PTPRC,ATP8B4,ENPP2,FRMD4B,MOG,VSIG4,RBM47,LINC00639,KCNH8,GCNT2,NINJ2,SRGAP2,PCSK6,C1QC,FLI1,DISC1,CDK6,IKZF1,PART1,ARHGAP25,SHROOM4,ANO4,DOCK10,ARHGAP15,YY2,ST3GAL6,ST18,CBLN2,ZC3H12D,PLEK,TMEM156,SAMSN1,CTSC,TRAF3IP3,C1QB,LRP2,CSF3R,PALM2-AKAP2,HCLS1,KIF19,SLCO2B1,LINC01170,DYSF,BLNK,RCSD1,FA2H,ADCY7,NR2F2-AS1,LAMB1,PPP1CA,UBE2Q1,NKX6-2,PLP1,LINC00243,SLC31A2,SH3KBP1,SLC24A2,SPP1,EEF2,ARPC4,ST8SIA4,AKT1S1,MARCH1,TNFSF10,FAM177B,DENND3,PDE1C,LINC01483,TEX30,TRPM2,CD40,ZNF823,LGALS9,ITGA9,CNTN2,ELMO1,SEC14L5,RASGRP3,GPR176,WAS,DGKA,LAMP5,GPR3,MMD2,PELI1,FOXP2,PVALB,SOWAHA,PALD1,RBMS1,WDR91,PPP1R12C,SH3TC2,PLA2G4A,SLC7A1,RHBDF2,OPRM1,PCYT2,B4GAT1,SP100,DOCK11,SLC1A5,TTLL7,HAPLN2,INPP5F,SLC39A13,COMMD6,ARHGEF28,AGPAT4,CD55,ARL4A,MRPL24,NAALAD2,MOBP,FMN1,TESC,IGSF21,DIRAS1,MAG,OPALIN,ANK3,CTXN3,ARRB2,CXADR,PDE1A,FSCN1,GRB10,NPTX1,BIN1,SLC30A3,MIR124-2HG,MTMR7,ADAMTS9-AS1]"
43,"[BOC,FAM47E,FIGN,NEO1,HIPK3,PLCB1,BMPR1B,ZC2HC1A,FOXP1,PDCD4,ANKRD28,PLSCR4,SNX2,MKLN1,CEP112,SENP7,C12orf4,GDF10,DAAM1,AFF1,NT5C2,HDHD2,OTUD7B,CCND2-AS1,KATNAL1,BBS10,DRAM2,RBFOX2,IGF1R,STXBP5,ASXL1,NEK7,EBPL,TBC1D1,KIZ,PTPN12,FCHO2,MED13L,ZNF704,PCDH9,MTMR2,CNKSR2,AKT3,WDSUB1,DSC2,CRYBG3,ITSN1,GPD2,ATF2,DPY19L1,ADCY2,PTCHD1,IRS2,AUH,RNF19A,EMX2OS,SYBU,BCL2,ZDHHC2,TMEM150C,RNF144A,SLC22A23,NFIA,MYO9A,TBL1X,SLC40A1,TCF24,BICC1,FAM126A,PARD3,MARCH8,WDR49,FBXW4,CADM2,PDGFD,LHX4,LBR,ASPH,DDX58,MAP2K5,CSNK1G1,MTM1,TAB2,CCDC6,ZFAT,EPB41L4A,SLC41A3,XPO1,SPOPL,RUNX1,ZNF462,FARP1,ZNF765,MARCH7,LRRC37B,ERO1B,PHF21B]"
44,"[SLU7,GID8,FOXO4,SNRPB2,MFN2,ZC3H15,AIP,ANKRD20A4,RBM18,HIRIP3,TCEAL1,UBE2N,HMGB3,SNX12,HTATSF1,HMCES,ATP6V1G1,RSL1D1,RBM7,ERO1A,CNDP2,THAP11,RACK1,SNRPD1,SAE1,THOC3,SMNDC1,ILF2,C1QBP,HAPLN3,ANAPC11,PFDN6,RTF1,ATMIN,BAG4,TRAPPC4,ORAI2,HCCS,PAFAH1B3,TPMT,H2AFZ,MRPL57,KCNQ4,PARD6A,RDH14,MIR9-3HG,SSU72,FOXJ1,ZIK1,RNASEK,PLEKHF1,ARL16,AURKAIP1,RBX1,FEM1B,SNIP1,ARMCX1,IRF2BP1,COX7A2,CCHCR1,GLRX5,GAS5,TMEM200A,ARMCX3,STRAP,TIMM13,CSTF2,MYLK3,ARPC2,TBPL1,PHAX,YBX1,RPS4X,CRNDE,PSPN,RPL13,DNAJB9,TARDBP,RPL34,POGLUT1,FANCI,EPN1,ZNHIT2,VMA21,LEKR1,ZNF593,ANKEF1,SNHG15,AMDHD2,MCAT,PA2G4,DNTTIP2,SRM,AKIRIN2,TAF9,USP44,TMEM183A,PITRM1,POFUT2,PPP1CA,TPM3,SLC25A21-AS1,PEF1,CFAP36,SEH1L,SALL2,COPS3,KIAA0895,ZNF592,FASTKD2,SUSD1,UBE2M,PFAS,TRAPPC2B,EIF5,CRIM1,INO80B,YIPF5,LYPLA2,EIF3J,TBRG1,CTU1,ZGRF1,GABARAPL2,EIF3L,ISY1,RRP36,AKTIP,HNRNPA2B1,PAIP1,SGTA,UFM1,PIP5K1C,CUL4B,MRPL23,NECAP1,CD2BP2,TGDS,INAFM1,PPM1F,LDHA,TRAPPC10,AP1M1,SUMO1,CREG2,CBX3,UBL7,PSMC1,FANCL,RANGAP1,LINC01605]"
45,"[FNDC4,ACTN1,KIAA1522,IGFBP7,PYCR1,DST,TAGLN2,MATN2,MYL5,TANC1,MYH9,TCAF2,HMGA1,ARHGEF3,IER5L,C5orf47,IRF1]"
46,"[ZNF678,POC5,PSMC1,RHOU,XXYLT1,CYB5R3,FOXK1,ZBTB5,CRYBG3,WDTC1,TRAF3IP2,VCL,KDM6A]"
47,"[COLEC12,APOL4,FABP5,SLC19A3,OAS3,NPDC1,ABCC9,DCAF4L1,PARP9,GBP4,MX1,XAF1,CYP21A2,TMEM255A,BATF2,PNLDC1,STAT1,RND3,ICAM1,DTX3L,CD274,MAOB,C1R,TMBIM1,PARP12,DDX60,GYG2,NLRC5,CCL2,CNTNAP3B,APOL6,ANXA10,BST2,RECQL4,IRF7,CXCL5,PLEKHG4B,C2orf66,IFITM2]"
48,"[NOS1AP,MMP16,YWHAZ,ANKRD30BL,ACOT7,FAM49B,ITPR1,NECAB1,WASF1,EPHA7,ARPP21,DOC2A,PRKAG2-AS1,CHST15,YWHAQ,TMOD1,ITPKA,BEX2,NELL2,CACNG8,ELAVL2,GRIA3,VSTM2L,EFHD2,CHGB,TSPYL2,MAPK8IP2,ARRDC2,TMEM151B,SRCIN1,ADGRA1,PTMS,KCNC2,PTPN5,PJA1,LY6H,NUDT14,TMEM35A,BEX1,ERICH3,SYT1,TUBA4A,DOK6,TCEAL6,FRMPD4,SLIT1,TAC1,KIF5C,ALDH3B1,IGFBP6,ARHGEF25,ATCAY,CPLX2,NPTXR,DISP2,ZFP69B,PAK3,FGF17,DPF1,CCDC124,ACTL6B,RAP2B,LINC01106,RAPGEF4,ATP1A1,GALNTL6,ZNF385D,PCSK1,CELF4,GPRASP1,DCTN1,ST8SIA3,H1FX,HHIP,SH3KBP1,C1QTNF4,NRN1,PLCL2,MORF4L2,VIPR1,KCNH5,CENPV,CNTN5,AK5,FOLH1,PDE1C,RAB3C,SLITRK4,XK,KCNH3,VSTM2A,RASD2,GABRA4,ARHGAP20,CACNA1D,GABRB2,NRGN,CELF3,STMN2,SERPINI1,STMN1,STXBP5L,GPRASP2,MMP17,TMEM59L,RUSC1,NOLC1,PCGF2,BRSK1,GABRA1,TFPT,MED29,CSMD1,APBB1,PRKAR1A,EPB41L3,ST3GAL6,RAP2A,LAMP5,GLT1D1,NPM2,VWA5B2,LIMK1,PRKCG,ADAP1,PDXP,VWC2L,RASGEF1A,ZBTB45,NEFH,LMO1,CNTNAP2,MAG,GRID2,PTPRD,CD22,UBE2Q1,MAZ,BASP1,BEX5,PROX1,JPH3,ZNF804A,FAXC,GABBR1,FLNB,IL1RAPL1,DEPTOR,MYADM,GAPDH,PIP4K2B,SRC,ZBTB8B,OPTN,PLEC,RBM34,CD24,AGAP5,ZMIZ2,TBC1D10B,CUX2]"
49,"[AFF1,GPR37,YWHAZ,PRKAR2B,CNTNAP3,PLSCR4,ABCA3,PDE8B,MMP16,SLC22A23,UGDH,AMD1,HIPK3,OTUD7B,PLCE1,YAP1,RAB11A,CYP4F11,ATF7,PRKAR1A,FBXL14,ELOVL5,SP1,B4GALT4,LGALS3,PLXDC2,FAM153A,PTPRN2,CRISPLD1,MED13L,SERPING1,GNB4,BCL2,ZNRF2,TEAD1,DDX59,MARCH3,RAI2,FAM107B,ELOVL7,MARCH8,DNAJB6,SLC9B2,IGF1R,PRKCA,TMTC1,CACNB2,KCNQ3,FAM135B,ZFAND6,LPAR1,DIP2A,ELK3,ARHGEF10,HS6ST3,SLK,UST,CHD4,ETS1,WIPF1,ARID5B,ANKRD44,FOXP1,SHC2,FAS,DUSP14,ARHGAP29,CDYL,F3,DUSP16,GNG12-AS1,CADPS,TBXAS1,CAMK1D,FAM89A,COLEC12,NR2C2,YY1,COL4A2,ZNF652,NUFIP2,KMT2E,BRD2,SCMH1,ADD1,WASF2,STK3,RAB30,RTN4,ZFR,SH3GLB1,PRKD3,ZDHHC2,GTF2I,TAPT1,CLSTN1,PPP3CA,PLS3-AS1,ASAP1,EIF4G2,ARC,SLC35F1,RAP2B,DLG1,TVP23C,TSC22D1,UIMC1,LINC00472,PBX3,BNIP3L,SEMA3C,STT3B,SALL1,NCOR1,WBP4,FOXO3,KDM4C,ANKRD12,RAPGEF5,SLC4A7,SEC24B,TMEM117,CHD7,KPNA4,ZCCHC7,TRAM2,CCDC127,BRWD1,SCML1,CENPN,TBC1D1,RNF19A,XPR1,MAN2A1,ACVR1,KIAA2026,ANKRD37,LINC-PINT,PAM,SMURF1,DCUN1D1,MED12L,AKT3,RAB27A,EPB41L2,ITGB1,C6orf62,KCNQ5,CEP350,FGFR1,BMPER,THUMPD3-AS1,ACTR2,RAB11FIP2,BMPR1B,FANCC,LRRFIP1,ESR2,RPS6KA5,FNDC3B,STAMBPL1,TBL1X,RGMB,ROBO2,MARCH7,NCK1,ATRNL1,STAG2,GPD2,CDH2,PTBP3,HSF2,NLGN4Y,PTPN12,CHAMP1,NLRC5,BTBD3,IL6ST,ARHGAP26,CNOT6L,ELOVL2,GPR155,TAB2,ADAM10,NUP153,NEO1,PRKCG,RIMS2,TTLL7,GUCY1A2,NDST3]"
