Cell,ARX(+),ATF4(+),ATF7(+),BCLAF1(+),BPTF(+),BRF1(+),CEBPG(+),CHD1(+),CLOCK(+),CREB3(+),CREBL2(+),E2F3(+),E2F6(+),EMX2(+),EP300(+),ETS2(+),FOXG1(+),FOXK1(+),FOXK2(+),FOXO3(+),FOXP1(+),HMBOX1(+),HMGA1(+),HSF1(+),ILF2(+),IRF7(+),JUND(+),KLF6(+),MAF(+),MAFG(+),MAZ(+),MBD2(+),MECP2(+),MGA(+),MXD4(+),MZF1(+),NFE2L1(+),NFIB(+),NFYC(+),NKX6-2(+),NR2C2(+),NR2F1(+),NR3C1(+),NRF1(+),PBX1(+),POLR3A(+),POU2F1(+),PURA(+),RB1(+),RFX3(+),RXRA(+),RXRB(+),SETDB1(+),SIRT6(+),SOX1(+),SOX2(+),SOX6(+),SP3(+),SREBF2(+),STAT3(+),STAT5B(+),TCF12(+),TEF(+),THRA(+),THRB(+),UBP1(+),USF2(+),YBX1(+),YY1(+),ZBTB11(+),ZBTB17(+),ZBTB25(+),ZNF148(+),ZNF207(+),ZNF25(+),ZNF335(+),ZNF519(+),ZNF580(+)
50108912_pool1,0.0,0.0,0.0,0.05540337605289653,0.07309766785546722,0.0,0.0,0.03881340528067699,0.05260438416034781,0.0041020406061015435,0.04401789016507962,0.25467841239043876,0.08468334058471232,0.0,0.043372061170737934,0.055828577442994236,0.0165944316684684,0.055827866056024994,0.1568942721367505,0.0672075981290585,0.3330336609904041,0.11491997001360421,0.0032777765465417455,0.0,0.0025516245822018923,0.0,0.02098549688631424,0.06276611690297493,0.0,0.0,0.004343306066453824,0.15565637234448107,0.07222126931089956,0.0,0.0,0.0,0.000510343802338069,0.5615006079933142,0.0,0.0,0.09766126056160099,0.040458868435407504,0.348967947874777,0.12689323373112765,0.3792029310483368,0.0,0.5935565373516042,0.01597911352930709,0.27507556746896195,0.4527243412397951,0.002489540293523296,0.0,0.0,0.0,0.0,0.0,0.0,0.13912225773855916,0.012383284023122432,0.0,0.04826063245541258,0.10278606182721944,0.0,0.0,0.5536241005033228,0.12195088106724954,0.0,0.014944952302371995,0.06066195222732922,0.06145485490599505,0.0,0.018302571137540323,0.3091770451597471,0.06918064970276844,0.004222213466719342,0.024266968609601078,0.07797215113125253,0.02923890492591142
15218541_pool0,0.0,0.0,0.0,0.07604317259087413,0.0191908478042709,0.0,0.0,0.040670416453341185,0.05878239908913484,0.002009519303967204,0.07357148376475782,0.21421136815745265,0.0739483873341761,0.0,0.011940733308580956,0.06691880052285305,0.036009038273430306,0.03204086685626962,0.06340570189853674,0.07009614966668329,0.3424362233555806,0.10038330565586842,0.0,0.0,0.029159070742330106,0.0,0.07394454263877867,0.061267533619170464,0.0,0.003973395626716882,0.014481460744583135,0.16192318217003876,0.0662417833769879,0.0,0.0,0.0,0.004319793316602705,0.5567952271459132,0.0,0.0,0.10632632396714084,0.05047199371302974,0.34483732077871104,0.12423598507941536,0.3506727991463609,0.0,0.5643243728374233,0.047065642298823894,0.2882221858508228,0.46250790971092787,0.010209629890610689,0.0,0.0,0.0,0.0,0.0,0.0,0.14493644523785687,0.009535690722797757,0.0,0.024901925176848062,0.11160097912801831,0.028352945420277883,0.0,0.5747746860431989,0.10736802164509603,0.016303759737001385,0.023768384593885403,0.0777349176481586,0.06057035027587248,0.0,0.01670458807758623,0.31377023768853674,0.06968124515491407,0.0047591423468801835,0.0146266660112664,0.08478080701771533,0.031016456217933332
15218541_pool1,0.0,0.0,0.0,0.07988037712833218,0.03803396414156979,0.0,0.0,0.041292881564772815,0.058303096836560084,0.0,0.07205362548320336,0.2033441254173422,0.07796110561411067,0.0,0.016847635282764856,0.0661407883699735,0.040984186843522744,0.028979795036208216,0.05628220100949897,0.07450498534546224,0.33672553146184997,0.10588189972425467,0.018543582085118804,0.0,0.03546025333135153,0.0,0.08970908812898591,0.05799189273221877,0.0,0.0037594435545090497,0.018511010341896644,0.15601874189685647,0.06959457427805962,0.0,0.0,0.0,0.004410137257365123,0.5517666503555803,0.0,0.0,0.109619901827668,0.05665252857750188,0.3412740987822032,0.12134792632630564,0.36499176430227054,0.0,0.5555638926376824,0.05571120455924479,0.2740516646552468,0.4467694721969749,0.008424202003336404,0.0,0.0,0.0,0.0,0.0,0.0,0.1496011164623603,0.01009771571628289,0.0,0.024481047568225275,0.10919954834653454,0.05266920030614332,0.0,0.5709754665137072,0.10957134630917158,0.01855791483770718,0.02161529824523859,0.08030526501764641,0.06762193229242543,0.0,0.013680735477621466,0.311395366275968,0.07166295920489044,0.0036852845865585006,0.005540403792146363,0.08385374518234817,0.03388230421935641
15218541_pool2,0.0,0.0,0.0,0.08277060984915718,0.045964995884220816,0.0,0.0,0.04547680583977354,0.057816736184009274,0.009337612379110979,0.07857148751576079,0.21000256804945994,0.07093765332843609,0.0,0.028906829481269426,0.06537892089710708,0.040816195336793475,0.03177064862425442,0.05928692590448824,0.0782095562227027,0.3249740388686527,0.10138431249523736,0.03243524615824361,0.0,0.03711152033340492,0.0,0.0916631352310259,0.04281866888762018,0.0,0.005027873696884054,0.01774612575476294,0.14556598254108,0.07135691131563726,0.0,0.0,0.0,0.0046744868558356535,0.5915323451884427,0.0,0.0,0.10556675804181785,0.0591179275725103,0.32001815327163674,0.1196943762942073,0.4022915333050833,0.0,0.5466603820656493,0.057684223219231556,0.2626804339776774,0.45295185808314653,0.008927139436371415,0.0,0.0,0.0,0.0,0.0,0.0,0.14849596838390564,0.009854171552439334,0.0,0.035353719124313863,0.13644006844538997,0.05718644923750963,0.0,0.5504848825967188,0.10627106790999631,0.017683458117605792,0.02397947149081156,0.08075017615398564,0.07526088520546734,0.0,0.014715253738582453,0.3094277171869411,0.0698943237391911,0.003990357813922616,0.017396867907339582,0.0888829617998312,0.035369643055538004
55177253_pool0,0.0,0.0,0.0,0.07640725251067484,0.03615437362408867,0.0,0.0,0.051372614569897786,0.05292478786373374,0.0,0.05883932985555268,0.3037754354641631,0.044405994552371736,0.0,0.04685478102694306,0.052379435625912595,0.010929884259020901,0.06594727294708726,0.16277731302619258,0.05968974356581439,0.28866236730965233,0.12368929647831266,0.0,0.0,0.001068325715150092,0.0,0.012026975323176169,0.020881386569404553,0.0,0.0,0.0036166807255808234,0.1407799807644573,0.055148627121320085,0.03672631979076511,0.0,0.0,0.0002992219049592273,0.6218489858369232,0.0,0.0,0.07997032146715223,0.03651668654033321,0.2958254148601793,0.12763001643966876,0.4322710555872099,0.0,0.5673484511742689,0.0163413166753999,0.283422649181056,0.4876482457260739,0.0020871903470952883,0.0,0.0,0.003437878513145276,0.0,0.0,0.0,0.12081553365510156,0.009733288756011304,0.0,0.043000493515442516,0.19545928007703323,0.012494518320800424,0.009054346600789144,0.4956213344938619,0.12696289009290748,0.0,0.0,0.050691990002004444,0.0573664121205133,0.0,0.038573525264613905,0.3116079856659489,0.08042645689504181,0.005116355933120997,0.05762019943832219,0.12842192648051864,0.038380597284881246
51668135_pool0,0.0,0.0,0.0,0.07815218232845071,0.03892075515204172,0.0,0.0,0.04635275219906266,0.06346522637928671,0.0,0.07553577095265185,0.22616788620266953,0.06769585990357439,0.0,0.023361521661858918,0.05899614562099453,0.02492456470407357,0.030453524893798222,0.048889200029437654,0.0760033330409046,0.3455591358179077,0.09557884669016262,0.0,0.0,0.017346944356030618,0.0,0.08084012345676232,0.05803459882641964,0.0,0.0028730706839337457,0.013812399387698649,0.1585981750079857,0.06950101072294408,0.0,0.0,0.0,0.002169833124509543,0.5961302083725759,0.0,0.0,0.1097033819364234,0.04051283290383912,0.3444673444563267,0.13478689549912473,0.41086455152108337,0.0,0.5924950010469952,0.04996407062424935,0.2834910238727481,0.5043190038308416,0.0070662709341418805,0.0,0.0,0.0,0.0,0.0,0.0,0.15357232717739988,0.00663189492312457,0.0,0.017536567025949336,0.11379369202847804,0.01701176725216673,0.0,0.5840240129914571,0.11014081810460775,0.016964460369966874,0.007725780427497386,0.07563923662639707,0.07959901289982761,0.0,0.01851788963527793,0.3374963674987432,0.07512176994153807,0.0026846444008042057,0.0,0.08005882085329606,0.030254648521352512
51668135_pool1,0.0,0.0,0.0,0.08111588630218812,0.05936304557407981,0.0,0.0,0.04961467670368818,0.06453822776910523,0.0,0.07625005720279512,0.21303415797990768,0.070361770858716,0.0,0.024066013412859497,0.05437589617936169,0.02553812590357389,0.02958837216483374,0.049637941164855974,0.08188195723730533,0.34579174719353817,0.10556584675789746,0.0,0.0,0.020215524937535426,0.0,0.08726563460179187,0.04656423770867587,0.0,0.0028119415204457933,0.01334445239771369,0.15454899331854582,0.0758895571635828,0.0,0.0,0.0,0.0017845079162793456,0.5848663179390173,0.0,0.0,0.11179200203258269,0.043276105382163504,0.3430884918949754,0.13255347214890661,0.4382462082945823,0.0,0.5977467861528162,0.057793338154154814,0.26995681997094695,0.49884249210168896,0.007921264570301395,0.0,0.0,0.0,0.0,0.0,0.0,0.15607030700310623,0.007287590748857226,0.0,0.03085267445318002,0.11836659593812987,0.0324857476340811,0.0,0.58659188671987,0.10938561123724541,0.01758629625981675,0.008105736841964473,0.07559959950159875,0.08418584779503403,0.0,0.01551175356137075,0.3382533833053728,0.07512496351719306,0.0015009602786314423,0.0,0.07834707187756261,0.02992815950853216
51668135_pool2,0.0,0.0,0.0,0.07910356871405595,0.0666530473590269,0.0,0.0,0.05142491884871434,0.06217345929508153,0.0,0.07589291407772349,0.2293692066508112,0.0697407242072329,0.0,0.029325773554367003,0.05195048672019853,0.025604764170610403,0.040499385687274535,0.057802382074827484,0.08747010886554811,0.33777179381424266,0.10281777577839576,0.0,0.0,0.018171442109573624,0.0,0.09526749208161905,0.03679843142555021,0.0,0.0025979894482379613,0.014542718446946875,0.14264884028409353,0.08298150066556524,0.020559262987196757,0.0,0.0,0.0013360462129411842,0.6110844064653366,0.0,0.0,0.109180612960072,0.0465541139607263,0.3420695414694732,0.13229069749513592,0.4655010641520325,0.0,0.5997498948860878,0.05612419637969083,0.26252178861625414,0.5076264113234086,0.007619502110480391,0.0,0.0,0.0,0.0,0.0,0.0,0.15664795171331944,0.010247589047878926,0.0,0.05489227349225511,0.14864567355269784,0.040174681985342894,0.0,0.5661710657765369,0.10005039305677053,0.01776118760383703,0.0,0.07145234718789813,0.09160988057257424,0.0,0.018657654808298514,0.33960862949884363,0.07345007977195961,0.0,0.008643029915748328,0.08406730722484948,0.03417251667519672
51668135_pool3,0.0,0.0,0.0,0.07558844702127739,0.04340029494525488,0.0,0.0,0.046629663526435786,0.0603777107297388,0.0,0.07660720032786676,0.22954869000947656,0.06589053697841117,0.0,0.019393136818581052,0.05840768092068728,0.023696372076167125,0.033079654856951524,0.0483327375900782,0.07451494055464715,0.34296363182928286,0.09911292287779958,0.0,0.0,0.014735380453014877,0.0,0.07942512699988444,0.05519374433404715,0.0,0.0038205727179970016,0.012827835724112127,0.15524279927627915,0.06276096424232917,0.0,0.0,0.0,0.002690084041297445,0.609139857592731,0.0,0.0,0.10361926660603951,0.03989902854818932,0.3444121087919152,0.13434230296187152,0.4147942455233751,0.0,0.5925136370900577,0.050337150619676065,0.2815326880089699,0.5122288936973064,0.009002580051326666,0.0,0.0,0.0,0.0,0.0,0.0,0.14955643372361568,0.006987844085665155,0.0,0.013327790939721498,0.11275718118929971,0.02633460015307166,0.0,0.5823862866615669,0.09910280058277984,0.014904628984839168,0.005234955043768722,0.07285935691171166,0.07983782665594935,0.0,0.01594694431025127,0.33445977815442357,0.07182640157032004,0.002172121378832494,0.006870100702261492,0.07425403441546634,0.030544860977192823
51668135_pool4,0.0,0.0,0.0,0.07569826877370538,0.047113374508860995,0.0,0.0,0.046926497604171336,0.06212390767774582,0.0,0.07133933923306009,0.2179813156447498,0.06812810724421214,0.0,0.03185020828715086,0.05258406283985886,0.022387102113323284,0.033145432163990025,0.04960465173718553,0.08356649267180784,0.3491888962467784,0.09900710791116547,0.0,0.0,0.01512505014986453,0.0,0.08084222742616912,0.04959237646070255,0.0,0.001864439486382537,0.012275628459062705,0.15620123787633716,0.07613385897871146,0.0,0.0,0.0,0.0014556942813173713,0.587135045567477,0.0,0.0,0.11100534632882818,0.040565951624804884,0.34539366456696746,0.13417588138845796,0.4368564650580742,0.0,0.6062536273320381,0.0523998615265451,0.27298788359460596,0.5027491870361972,0.008399055131684655,0.0,0.0,0.0,0.0,0.0,0.0,0.15670153657001026,0.00848657740162551,0.0,0.020763295358724017,0.11722162456630607,0.026526823511853204,0.0,0.587761904724028,0.1054149673024476,0.01665354242504194,0.0020686515898763495,0.07177746554483089,0.07883663239752749,0.0,0.015584081195540132,0.3369230298986046,0.0778441605147586,0.00157417785319883,0.0,0.07802447936473982,0.03188709358545427
51668135_pool5,0.0,0.0,0.0,0.07424277348064155,0.06339120815841136,0.0,0.0,0.0484539448434965,0.061938490735768514,0.0,0.07276791173334664,0.21641660007768312,0.07130576986343994,0.0,0.029438620716387004,0.04758731696081173,0.02268939805724039,0.03538033090575904,0.05286393173914804,0.08621874322482086,0.34870020414222314,0.10404487641836672,0.0,0.0,0.014774071836938652,0.0,0.08630891852939533,0.04359671728628977,0.0,0.0027355300660858533,0.013379679579827705,0.15208613137133792,0.0794413887497744,0.0,0.0,0.0,0.0009711478165823861,0.5906848542990136,0.0,0.0,0.11408947227289151,0.04292524777739883,0.34444173670198525,0.1332990674475213,0.4366767516551378,0.0,0.6109948591584013,0.05260710047152591,0.2626456409014784,0.487243246351363,0.008323614516729404,0.0,0.0,0.0,0.0,0.0,0.0,0.1583183849950454,0.008598982400322535,0.0,0.0319530231735068,0.13212965644341948,0.03479242793945964,0.0,0.5852168740169686,0.10526717197391988,0.016731271911273174,0.00624817214901428,0.07197678387135335,0.08315285971179012,0.0,0.01497006008039295,0.33463003275470216,0.07503876615688565,0.0,0.0,0.07349045449541937,0.035514749283458165
43485807_pool0,0.0,0.0,0.0,0.0801754330040681,0.029726619682050502,0.0,0.0,0.04390470107655786,0.06390051341375226,0.0,0.07366076954602574,0.21571264157297468,0.07507947973998733,0.0,0.02309593090829604,0.061554475426019134,0.021783312639921774,0.026664584011537932,0.05071757661590443,0.07580494833338144,0.3453044388787537,0.10056994922953388,0.0,0.0,0.012945517462006149,0.0,0.06489011945744078,0.05305814484150831,0.0,0.0,0.01023791944641176,0.16674254111228243,0.062495903275069514,0.0,0.0,0.0,0.002570862635303458,0.5759974552572013,0.0,0.0,0.1133435808043515,0.04019950916825805,0.3480991614712189,0.1360936368148571,0.3736944902754607,0.0,0.6071443727963631,0.04824815111080081,0.30318384981535584,0.4806145786851415,0.006362158527892867,0.0,0.0,0.0,0.0,0.0,0.0,0.14904499552189374,0.004533668280780073,0.0,0.025603387857886035,0.149774195813742,0.007112264274917164,0.0,0.5824684673868913,0.12742685269726742,0.011193046017297733,0.0019419994517206544,0.07021498654490724,0.07343074783171777,0.0,0.024735226595231204,0.33613508690903,0.07846632811434003,0.00472253355959649,0.0,0.10086832968536423,0.024704335303406547
43485807_pool1,0.0,0.0,0.0,0.08533998955665217,0.04697503903734913,0.0,0.0,0.04651481157986438,0.0642419314186053,0.0,0.07544648517138393,0.21074062614355168,0.07392391935406428,0.0,0.036377132180865364,0.061848899469809156,0.026569854104638916,0.021127440796109856,0.041893672220347386,0.08175587175500357,0.34416718064034313,0.10473575717486892,0.0,0.0,0.01687819159894984,0.0,0.0686560022096979,0.048427471889271906,0.0,0.0011920186880150646,0.011853691200681464,0.1602635063961471,0.06820120065379735,0.0,0.0,0.0,0.002609180754082811,0.5793381146968065,0.0,0.0,0.11379407664181565,0.04741514212135529,0.34371707997457496,0.13180590212545212,0.3796071189786054,0.0,0.6060632377074452,0.0540931796937172,0.29552197641801,0.47700699064402186,0.00756920836717689,0.0,0.0,0.0,0.0,0.0,0.0,0.15248723556023153,0.007268856582407722,0.0,0.03549401166052146,0.13959020787066814,0.038156336718136674,0.0,0.5816519722080936,0.12901554492623463,0.011601125820011713,0.0016042604166388015,0.07277309726004973,0.07937351443609761,0.0,0.02053306853178895,0.335451889790318,0.08435817898206073,0.005391363723546072,0.0,0.1030691505643156,0.02807805510255017
43485807_pool2,0.0,0.0,0.0,0.09029856144828531,0.05446090030002213,0.0,0.0,0.05041677342269511,0.06483864599253521,0.0,0.07482148470250857,0.20490147888043908,0.0710175753090224,0.0,0.03617571640029355,0.05923294860640598,0.030628393515741436,0.019647283058846516,0.03020796099379888,0.08693876962920272,0.3434068773719409,0.11013388456706323,0.0,0.0,0.018882268962290002,0.0,0.07326687578586093,0.0414730693463555,0.0,0.001757463450278621,0.013452288731398641,0.15671186633375264,0.07657849903331992,0.0,0.0,0.0,0.0027801465174009947,0.5848573005180708,0.0,0.0,0.11750121252509234,0.05070936826218128,0.3354085070713951,0.1313093561310831,0.39804763746925087,0.0,0.5944709011132827,0.061023337759036046,0.2822243677098911,0.4622085762498577,0.007116564677445381,0.0,0.0,0.0,0.0,0.0,0.0,0.1534025141792564,0.006163540761886959,0.0,0.038089423580361964,0.15045474203327872,0.04901695648929397,0.0,0.5743077156066541,0.1259210724281009,0.012514447283228716,0.0069236502191779865,0.0756987335270654,0.08443666120985797,0.0,0.02089502270940509,0.3342406331495085,0.08604667454855225,0.004966592141487781,0.0,0.10385983265483176,0.02858592690027072
43485807_pool3,0.0,0.0,0.0,0.08531776319522472,0.0467816186274448,0.0,0.0,0.04827117402950757,0.06318855218396484,0.0,0.07535719939011602,0.21696545099110812,0.07029695357760034,0.0,0.02922460175862156,0.05778401597232214,0.02368621501350568,0.02660822288981499,0.051512522957846515,0.08357101517288502,0.33630202847945134,0.10165469905464342,0.0,0.0,0.012328697824056491,0.0,0.06648673984220933,0.044008087770223955,0.0,0.0,0.011817397967324257,0.160252397671418,0.06718836557413012,0.006448132482348073,0.0,0.0,0.0018751226347008389,0.5986877121767109,0.0,0.0,0.11096158385953094,0.04604368365869971,0.343467794150659,0.1293618217242266,0.40257987901886055,0.0,0.6022369789357003,0.05356871044797471,0.2953334570004288,0.48700807118305905,0.008348761388381153,0.0,0.0,0.0,0.0,0.0,0.0,0.15445355977999625,0.006744299921821597,0.0,0.03388064749413412,0.15748844639018242,0.030851849084437968,0.0,0.5733523122912865,0.1295895899564574,0.010901560443930603,0.0035040424889742246,0.07229268489340224,0.08625326298207268,0.0,0.023212692303984657,0.337481586767204,0.07893698660469595,0.003902097588339815,0.0,0.10872619183096853,0.0291300752549713
43485807_pool4,0.0,0.0,0.0,0.07940438577357886,0.03433477635850804,0.0,0.0,0.04761913910866474,0.06334441687827236,0.0,0.07589291407772349,0.2142728302594646,0.07464083812264392,0.0,0.024356151991847666,0.05977029555576434,0.022452369619945064,0.024627004605197747,0.05024060881073919,0.08044398044550119,0.34236884048776406,0.0972188748467879,0.0,0.0,0.01332032672587448,0.0,0.06514670707831341,0.04535250585953813,0.0,0.0007946791253433764,0.011016217060030172,0.16745205216983988,0.06327309628816574,0.0,0.0,0.0,0.0025894948292435964,0.5827710197614824,0.0,0.0,0.11497777610620154,0.044431292399283305,0.3503738560396113,0.13236760812273357,0.377932289975313,0.0,0.6017014912685815,0.051284641980568535,0.298563967248418,0.4794932466640078,0.006915389704231377,0.0,0.0,0.0,0.0,0.0,0.0,0.1542739550720289,0.008673919066120554,0.0,0.03212699079153919,0.1471629490616767,0.0209523461071884,0.0,0.5835735294309276,0.13065109206833772,0.011834314278705415,0.0007599128289341692,0.0719460414134463,0.07376831033509341,0.0,0.02364892100559853,0.33499893836138944,0.0810489966847819,0.0035754582247074194,0.0,0.10126160996650829,0.029275181482891457
43485807_pool5,0.0,0.0,0.0,0.08746058793521751,0.05181993474060853,0.0,0.0,0.04801818858945536,0.06626636570561265,0.0,0.07964291689097572,0.20789429693215758,0.07303685261460957,0.0,0.039703368570729085,0.057146577634552054,0.021348076361117446,0.02295949023825431,0.03370572489834401,0.08736680820348125,0.3456204499066535,0.1026808784739971,0.0,0.0,0.01417303734752033,0.0,0.06771522547137487,0.03931317325181197,0.0,0.00035149269005572417,0.011070013316837048,0.15817222205826936,0.07148633607599744,0.0,0.0,0.0,0.0020806395717836526,0.5818127572370407,0.0,0.0,0.11638929459907077,0.04761700348557183,0.3422753529457308,0.13399129513732422,0.40394807301463265,0.0,0.6011225595683796,0.056154399092747435,0.28510948621010984,0.4708917187297268,0.006638774116062122,0.0,0.0,0.0,0.0,0.0,0.0,0.15464574626204736,0.007737210743645332,0.0,0.03577459673293665,0.15172850698433285,0.034407981221896554,0.0,0.5805558757982433,0.12752202649829944,0.011698287677800755,0.004770563870531173,0.07076811090274508,0.08530707790598134,0.0,0.020304867631843238,0.33668011392107083,0.08586014124438782,0.004953391372138378,0.0,0.1022105283909635,0.029057522141011222
43485807_pool6,0.0,0.0,0.0,0.089051567406043,0.06107407892485664,0.0,0.0,0.04838099406909955,0.06652952244865493,0.0,0.08017863157858317,0.20328612405438903,0.07230605515137213,0.0,0.03785624220444884,0.056367685118565866,0.027483955628784876,0.019020465847976557,0.033546735629955596,0.08786344667226925,0.3456680847735806,0.11220450778291002,0.0,0.0,0.019375570236316978,0.0,0.08012061044309848,0.038001395149577843,0.0,0.004003960208460858,0.012898600456060234,0.15526082360779025,0.07226004198947791,0.0,0.0,0.0,0.0026966541016763715,0.5810328683216202,0.0,0.0,0.11590218220832316,0.05422245831944387,0.34183791266009056,0.13368870563706037,0.40140796183050237,0.0,0.5931364593004046,0.06354194607882539,0.27497902021017306,0.4552612899079584,0.011114917270073705,0.0,0.0,0.0,0.0,0.0,0.0,0.15562501076782043,0.008898729063514608,0.0,0.03872073999329614,0.14679667475040142,0.05257308862675256,0.0,0.5736639668789028,0.12707274822123166,0.013447201118003526,0.006839215460407523,0.07398340225787013,0.09301405409800459,0.0,0.018439426255810243,0.32996766163689456,0.0862913155527816,0.005239493657862331,0.0097511106741776,0.10873006356960697,0.030254648521352512
36830117_pool0,0.0,0.0,0.0,0.07851184797715743,0.051971610524004605,0.0,0.0,0.05658250004963189,0.06374325843313104,0.0,0.07258934017081083,0.1980621868391245,0.07914054696739965,0.0,0.03963178189726439,0.06306240645742205,0.0269845001617187,0.026320786078017723,0.04441904960332002,0.09239248046948685,0.366572300787468,0.09773315116097771,0.0,0.0,0.012523517076094911,0.0,0.09418411662856148,0.049418946835885845,0.0,0.0009169374523192805,0.015635262850589058,0.15834795508545424,0.09025434372324394,0.0,0.0,0.0,0.0014020377415042164,0.5575612386617861,0.0,0.0,0.11969118355044138,0.056457844633206425,0.3618176723348106,0.1311849390193369,0.3846134288935787,0.0,0.603094836387555,0.06894443728422547,0.2818030173972801,0.46479585742962615,0.008298467645077653,0.0,0.0,0.0,0.0,0.0,0.0,0.16256138176528026,0.008336704070029474,0.0,0.04538463546315689,0.14860499144700973,0.026719046870634755,0.0,0.5900877919086999,0.11498276007747232,0.019796339827319938,0.0,0.07518496486310056,0.08645389365784382,0.0,0.014192584970224539,0.3326209460106565,0.07212741972660577,0.004454069119516069,0.0,0.10836178303277194,0.03457155880197715
36830117_pool1,0.0,0.0,0.0,0.05473869771250058,0.08245697032468313,0.0,0.0,0.054335898062091936,0.061009797240017295,0.0,0.04937503704115422,0.21775579060290956,0.07857922792087485,0.0,0.038843677411940815,0.05064553576508965,0.01152020730483677,0.03723764596311334,0.0791075747303772,0.09636621146749821,0.37307355518986246,0.10467847451070278,0.0,0.0,0.0031885448214745236,0.0,0.07443907589082148,0.03690407034770548,0.0,0.0,0.008883722005061215,0.15876612221052222,0.09079153675418114,0.0061484875229419755,0.0,0.0,0.00016404983399082355,0.5860578302133272,0.0,0.0,0.11422470755976882,0.046030095852500924,0.3709707153175199,0.13242583411505982,0.4127767542671723,0.0,0.6127361598897908,0.04932704044226848,0.2944275665629671,0.4898996660962453,0.00975698620087918,0.0,0.0,0.0,0.0,0.0,0.0,0.1594284147844007,0.008805058231267085,0.0,0.05331116375888599,0.14032681071121017,0.0,0.0,0.5984839868438594,0.10425308103145745,0.020648070601139514,0.0,0.06629744289002418,0.08117570304696656,0.0,0.012736904290324738,0.33518954323342565,0.07327596116411973,0.0005125230219717121,0.0,0.1150216994866278,0.035514749283458165
36830117_pool2,0.0,0.0,0.0,0.04741583165956649,0.09725998593798128,0.0,0.0,0.05471219038766548,0.05887699026349191,0.0,0.025982162348961804,0.21614654738346756,0.0709776313196769,0.0,0.04059217266243332,0.04193109532094665,0.010326955115903237,0.04129602471744744,0.07562587904559859,0.10271244569716001,0.3756303697753673,0.10046731974048326,0.0,0.0,0.0012979880309295971,0.0,0.06222011080660589,0.031994669155003486,0.0,0.0,0.0062799359397406745,0.15212023943530995,0.10379997457525428,0.019955617399022203,0.0,0.0,0.00010739953160550318,0.5551608945157283,0.0,0.0,0.1047026813058252,0.04310730437737217,0.3786728963148733,0.13252218448333214,0.428203683483958,0.0,0.623401851731535,0.04714882789256486,0.282260613436937,0.4874930131056485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1553838835545153,0.010228854881429423,0.0,0.06377071134556364,0.14068934169643768,0.0,0.0,0.5956873763113077,0.08691694986817566,0.02361051543988111,0.0,0.06034574903885996,0.07372456088021659,0.0,0.011705338800948378,0.3261712458641909,0.07151903029288126,0.0014770119398304707,0.0,0.12586371400537968,0.03634911009399906
36830117_pool3,0.0,0.0,0.0,0.040535569085055415,0.09591583786164634,0.0,0.0,0.04798422594245763,0.05209875524566937,0.0,0.010357150627077559,0.22777077219903816,0.06648000352598137,0.0,0.014334753998351416,0.03670018754580801,0.007799526484481484,0.04069327568116523,0.08003742279085896,0.0972207207547879,0.36025364749932187,0.10682317789983194,0.0,0.0,0.0,0.0,0.053221448351116585,0.019545130754584618,0.0,0.0,0.005757451707486909,0.1420696491743466,0.09493206477205132,0.056091465121575916,0.0,0.0,0.0,0.5746632748273798,0.0,0.0,0.09249578413199445,0.03618531360185434,0.3731112690232306,0.1269402587156484,0.4589377964415324,0.0,0.6174442869810173,0.040323061119002405,0.2774624813591831,0.503772848305414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15051593765737264,0.010247589047878926,0.0,0.07449042438463407,0.16229120300657696,0.0,0.002312748013861005,0.5833139085920162,0.06618461556644632,0.024997850468294024,0.0,0.05725314624825432,0.07471889084521763,0.0,0.012186132596908731,0.30792563483665736,0.06788894327308814,0.0,0.0,0.11554771188129458,0.03805410827206089
36830117_pool4,0.0,0.0,0.0,0.06448340603175522,0.05421069226605634,0.0,0.0,0.05143202086282715,0.05938115152966386,0.0,0.07589291407772349,0.20456160077532198,0.07275933428246249,0.0,0.0324031129646888,0.06386222885622736,0.027855863987491444,0.034452572854938406,0.04165518831776477,0.08939443979778038,0.3627307575332092,0.1009558873428231,0.0,0.0,0.012033647553364031,0.0,0.09135189433695654,0.04800078582476013,0.0,0.0,0.014684136054657801,0.15344909759069175,0.09062776855500013,0.00733503774666762,0.0,0.0,0.0017737892357214363,0.5520798619018223,0.0,0.0,0.10945754903282706,0.05783429039748971,0.3561773971182771,0.12404081304002347,0.3799896192310488,0.0,0.5838226694149787,0.06431543003240209,0.28062707126749753,0.4522546153163223,0.008575083233246909,0.0,0.0,0.0,0.0,0.0,0.0,0.15591535146301277,0.007643539911397811,0.0,0.04650697575281764,0.15351666935348057,0.035657433053976596,0.0,0.5794208676879042,0.10299482659769581,0.020461942606585747,0.0,0.07281385470349559,0.08124544427951995,0.0,0.01241072163095888,0.31643704058421346,0.06580482141772842,0.004917780425109522,0.0,0.10973730517769938,0.0363853866509791
