,regulon
30,"[KLHL5,RUNX2,DTNA,BRINP3,RBMS1,GLI3,TAB2,GLIS3,EPHA6,DACH1,PLSCR1,SLC4A7,SFMBT2,SLIT2,ZNF804A,PPARG]"
31,"[PRUNE2,NEK7,VEZF1,LGR4,PIP5K1B,ZFYVE16,SLC7A14,RAP1A,LRRC8C,SERPINF2,PPP2R5A,ELOVL7,MGAT4A,SMC4,RBPJ,ANO4,KLHL32,STPG2,TTLL7,GOLIM4,SPATA6,UNC5D,IVNS1ABP,RASSF8,BTBD3,FAM107B,RNF19A,TPK1,PTCHD1-AS,PAIP2B,SOAT1,PLS3-AS1,ARHGEF6,MFAP3L,SLC22A23,SLC12A2,PLCB4,SLC1A2,GPC6,FRAS1,ICK,TACR1,DSE,PLOD2,ATG4C,PDZRN4,LGR5,HS6ST3,SLC38A9,EYA4,FAM126A,MTUS1,USP3,PAG1,KIF13B,FGF13,LHFPL2,ATP1B3,ERBIN,RIPK2,TMTC2,GSAP,KRCC1,ZFAND6,CNTNAP3B,TRHDE,TLL1,GPD2,SULF1,PLAGL1,CHRM2,CASC15,PLEKHG1,PTPDC1,NCK2,APBB2,STARD4,ZNF652,LRRK2,USP53,KCNMB4,CRYBG3,TOX3,TBC1D4,EPB41L2,C2orf88,ROBO2,FRYL,KAT2B,SGCZ,SRGAP1,NETO1,LUZP2,PCDH11Y,QKI,BRINP3,PIEZO2,SVIL,SLC7A2,ZNF462,GRID2,ALDH1A2,USP44,KLF3,GALNTL6,SKIL,SLC4A7,DTNA,GLIS3,ARHGAP24,PHLDB2,STK17B,EPN2,TAB2,SOCS6,MAP7,ROBO1,RBMS1,PLPPR1,LYPD6,SLC40A1,UBE2E1,PDE4B,RAB3IP,ARHGAP12,PELI1,KCNJ2,GPSM2,KIAA1217,RCBTB2,FNDC3B,NCOA3,EZH2,UGT8,CALN1,SAMD3,AFF1,RHOBTB3,DPYSL5,NRP1,ZNF521,TMEFF2,PTPN13,ADCY2,LRRC8D,GALNT13,NFE2L2,PLAG1,TTTY14,SATB1-AS1,PRKCQ,SDCBP,KLHL13,PTPRM,KCNC2,AMD1,OCLN,EPB41L4A,RORB,HDAC9,DUSP16,ITGB8,EDIL3,SIGIRR,BAZ1A,MAP3K1,FAM110B,RDX,GREM1,NR2F2-AS1,PTP4A2,TIPARP,TRPC4,HEY2,SLC4A4]"
32,"[PIM1,BCAN,DLX1,IL6ST,MID1IP1,LZTS2,RGS16,LATS2,PHLDA1,CRIM1,TUBB2B,AMER2,SLC38A2,ZBTB37,ZNF524,HIF1A,LMO2,FZD5,ZNF300,ENC1,PTGDS,CNP,MAP3K11,BTNL9,PLPP2,MIDN,AMOTL2,SOX2,TUBA1A,SHROOM1,SAMD13,MARCKSL1,PTAFR,SH2D6,ETS1,SFRP1,RNF181,GABRG1,ESRRB,RNF141,DLX6-AS1,GAREM2,BIRC3]"
33,"[THBS2,RASSF2,LAMB2,SHE]"
34,"[STON2,GJA1,HES1,PDLIM3,CRNDE,EMX2,PMP2,MAG,TSC22D4,TRPM1,AQP4,UACA,PAQR6,CA10,ADGRF5,ATP1A2,PHYHD1,FGFR3,SLC14A1,HEPACAM,IFITM3,EHD2,EZR,APOE,AQP1,IGFBP2,SELENBP1,LCAT,SOX21,HBA2,EMX2OS,ZFP36L2,MECOM,TNFRSF1B,NKX2-2,S100A13,LIMS2,NOTCH1,MYRF,NDRG2,MSC-AS1,SOX9,S1PR1,S100A8,MT1X,MLC1,ITGB4,KLRC3,FGFRL1,PARVG,F13A1,CBLN2,ZIC2,CLEC5A,HBA1,SMIM5,ZCCHC24,ZFP36L1,TGIF1,RAB34,GSN-AS1,RHOG]"
35,"[PCSK6,TG,PCAT1,PAMR1,LRRK1,COL16A1,SEMA3B,BMPR1B,IRF7,SREBF1]"
36,"[NASP,C2orf68,CACHD1,SLC27A1,ARHGEF10L,TTC7A,ITGB4,ECHDC2,NRG1,TFEB,ARID3A,VASP,ZNF274,JAK3]"
37,"[MT1M,GLIPR2,KCNJ10,INF2,UACA,EMX2,PLXNB1,GJB6,LINC01480,PLEKHB1,PLEKHO2,NDRG2,IGFBP2,PRR18,MT2A,XAF1,TGIF1,RASAL1,FLI1,ZCCHC24,MAL,STAT6,CASC17,IKZF1,BOK,SH3BP1,NKX2-2,SLC38A5]"
38,"[SERPINH1,HMOX1,EVA1B,HSPA1A,SFTPC,TAL1,HSPA1B,CA12,NIPAL4,TRAF3IP3,ESAM,AEBP1]"
39,"[DSE,MAP7,EPHA6,TOX3,LINC00472,CRADD,PTCHD4,PLPP1,ITPR2,FSTL5,NHS,SLC16A10,SGCZ,CCDC50,SLC44A5,MYO16,PTPRM,ZDHHC20,STPG2,USP53,TTLL7,SSH2,ST3GAL6,EYA4,NTNG1,PLPPR1,THSD7B,ZNF804A,DPP10,TAB2,TMTC2,LIFR,MEF2A,CEP128,TOX,SLC4A7,PLCB4,QKI,TRPC4,CNTN5,MTUS1,DIAPH2,KIAA1217,AFF1,ARAP2,ELOVL7,PDGFC,PLS3,TGFB2,FRYL,PLXDC2,NEK7,LINGO2,DPYD,PDGFD,GALNTL6,ARHGAP12,C1GALT1,INPP4B,RUNX2,RIMKLB,KLHL13,PRKG1,KLHL1,ZNF521,NPNT,TCF12,TNRC6C-AS1]"
40,"[DISC1FP1,ZIC4,MAPKAPK2,RRBP1,MORF4L2-AS1,LINC01554,TNS1,BIN1,VASP,TMEM51,CUEDC1,SLC6A13,DENND2C,IL33,TJAP1,LINC01060,MSX1,ZBTB7B,TFEB,RAPGEF3,YAP1,GPC5,SRPX2,SOX9,KIF19,CLUL1]"
41,"[TRPM1,GJB6,LMNTD1,STON2,STAT6,S100A13,RNF43,PLEKHB1,LINC00499]"
42,"[NPNT,SLIT2,LUZP2,CHST9,SDK1,COBLL1,C9orf170,SLC7A2]"
43,"[SMAD6,AGER,PRIMA1,CRNDE]"
