,regulon
20,"[LRP4,IKZF2,EMX2OS,SOX9,SOX9-AS1,CYTH1,DSE,TTC7A,HERC5,ECHDC2,PPP2R2A,DUSP16,TP53BP2,FAM102A,FAXDC2,IQCA1,OCLN,ETNPPL,OPHN1,GNG12,PDLIM3,GPRC5C,PREX2,CYFIP1,MAP7,CGNL1,RGS10,MPP5,LRP5,CABLES1,UACA,CRYBG3,SLC39A8,PITPNC1,SFMBT2,ALK,MSI2,SLC22A15,PLIN2,RAB31,KCNQ3,TTC38,NEK7,ABLIM1,ZFHX4,NFATC1,BCL2L1,DGKG,PHF21B,FRYL,AFF1,TEP1,PLEKHG1,LITAF,FOXO1,ABR,RAI14,RIN2,TMEM165,ADD3-AS1,NFATC2,SLC7A1,TFEB,KLHL32,TRAF1,RDX,LAMA1,SEMA6A,SLC12A4,NEDD4,FDFT1,ANXA4,FAM184A,CDK19,ASPH,MYO1E,CD58,FGFR2,EDA,TGIF1,UBE2E1,RAB3IP,ZFHX3,CEMIP,B3GNT5,TBC1D16,IRF2,MAP3K11,EPB41L2,MTMR2,KCNH8,IFIT2,PAX6,EGLN3,PTCH1,ADHFE1,SCEL,BCAR3,HEPACAM,ACSF2,PID1,THBS4,TBC1D14,CSGALNACT1,BMPR1B,CLMN,PARP4,TCF12,CECR2,APOLD1,ETV1,RALY-AS1,ANKRD44,ARHGEF37,LMO2,PLOD3,PLSCR4,CPQ,ZNF804B,ZFYVE16,SLC4A5,IFIH1,MIR155HG]"
21,"[TMEM119,HSPA1A,IRF7,CASP8]"
22,"[P2RY6,TMEM256,TNS2,FGFRL1,NCF1,IRF1,CTSZ,PLCE1,VWA1,SULF2,ST6GAL1,RPS6KA1,BCL6,ANXA1,MAP3K11,APOL3,SCARA3,FLNC,IQGAP2,APLNR,RASL12,PTPRE,ANXA2,TEAD3,COL4A1,IL1R1,HES4,RPL39,CD81,GRAMD1A,LINC01591,AKNA,NOD1,LINC01500,BEST1,NKAIN4,MXRA8,PCAT1,ITGB1,FGF1,FGF11,PHLDA3,GLIPR2,NGFR,TMEM176B,CIITA]"
23,"[SPSB1,RGS16,FOSL2,FOS,LDLR,BCL3,GADD45B,ID2,FN1,TRPC3,SPATA13,GEM,CMTM3,MIR34AHG,HMGCS1,LMO2,ISG15,POLM,ADAM19,ANKRD37,ARID3A,TGFB3,GFAP,HSPB8,BDKRB2,SOX8,ADCY5,VASN,EDN1,TEX14,CEBPB,ZFP36L2,CHI3L1,TEAD3,IER2]"
24,"[JUN,RGS16,OLR1,TLL2,ZFP36,ZFP36L2,SPSB1,YBX3,SH3BP1,IFITM3,EVA1C,STAT5A,GADD45B,PAPSS2,CCBE1,FZD5,SREBF1,IER3,ABCA6,PLEKHA4,PLBD1,SLFN11,DAPP1,TRIP10,PIM3,ANGPTL4,TEAD3,H3F3B,SULF1,EFNA1,TFPI,MORC1,VASN,LMOD1,CD55,RHOBTB1,ERF,SAMD4A,THBS2,SOCS3,ZNF331,GEM,ETV6,MIR503HG,PFKFB3,HES4,IRF7,IL13RA1,JUNB,CASP4,NDNF,LAT2,PPP1R3B,ZNF516,ITGA5,CD93,BIN2,INSIG1,TMCC2,CLIC4,LMO2,SEMA4C,MECOM,ID3,NOTCH3,PADI2,PRSS48,HHEX]"
25,"[MRAS,RGS3,MFGE8,KCNN3,STAM-AS1,MGAT1,NPFFR1,SAMHD1,HIF3A,ISYNA1,CCBE1,RRAS,SLC7A7,DDAH2,NFATC4,HEG1,COL5A3,APCDD1,DHRS3,GPRC5B,GULP1,HTR7,EDNRB,PPFIBP2,APOE,LMO1,NDRG2,TNNT1,HPSE2,FAM107A]"
26,"[FBLN2,LIPG,SERPINE3,TNFRSF10D,APOBEC2,NUDT1,SYK,TRPM1,LEF1,TRIP10,NOTCH4,GPC3]"
27,"[TNFAIP6,SH3TC1,RASSF3,CLDN15,KCNJ10,PROX1-AS1,IGFBP5,TBX6,ADAM33,BCAN,LINC00862,JAG1,EPHX1,ZIC5,EVA1B,ST8SIA6,SLC38A2,CD151,CREB5,CCDC88B,MSX1,SALL1,CNDP1,NR4A3,LLGL1,EDNRB,OR7C1,EZR,HK2,RGS3,WSCD1,JAM2,SDK1,EPOR,SLCO3A1,EBF4,HTR3E,DBI,C21orf91,LSMEM2,CFAP47,NR4A1,ARPC1B,S1PR3,MAF,SLC15A3,PLIN4,PLXNB1,GAS1,LAMB2,PSD2,KLF4,CD33,SLC2A1,PARP10,LINC01060,DNAH11,CMTM8,ELOVL1,HSPA2,ZNF804B,ERG,S1PR1,COL18A1,PLEKHB1,EMILIN1,CPNE2,EDN1,G0S2,PRR7-AS1,ARHGAP6,HOMER3,NTNG1,SIPA1,GPD1,GPR132,MIR4300HG,PIK3C2B,NMU,GDNF-AS1]"
28,"[FCHO1,MYT1,DLX1,KCNS3,A1BG,PRCD,CNR1,GLRA2,CLSTN2,SVIP]"
29,"[SLC2A1,TG,EHD2,SLC25A48,COL5A3,PTPN2,NPHS1,ADGRL4,C2orf88,HDAC9]"
30,"[S100A13,PAX6,SH3BGR,ANK1,PIK3CD,NFATC1,CCND3,LINC00877,SLC16A10,TGIF1]"
31,"[CD63,PLS3,SP110,GLIS3,AIDA,CETN3,AP3B1,LATS2,ZNF652,PAG1,ABCC4,UNC5C,LITAF,SLC39A8,IGFBP7,FOXO1,PBX3,ENDOD1,ACKR3,RAP1A,PRRX1,REEP3,CREM,ERBIN,HLA-B,RAB3IP,FNDC3B,YES1,RBM47,CLU,PTN,CTBS,SNX18,PSME1,SLC16A1,MGST1,ROBO1,C1GALT1,CFLAR,SOCS6,MEF2A,FAT1,ITGB1,CRIM1,ZNF813,GOLIM4,MTMR2,DPYSL5,PTPRM,IL6ST,GNG12,PTGDS,TIPARP,PTPRZ1,RND3,VEZF1,ZBED3,CDK19,AQP4,ANXA5,RNF149,SLC40A1,NCOA3,EPB41L4A,RAP1B,CASP7,LEPR,IFNGR1,TRIM13,HACD1,SLCO5A1,SSH2,L3MBTL4,CHSY1,PVALB,PRDX1,EPHX1,PXK,TGIF1,COBLL1,NEK7,PRKD3,STARD13,EGR1,GABRG1,SLC4A7,KLF3,BCL2,TMEM165,EFEMP1,KRCC1,NEDD4,MYL6,PDLIM5,YAP1,NFE2L2,ARHGAP12,FAM126A,CRYBG3,SHTN1,SUN2,CACHD1,RDX,RB1,ITPK1-AS1,EPS8,FDFT1,CLMN,PTPDC1,SERTAD2,RBPJ,TGFBR3,PLIN2,TAB2,TBL1X,CTSO,SORCS1,CD59,AMD1,WLS,MOB3B,UBE2E1,CDCA7L,BNC2,MARCH3,IRF2,NT5DC1,RHOBTB3,PPIB,CYFIP1,LMCD1,PARP4,MECOM,PEX11G,ZFAND6,XBP1,SLC22A15,PRKX,ETV1,SBNO2,SLC3A2,MTUS1,CHD7,STAT6,UACA,MAP7,RDH10,ANXA4,MAN1A1,PPARD,KIF13B,LINGO2,SDCBP,MIR17HG,ARHGEF6,BVES,FARP2,PRDX4,PLAG1,PRKCQ,TRAPPC10,CRACR2A,MKNK1,PHACTR2,BRINP3,FRYL,PARP14,TNFAIP8,GPRIN3,AFF1,PLCL1,CAT,TFRC,MAPKAPK2,RNF152,RIMKLB,DUSP16,CGNL1,MAP3K1,IKZF1,LYPD6,C2orf88,EZR,PTTG1IP,DTNA,RNF19A,ELK3,LRP4,CECR2,GBE1,QKI,SLC22A23,KCNH8,PLEKHH1,RHOB,FAM114A1,GREM1,NEMP2,LRRC8D,CFL2,LAMC3,TMEM45A,GSN,C21orf91,FOXN2,RHOBTB1,FIGN,EZH2,SFMBT2,FBN2,RPL28,KLHL13,CHRM2,PFKFB3,BACH1,NDNF,FAM110B,PTPN13,BCL2L1,RHOC,REL,NRG1,PLEKHF1,EMX2OS,LRIG3,FAM217A,VEGFA,SPRED1,HTRA1,ADAMTS7,ZFYVE16,TTC7A,BMPR1B,GRIN2C,ERBB3,LRRK1,EPB41L2,GRID2,RP2,GPD2,GPER1,C9orf170,FEZ1,ZNF367,ZFHX3,DSE,SORCS3,FANCC,MYO1C,BOK-AS1,OAF,INPP4B,MX1,C12orf42,HEY2,RREB1,KREMEN1,PLAGL1,NOD1,ADCY2,PHF21B,ITGB8,PDE4B,FBXL7,WIPF1,IGFBP3,RASSF8,MFGE8,KLHL5,RAP2C-AS1,SALL1,ZNF516,EDIL3,WHRN]"
32,"[NXN,SLC7A1,CTBP2,LDLRAP1,TEP1,NFKB2,WNT5A,TANC1,RUNX1,FAM114A1,FANCC,GJC1,FAM107A]"
33,"[DACH2,TRPM2,ELMO1,SLC24A2,ERMN,RAB3C,TACR3]"
34,"[TMEM26,OPALIN,MOG,CDC42EP2,FOLH1,PCP4,ENPP2,RAB33A,GREM1,GABRG3,PROX1,SLC35F4,NKX6-2,BIN1,STMN4,MOBP,KIRREL3,RAB3C,HAPLN2,CRNDE,CNTN2]"
35,"[FCHO1,RAB33A,KCNMB4,GALNTL6,GABRG3,TRPM2,SYNDIG1,NLRP1,SEC14L5,TMEM151A,PTPRT,SYNJ2,STMN4,FRAS1,PLCB2,LGI3,AGPAT4,GRB10,MAP6D1,MIF,CALB2,VWC2,GPR85,SORCS3,KIRREL3,CLSTN2,LARP6,MAG]"
36,"[LEF1,BTG3,LIPG,HES6,RPL17,KIF26B,FBLN2,MOG,USP6,RPS19,ANLN,RPS27A,KLHL4,KCNQ1,ZNF536,CCK,NDST4,PPARG]"
37,"[STK32A,S100Z,GIMAP8,TP53,PRDM1,FBN2]"
38,"[SERPINE2,LINC00472,RASSF8,KANK1,PPP2R5A,GNG12,SLC22A23,MTUS1,RAB3IP,RASSF3,KIF13B,FAT1,LATS2,ARHGEF6,MAPK4,TRIM13,LEPR,BTBD3,MAP3K1,FRYL,GOLIM4,FAM53B,FOXN3,PLS3,VCAN,ARAP2,PDLIM5,PRKD3,PLS3-AS1,GJC1,RFX2,KLHL13,ITGB8,PTPRM,ANKRD30BL,USP6NL,BACH1,FNDC3B,NFE2L2,KIAA1217,RBPJ,LPIN2,RIMKLB,NCOA3,QKI,VEZF1,ZNF516,SLC7A2,SALL1,HDAC9,ERG,KLHL32,GLIS3,SH3RF1,ST7-AS1]"
39,"[CDH4,PRDM16,LGI1,RNF220,BAG3,RFX2]"
40,"[MAPK4,FGF1,RASL12,RNF19A,PLXDC2,RIN2,DIP2B,UNC13D,ZNF738,GLRA1,ZNF708,MCL1,DPYSL3,TGFBR3,MTMR2,CNN3,DDX58,AFF1,B3GNT5,FGF2,FAM124A,PLPP4,PLSCR4,ZC3HAV1,SYTL4,PRDM1,BOC,ANOS1,PRKX,PLEKHA2,SLC22A15,TANC1,TNC,TGIF1,RFX4,LRP5,GAB2,PFKFB3,F3,PTH1R,PTPRZ1,MGP,TNS2,PTER,FOXO1,C1orf198,IGFBP7,PDGFD,ARRDC3-AS1,ASPH,TMBIM1,RGS6,WIPF1,SLC35D2,UNC5B,ERBIN,BCL2L1,ETV6,PARP4,LEPR,PIK3CD,PIM1,CEBPD,MKNK1,SLC40A1,LRP4,TRIP6,SCARA3,ADPGK,ZNF652,CA8,PDLIM3,LINC00511,MAP3K11,ACTA2,ZNF600,ARHGAP6,NOD1,SPSB1,SLC26A5,CECR2,MITF,ZNF367,LGALS3,PLEKHF1,NTN1,CLUL1,PPP1R3C,LMO2]"
41,"[OLIG2,OLIG1,MARCKSL1,EDNRB,SMIM3,SOX21,PSD2,GPAM,LRRC3B]"
42,"[PRDM1,FKBP5,ID4,RHOB,ALOX5AP,LCAT,ACTA2,HIF1A,SLC4A4,CDC42EP1,APAF1,NDRG2,PLAGL1,GAL3ST4,CTSC,LRRK2,SLC25A45,IKZF2,ITGA5,MYO1E,ARHGAP31,CACHD1,APOE,TNFSF13,CREM,GXYLT2,UST,PON2,WWTR1,GMPR,EGLN3,ELOVL7,BHLHE41,UACA,UBE2E1,ADAMTS1,SOCS6,CASKIN2,COL5A2,MAP7D3,OPHN1,KAT2B,SALL1,ARHGAP24,IPCEF1,NIPAL4,PLSCR4,NRP1,MBOAT1,CLEC5A,LAMB2,HIST1H1C,LRRC3B,C1orf54,CRIM1,CDKN2A,EBF1]"
43,"[LMNA,TP53,ITPKB,PIM1,MYO1E,ASAP3,ZFP36L2,CSF1R,TBL1X,SPATA13,FAM107B,PTPRE,NEK6,TANC1,IER2,SPSB1,RBM47,PFKFB3,TMCC2,MSN,GRAMD1A,ZNRF2,F3,FADS2,DLEU1,PARP9,FNDC3B,SREBF2,AQP4-AS1,BARD1,GPX2,PTP4A2,IQGAP2,SAMD4A,CNTNAP3B,WIPF1,MAFF,LSS,PLEKHA2,PCED1B,TFEB,IL15RA,HES1,CCL2,PLCE1,ARID5A,UST,FKBP5,MFHAS1,TRPC3,HOMER1,NFKB2,SLC22A23,RHOU,TIPARP,RAP1B,C4orf19,TRIM22,IL13RA1,RGS1,CLEC5A,CSF1,LMO2,REL,PLS3,SCD,CLMN,CDYL,SPP1,B3GNT5,NFE2L2,LGR4,ADAMTS1,GHR,EPN2,ITGB1,GPR37,LIMS1,HIF1A,ABCC3,CDH12,CCDC97,YAP1,AMD1,PELI1,PARD3B,TMEM164,NFKBIZ,STEAP3,ARHGEF40,ATF3,RIPK2,ENC1,TNFRSF10B,HLA-F,COLEC12,CNTLN,ID3,ACTA2,IRAK3,AK7,SEMA4C,AFF1,PRKG1,FOSL2,THBS2,PBX3,CACHD1,NMI,PRKCQ,IRF7,TTLL7,SGCZ,RASSF2,ADGRG1,PTMA,LINC01060,BAALC-AS1,DUSP6,EZH2,SPRED1,PLEKHG2,PLXDC2,CUEDC1,ASIC4,RPL22L1,TMEM246-AS1,SREBF1,WWC1,ELL2,SERPINE3,LGALS3,FSIP2,ZNF621,COL21A1,RCAN3,ADAMTS9-AS1,PROM1,PIM3,CARHSP1,LTBP2,MAOB,CRIM1,GFRA1,S100A11,ARHGAP24,NET1,IFIH1,OTUD7B,DOCK10,HDAC9,NXN,JAG1,VOPP1,NFATC4,SLC4A7,ITPRIPL2,WHRN,PLEKHF1,GADD45G,SLC31A2,BCL2,RREB1,BACE2,MAML3,FOXO3B,PREX1,NEDD4,FGFR3,NEDD9,ATP11C,MGAT4A,GTF2IRD2B,FOXP2,LGALS1,RPL3,PRDM16,DPYSL3,STK3,GAB1,ZNF804A,LDLRAD4,PTPN13,C12orf75,PHLPP1,TRPS1]"
44,"[SOCS6,ANXA4,NCK2,TP53BP2,IKZF2,PRKG1,NEK7,DLG1,NCOA3,CCDC50,KIF13B,USP6NL,NFE2L2,ZNF521]"
45,"[FAM157C,SH3RF3,ZNF423,ABR,ERICH1,RFX2,PLEKHA7,CYFIP1,C1orf105,ZNF710,GTF2IRD2B,LRP5,DUSP16,PRDM16,FIRRE,C21orf91,ZNF516,NDE1]"
46,"[ITPR2,ERICH1,PRR5L,FIGN,CALD1,ENTPD3-AS1,SH3D19,PARP4,OPHN1,CGNL1,MAP7,ZNF730,ACTA2,PITPNC1,CTBS,CYP27A1,IRF2,GATAD2A,ST3GAL1,BOC,FMO4,GNB4,NFIA-AS2,CHSY1,TLE4,FOXO1,THBS4,BMPR1B,TBL1X,LGALS3,LDLRAD4,CLMN,SLC35D2,STK3,IKZF2,ADPGK,PDLIM5,TEP1,CECR2,MSH5,LIMA1,EPB41L2,ZFHX3,CD226,LRP4,MMS22L,EMX2OS,ZMAT1,PLEKHG1,ATM,CRIM1,TGIF1,RFX4,DTNA,NEDD9,DOCK11,UBE2E1,DDX58,NEDD4,SVIL,WIPF1,PAMR1,MPP5,MCM5,PHACTR2,CD36,ELOVL7]"
47,"[PLOD2,SPRY4,UHRF1,FAM126A,GNA13,OVCH1-AS1,CASP7,LIMS1]"
48,"[RASSF8,MTFR1,SLC7A2,CLCN5,CAMKMT,ZNF804A,LINC00472,RASSF3,SMC4,LATS2,LHFPL2,ARHGAP6,PRKG1,ARHGEF6,ITGA1,MIR17HG,DLG1,ARSB,ZNF521,PARD3,FAT1,EGFR,MITF,ZBTB37,LYN,PBX3,USP6NL,CHD7,ARAP2,FARP2,PDLIM5,GJC1,IVNS1ABP,PTPRJ,PLPP1,NABP1,BACH1,FOXO1,SPRED1,PELI2,RAP1A,BAZ1A,ABCA1,NEDD4,ACVR1C,FNDC3B,QKI,FAM53B,FIGN,MTUS1,PCSK5,TANC1,SALL1,INPP1,ELOVL5,GOLIM4,MET,LRRC8C,LAMA1,NFKBIZ,PLS3-AS1,TGFBR1,IKZF2,PLS3,SLC4A4,EDNRA,ETS1,TP53BP2,PLD5]"
49,"[LINC01285,NEK7,C18orf54,ZNF354C,NIPAL3,TTC7A,SLC25A33,GAN,ZFHX3]"
50,"[NR4A3,ROR2,NR4A2,DUSP23,ID2,HEY2,NR4A1,FLI1,SLCO4A1]"
51,"[TRPS1,HPSE2,CRADD,ADGRV1,EGFR,PCYT1B,THSD7A,PELI2,EYA1,SPRED1,C5orf64,TRPM3,APCDD1,TG,IL18R1,NINJ2]"
52,"[BNC2,RUNX1,HPS3,MAP7,CRACR2A,FAM126A,MAP3K1,ZNF618,ZNF652,ATM,MYLIP,GNAI1,GAS1,PTER,PLEKHA2,CECR2,ZNF600]"
