,regulon
59,"[SUMO1,SALL2,SPINT2,THY1,ARMCX3,CWC15,SYNGR1,NSG1,RFK,CRH,TMEM167A,TIMP2,ATP1B1,SEC62,SOD2,CDIPT,DNAJA2,BTF3,NECAP1,FGD5-AS1,GLUL,CDK9,DIRAS1,GABARAPL1,CLTC,PSMA7,DMTN,CAMTA2,NAP1L2,NDUFAF4,DPH3,THRA,RHEB,TSPYL5,SYP,SARAF,GLRX2,AVPI1,MOAP1,CNDP2,SBF1,NAT14,PDXP,RAB21,CCNI,RAB3A,RBM18,SRSF3,BCAS2,EID1,C16orf91,CYCS,CISD2,C18orf32,PVALB,ISCA1,MRPS17,STRAP,MRPL55,SLU7,PEG3,OGFRL1,USP11,MBD3,UFSP2,GNPDA1,BPGM,KIAA1143,CEBPB,RNF166,ELP5,PDK2,DEDD2,NACAD,H3F3B,SCN3B,NCBP2,DYNLT3,TMEM213,PAF1,SERINC3,FSCN1,SULT4A1,NFE2L1,COX20,RTN4,SSU72,PCNA,CCDC107,EIF1,EEF2,RABL2A,GRWD1,PAFAH1B1,KLHL12,NLE1,EIF5A,LRPAP1,RPL15,CHMP2A,PPM1A,RAVER1,CHMP1B,PURB,HINT3,SNAP25,UTS2B,ENOPH1,SAP18,CLIP3,TMUB2,PRKAR1A,TOP1,GNA11,NOC2L,SLC22A17,TXNDC5,RPL18,ARG2,IMPDH2,RUNDC3A,NSMCE3,HCFC1,MIEF2,CDIP1,C2orf69,UBQLN2,TUSC1,IRF2BPL,BLOC1S3,ABHD16A,CNOT7,LINC00884,HSPH1,MRPS18B,TSC22D1,SLC25A3,FAM174A,TRNT1,CACYBP,MAEA,FAM168B,ZFYVE27,FAM50A,XRCC6,OTUD1,RPL9,DYNC1H1,GOLGA7,P4HTM,HNRNPA2B1,PORCN,DDX3X,TMED4,CDC42,EIF5,SLC25A36,TTC34,SERPING1,PMS2,OGDHL,PDHX,XPOT,CPE,TMEM59L,RWDD1,MFAP1,ANKRD42,DCHS1,AZIN1,CCT6A,TRIAP1,DLAT,PMVK,FAF2,TBC1D25,ZNF620,ZNF561-AS1,EIF3E,MYL6,GPAT4,USP22,GLOD4,SLC35A2,PDE4A,UQCRFS1,ANO4,SCYL2,REEP6,CLCN3,CERK,ATP6V0A1,B3GAT3,SIVA1,EIF5B,YTHDC2,MFSD5,PDHA1,WDR33,YTHDC1,SACM1L,GTF2F1,GTPBP10,FBL]"
60,"[KCNT2,NYAP2,HDAC9,NRXN1,TSHZ1,EYA4,GALNTL6,ZBTB20,FOXG1-AS1,LRRC3B,MID1,GALNT13,PDLIM5,NEDD4L,NFIB]"
61,"[SF3B2,ZNF226,GCAT,ZNF584,ARMCX1,SNRNP200,DECR2,TXNDC17,DHRS13,TMEM41B,ZNF841,DGUOK,FANCI,SPATA20,DNAJC4,ZNF580,BCKDHA,SLC25A4,PVALB,SCG5,VCP,TAF1C,ARPC1A,HPCAL1,MORN2,DDX25,CNST,ERI3,EXOSC5,HSD17B10,RPF2,GCN1,HIST4H4,MKRN1,AKAP1,MAP3K11,COX15,SLC39A9,DTD1,GNPAT,MED15,CCZ1,MTRF1L,CPNE1,LMTK3,CIITA,MAN2B2,CYB561D1,UBE2V2,BRD2,UBR7,SLC9B2,MTIF3,TOMM70,LINC01551,SECISBP2,CNRIP1,OSGIN2,CCDC6,PNPLA4,PPIH,EIF1AD,GAD2,RARS,SNRPE,DR1,MUL1,SUMF2,ETFDH,TM9SF2,C12orf45,PSMA6,ARGLU1,CPT1C,CTBP1,ACTR2,ZNF708,AREL1,SSR2]"
62,"[KAT2B,TBC1D4,RSPO2,GLRA2,PIK3CA,SOCS2,EIF2AK4,PURG,NUDCD1,MLLT3,STYX,MAP2K6,EXD2,MYO1B,TANK,PRICKLE1,IKBIP,TCAIM,ZNF227,PCLO,GEMIN5,MCMDC2,DEK,MCF2,RGS7BP,GNS,ERI1,EHBP1,SYNE1,DENND6A,KLHL24,SNX24,BPNT1,SLC35D1,KLHL21,TRIM24,PABPC5,NFYC,MAP7,CDC7,ING3,LANCL3,TPD52,DHX37,SLC12A6,BRIP1,AUH,FECH,C14orf28,P4HA2,SNAI2,ATP10D,BTBD2,SYPL1,SLC25A24,NT5DC1,GMNN,TRIM25,IGSF3,PRKAR2B,NAA16,TRIQK,PRKCQ,PTPRZ1,SLC16A10,CBWD1,OAF,ERCC6L2,EP300,TSHZ1,CBLN2]"
63,"[FGFR3,SLC17A7,SLC1A3,SOX8,HBA2,CLDN11,KCNJ10,NOTCH1,PRR18,SEMA3B,ZCCHC24,INF2,GATM,MT1F,PART1,SHROOM1,ZFP36L2,ITGB4,SOX9,ANKRD62,LIMD2,RASAL1,NDP,BGN,PLPP3,NKX6-2,ROBO3,NRN1,OLIG2,PRDM16,EMX2,ZFP36L1,EMX2OS,SV2B,SATB2,RNF220,UGT8,CDK2AP1,ACSS1]"
64,"[KEAP1,PMVK,DBN1,RNF44,RAD23A,EIF4A1,CERS1,ARHGDIA,MCF2L-AS1]"
65,"[MED13,CLIP4,TXNDC16,ITCH,GGNBP2,MAT2A,SLC20A1,SLC23A2,GOLGA5,GIGYF2,RNF139,CTDSPL2,FBXO9,SEMA6A,RNF146,B4GALT6,MFSD14A,RC3H2,CREBZF,PSEN1,EIF3A,IVNS1ABP,SLC30A1,DNM1L,UBXN7,DPY19L1,PCGF3,TBCA,KLHL42,NRBP1,KCNB2,ADCY2,TRAF3,ANKRD31,FIGN,NPAS3,ATXN7,NR2C2,CTCF,TWSG1,SEC24B,FBXL5,PHC1,RAF1,LANCL2,SGK3,SLC12A2,TAOK1,LINC01578,BRD1,TOP2B,CCNJ,FH,USP10,NUTF2,GAPVD1,TCERG1,MYEF2,ZNF592,ZNF326,LARP4,SEC63,ZMYM2,PSMD14,EPB41L5,EPHA4,SRGAP1,USP53,NCOR1,CERS5,PUM2,KATNBL1,SLC4A7,TNPO1,DDX17,VPS54,SKIDA1,ZFR,SAMD8,WTAP,REPS1,PPP3CB,ZDHHC13,UBAP2L,EXT2,ADD1,NDFIP1,RGS17,GPBP1,TRIP12,BTBD3,DYNC1H1,HYLS1,CAND1,HNRNPM,FAM20B,ENAH,CPNE1,ACOT7,OSBPL3,TSPAN3,KCTD20,FNDC3B,NAMPT,CUL3,CECR2,UHRF2,CACNB2,NEO1,SMG1,CLGN,ANKS1B,PPP1R13B,CHAMP1,AHR,MANEA,FAM133B,PTPRJ,LINC00612,AGO2,CENPV,RGPD4,JAG1,STX17,ATXN1,ZNF655,LIN54,ZBTB20,ICA1L,ODF3L2,UBE2J1,C2orf27A,TWIST1,RAVER2,PIP5K1B,TP53INP1,KMT5B,KLF5,SLCO3A1,FOXO1,SMARCE1,LATS2,NOS1AP,SENP5,PCNX4,NAA15,HNRNPR,ANKRD11,INTS6,EPC2,GNE,TEAD1,RASA2,MIR137HG,GLIS1,SPIRE1,JAK2,PPP4R1,DNAH14,SPEN,EYA4,KPNA1,EFNB2,GMPS,FYN,ZNF652,ATXN2,MFAP3L,BEND6,H2AFY2,PCGF5,ELOVL6,ARHGAP21,N4BP2,GPD2,ZNF532,UAP1,RCAN2,PCM1,NRG1,FARP1,NIN,PDE8B,YES1,VKORC1L1,GPR155,MSRB3,MARCH7,MFSD6,INPP4B,EPS15,MAPK1IP1L,TRIM13,CACNA2D1,PRDM2,DYRK1A,GAN,GNAO1]"
66,"[CXADR,SOX1,SCEL,LINGO2,MTMR12,ZFHX4,MLF1,TIPARP,C8orf34,FAM171B,SLC25A48,SLC10A4,PCSK2,SLC6A17,RBFOX2,LCORL,MID1,TOB1,GALNT13,RGS6,KLF7,ETV3,AGFG2,INTS6,FBXW7,CHUK,FOXN2,PCGF5,SIPA1L1,BRAF,PLD5,EGFR,ZNF229,SKIL,LCLAT1,JMJD1C,ZBTB20,NRXN1,TPST2,SEMA5A,DCC,JAM3,NELL1,FIGN,SOBP,SEZ6L,UBE2G1,VCAN,KANK1,RCAN3,MAPK6,NR3C1,USP9X,TUNAR,MEF2B,HDX,USP42,ADGRA1,PTHLH,FOXJ3,ANXA2,KLF13,POMZP3,HTR1F,ESYT2,MPP6,CPNE2,E2F6,LATS2,PROX1,NAMPT,HNRNPD,DHX40,GALNTL6,ABHD17C,BAZ2A,RNF19A,HMGN1,DLEU2,MBNL3,MAP7D3,L3MBTL4,SETD1B,IRF2BP2,VSNL1,NUP153,THSD7B,PHIP,TMEM132D,MAGI3,ZBTB2,ZBTB21,RNF103,SPRY2,CTNNAL1,DNAH14,UBR5,EML4,CRIM1,FOXO1,SH3RF1,ITPK1-AS1,TCP11L2,CREM,IRS2,MARCH1,PLEKHH2,DENND4A,MYO3A,HIVEP2,ARHGAP24,DPYSL5,FRMD6,RBM12,HFM1,IGF2BP3,ROBO2,YWHAZ,EPS8,CDH2,CLGN,HIPK1-AS1,PPM1L,BRD2,AP1S2,RAP1GDS1,PPP2R5E,CHD1,ADNP,XIAP,CEP350,GRID2,ZNF423,NFIB,RFX3,ING2,PAK1,FNDC3B,LIG4,NCOA7,PIP5K1B,ENC1,CHN1,FAT1,POPDC3,STON1,PDE4B,DSEL,PEX5L,LRFN5,JAG1,FAT4,LRP12,MEMO1,TMEM263,SLITRK2,RBBP7,ATXN7,SLC39A10,ELOVL6,BRPF3,SVIL,KCNB2,IMMP2L,UBE2N,PEG3,SPTBN1,STXBP5,CORO1C,CBLN1,NAPB,AFTPH,APP,KLHL15,RBPJ,DCLK1,VEZF1,PIK3R1,DNM3,SSX2IP,MAP2,ME1,FBXL3,RNF2,CDC14B,RIMS2,HIVEP1,FHL1,KCMF1,APBA1,ZFR,INPP4B,USP12,MAGI2,BCL2,MKLN1,CTTNBP2,TOX3,ZBTB18,LPIN2,ABCA5,EPS15,NAP1L1,CUL2,KBTBD2,PCNX1,FAM160B1,PKIB,RCAN2,C6orf62,MARCH7,TET1,REV3L,SLC16A7,WASF1,AKAP11,APC]"
67,"[TRIP6,SATB2,LINC01608,PLP1,APOE,TBR1,LGI4,LAMB2,PDGFRB,EZR,AQP4,STAT6,SYNGR2,NEUROD2,RHOC,MOBP,ATP1A2]"
68,"[PPP3CA,MED13L,CNTNAP5,DNAH7,TMTC2,TAF4B,TANC2,DNM3,AUTS2,NTNG1,BTBD10,PHACTR1,GABRB1,MAP3K7,WWOX,MTM1,SYBU,LCOR,EPHA5,CFAP70,FOXP1,KAT6B,NOS1AP,NCOA5,RNLS,ITGB1,SNCAIP,TBC1D22A,PPP1R12A,SSBP2,UGP2,AFF3,LSAMP,SPATA22,RORA,CSNK1A1,KCTD20,GRM5,CACNG8,EXOC4,DNAJC2,AMPH,AHCTF1,ZEB1,AP3B2,LYRM1,SLC16A2,FAM155A,PEX13,FGF14,CNOT4,ESRRG,FBN2,TCAF2,DYRK1A,CEP70,GAS2,ZMYND8,SLX4IP,AKAP6,ST3GAL5,MNAT1,LIMCH1,MCM7,ARHGEF12,MLEC,ZC3H8,TFG,FOXO3,GYS2,MEF2A,PWWP2A,NFIA,KANSL1L,NANP,GALNT14,TWISTNB,NBEA,PDS5B,MYO1B,C12orf45,TULP4,PPFIA2,GNAI1,FBXO11,GRB10,APP,SNRPN,KDM3A,MPP6,FRYL,SCD5,SBF2,DLEU2,MID2,DLGAP1,PLCL2,GPR176,PLEKHA5,DCUN1D1,SGPP2,PDZRN3,NR2F1-AS1,ACAP2,MXI1,REPS2,CAPN7,CDH26,STK24,CHSY1,C11orf65]"
69,"[FAM78A,PERP,PFKP,CMPK2,NTSR1,CA4,MAP3K14-AS1,ZDHHC8,SEMA4C,CHST6,TRIB2,DOC2A,SHF,PXDN,RAB40B,KIF1A]"
70,"[NUP153,USP6NL,HIPK3,SSH2,PLCL2,SIL1,URI1,SLCO5A1,CREB3L2,VOPP1,JADE3,SPOP,ICA1L,ZNF180,PHIP,NAB1,AFTPH,TMCC1,RCBTB2,GREB1L,STX8,CRIM1,AVEN,PELI2,CSMD3,NR3C1,RIMS2,BCL11B,NOL4,ICK,THSD7A,RNF111,PSMD14,MIR99AHG,IGSF11,ZNF239,MEI4]"
71,"[RPRM,RCN3,CDH24,MDFI,STK32A,TNFSF15,CPNE2,BID,COL21A1,ARL4A,ZNF525,LAMP5-AS1,ZNF813,SNRPA,NMU,NR2F2,SLC5A4,PCP4,CCNG2,KIF1A,LCP1,PCDH8,RPS23,WFS1,GPR88,EPS8]"
72,"[PLPP7,TUBGCP5,EVA1C,CDH11,POU6F1]"
73,"[PAQR8,RNF11,ALDH5A1,NR1D1,NUDT3,PEG10,PRDX3,LZTFL1,HNRNPH2,LMBRD2,CNBP,MAZ,FBXO30,H2AFV,HNRNPA3,GNAS,LSM8,SOCS5,FMR1,UBQLN2,VSTM2A,CDIP1,FAM199X,RLIM,HNRNPUL2,FEM1B,TCEAL1,AGAP3,TMBIM6,CHAMP1,TPPP,PCNA,PRR36,BLCAP,SMAD1,C1QL1,CEBPG,SRR,MATK,MAGEE1,KLHL9,ANKRD40,RFK,RAB39B,TRAM1L1,DISC1,C6orf62,PCYT2,MAP1S,DCP2,NAP1L3,SERPINI1,PDZD4,GPR137B,JADE1,CTDNEP1,B4GALT1-AS1,ARL2BP,ATXN7L3B,H3F3A,NSMCE3,ATN1,CACYBP,LYRM7,KIF5A,PPP1CB,ACTB,SLC9A6,NUFIP2,IGFBP7,MRPL18,BMI1,CBX3,SDCBP,EID1,PCBP1,C5orf24,NSMF,PPIA,ZBTB44,SC5D,ALG10,SLC30A4,PTOV1,AKAP5,OSBPL1A,ZBTB33,CYB561,PDXP,H2AFX,SMIM10L1,SOX2,SNCA,NACC2,ALG10B,STMN2,HNRNPAB,TMCC2,RAB12,MYL12B,C3orf14,RNF128,ASF1A,CANT1,PRKACB,THNSL1,IL6ST,HGF,PSD,SLITRK4,WIZ,B4GALT2,YWHAQ,SNAI2,RNF146,PCDH17,ELAVL2,AGL,ARRDC3,ANAPC4,QPCT,MAP2K5,ARHGAP5-AS1,ZNF483,TLK1,SCOC,DAB2,GABRG1,RNF182,GCA,ZBTB25,HLTF,ISOC1,SCGN,HDHD2,CASP7,ALS2,CDS1,UBXN2B,RAD21,NUCKS1,PCDH10,TMEM245,CLASP2,TMEM47,EMP2,AASDHPPT,USP33,ADAM22,ABCA5,YWHAG,LINC00997,MTURN,PARD3-AS1,ATR,RAB3IP,CDH2,MARCKS,TMPO-AS1,NEFM,CHGA,HSD17B4,WDR17,SLFN11,SUMO2,AMD1,YPEL5,NR4A2,TTBK2,ITM2B,FAM120C,NEFH,SLC38A1,PLBD1,CCAR1,EID2,GOLGA6L9,PRNP,USP44,ATP6V1A,CDO1,CBFA2T3,CECR2,PDK4,TMOD1,STOM,UBLCP1,GABRA1,LMO4,DNAJC4,BRMS1L,ZNF3,FBXL3,SRGAP2B,C1orf198,PFN1,RBM11,FGD5-AS1,PGK1,TSPEAR,ZFAND5,CAB39L,TUBA1B,WASL,TMEM106B,JUND,HNRNPLL,PELI1,GTF2A1,SKAP2,PDLIM5,CRYZL1,ME2,CLOCK,CCDC71L,SLC6A15,RBM12,ATF2,COL11A1,MLLT10,LIN7A,TTC37,LINC00623,TCEAL9,PDCD4,MIER1,GJA1,EBAG9,CEP170,GFPT1,FBXO8,PEX2,ARHGAP5,AZI2,GTDC1,USP51,RICTOR,SOX1,SATB1,DNM3,TDRD3,AKAP11,NCKAP1,ADD3,TMEM167A]"
74,"[EGR3,DUSP1,MYCL,FOSB,NR4A1,CRY1,FOXN3,PGLYRP1,EGR1,DUSP5,CSRNP1]"
75,"[BOD1L1,TET2,MXD1,PHF21A,MBNL1,ATM,PRICKLE1,ATP10D,SDHAF3,C2orf27A,RAB9A,RUNDC3B,MMAA,ZC4H2,PTPN13,SLCO4C1,PKN2,SLAIN1,LRRIQ3,RICTOR,HMGCLL1,SNAP91,C11orf54,ZNF804A,CCDC186,FMR1,CHMP2B,AKAP9,SLC7A2,ZCWPW2,CHPT1,ZNF680,PGGT1B,KBTBD8,CENPE,SESN1,TCAIM,SUPT3H,TANK,RMI1,DTD2,C15orf41,CHST9,MMP16,TRIQK,CA3,HERC3,HERC6,NRIP1,CDH7,TRHDE-AS1,DZIP3,LDAH,CBWD5,ADGRL4,PRKD1,GAB1,FRY-AS1,ANGPT1,PDE7B,ANKRD20A3]"
76,"[PTPN4,TET2,SDHAF3,FUT9,UMAD1,DPY19L2,ZNF518A,FANCB,RSPO2,TCAIM,ESCO1,RAB6C,MARCH8,ATP10D,CDH2,SC5D,MAGI2-AS3,ZNF33B,LYPLAL1,ITSN2,ATF7IP2,ARHGEF6,CRISPLD1,FAM162B,PRICKLE1,LINC01004,HMGCLL1,SUPT20H,CLASP2,VPS13C,FANK1,LEPR,WDFY3-AS2,ZNF347,GGPS1]"
77,"[IRF2BPL,H3F3B,ACTG1,STRAP,EFNA3,CENPV,GHITM,ADO,FASN,OSER1,TAF7,GRWD1,MRPS2,DGUOK,RRP1,SRPRA,CBX4,RAD23A,YIF1A,PSMD3,KEAP1,PORCN,RRAGC,SRM,UCK1,DDIT3,PPP1R12C,ZFPL1,UBXN6,ANKRD9,ACKR1,CCDC107,RXRB,SCAF1,PRKAR1A,GABARAPL1,TMEM59L,TUSC1,CLUH,VSTM2L,NAT8L,CIB1,ZYX,EEF2,STRN4,CEBPB,PMVK,MFSD5,ABHD11,IKBKG,EIF4B,EIF5,SBDS,CALM2,DIRAS1,NSMF,ILF3,B3GAT3,SNRPB,FAAP20,BCAS2,ZFAND2B,RBM15B,PDAP1,DEDD2,ARHGDIA,ARPC5,BABAM1,GNL3,PDZD4,LHX6,SSU72,RNF17,SARAF,HSPA14,SLC45A1,GPX4,LGR5,BASP1,RPL15,MRPS18B,DGCR6L,GPAT4,GLRX2,MOAP1,PWWP2B,SOX11,C15orf61,CYC1,POP4,KRTCAP2,TMEM147,PCSK4,TMEM201,RASL11B,SHISA5,DDX39A,BBC3,MRPL15,CHMP1B,MLLT1,SRSF3,MUC13,PSMC4,C18orf32,ACD,RHEB,CFL2,ZNF593,MATK,EIF4G2,PAQR3,GOT2,LRRC14,SYN1,RPS19BP1,DMTN,HSPB11,TMSB4X,GUK1,ZC3HAV1,TMEM251,DEGS1,SMCR8,SPATC1L,TNFSF9,MKX-AS1,CTDSP1,RAB11B,SNX5,C11orf87,MVD,NOB1,DNAJA2,IZUMO1,CAMK2N1,MYL6,SBF1,CALM1,OXNAD1,ENOPH1,CDK2AP2,MTURN,EIF5A,MAGOH,RBM18,USP22,P4HTM,CACYBP,DYNLT3,GTF2F1,CYCS]"
78,"[CEP41,COX10,CUL1,WDR35,PARP8,PPP6R3,CA8,ATF2,LRIF1,SNED1,IQCH-AS1,PIGK,AHCTF1,ZNF124,CHMP6,CSPP1,ARL14EP,ZMYND11,TICRR,SLC35G1,NECTIN3]"
79,"[ZKSCAN8,FCHO2,ELMOD2,SLC25A46,HYLS1,UBA6,TNPO3,MON1B,HNRNPLL,SLC35B3,XPOT,UBE2E3,ZNF410,POLK,LMAN1,PAPSS1,RRM1,BECN1,KCTD18,FGFR1OP2,IPPK,TMBIM4]"
80,"[GPR137B,DEK,BCAP29,PAIP1,LIFR,CCDC117,RBM11,ATMIN,SUPT20H,COMMD8,MRPL35,MPLKIP,SVIP,PURG,TERF2,SERTAD4,SMAD5,KIAA1586,G2E3,PARP1,PPTC7,TMEM150C,EPS15,NDUFV2,DCUN1D1,TFAM,KLHL24,TPD52,MAP3K1,CBWD6,SYNM,MRPL1,PRKAR2B,OPN3,RTN3,ZNF624,ARID2,PIK3CA,NEK7,LSM6,PHIP,KLHL13,SPX,SMARCAD1,FKBP3,MTMR6,BCAT1,TMEM100,WDR41,RAD54B,LMO2,AHCTF1,PEX5L,SIRT1,TNFAIP8L3,BMI1,TSHZ1,NAA16,CALB1,KAT2B,NDST3,GLRB,FAM169A,CHIC2,HSPA4L,ADAM10,RFESD,SH3GLB1,LCOR,RSPO2,CDK6,ANK3,SLC44A1,TRAM1,LBR,SLC40A1,SNAP91,NAA50,STXBP5,STYX,NCOA4,NEK1,RCN2,MPP6,SIRT5,SGPL1,SRBD1,PCLO,SORBS3,KANSL1L,PTPN4,ZNF804A,RAB9B,RHOBTB3,ZNF706,KIF5B,FOXO3,CNOT2,APC,C15orf61,MED13L,NCOA2,FAM162A,PREX2,LGALS8,ZDBF2,SALL1,FXR1,MEMO1,TBC1D14,RFXAP,SYNE1,QKI,FAM20B,UBE2E3,ORC5,TBC1D4,PLEKHO1,ATP10D,PRNP,RAB23,MYO1B]"
81,"[TPM4,NRXN2,ATRIP,LZTS2,RNPEP,MAP3K9,GNB1L,DYRK1B]"
82,"[NKAIN4,DNAJC9-AS1,TPBG,LINC00839]"
83,"[ANP32B,PHF19,OPRM1,IFIT5,NOX5,PHEX-AS1,MYH7]"
84,"[TBR1,GJA1,TMEM63A,ITGB4,ID4,APOE,BMPR1B,AQP4,TRIM54,ACSBG1,LINC01608,CHI3L1,TTYH1,CD22,TESPA1,FAM178B,PTK2B,PNMA5,RTKN,SEMA3B,NRGN,MYRF,HOPX,CAPN12,SDC4,RORB-AS1,CSRP1,PTGDS,MOBP,ATP1A2,ENTPD2,IGFBP2,LIMD2,TSC22D4,HAUS7,NDRG2,SELENBP1,OSMR,RAPGEF3,SPON2,PLP1,SOX9,S100B,LIMS2,MRVI1,SLC9A3R1,PPP1R1B,ERMN,ZFP36L2,MAL,PRDM16,NEUROD2,FGFR3,SERPINA3,MAPK11,PAPLN,EXTL1,IFITM3,SATB2,RGCC,PLIN4,TBX1,LINC00899,EMX2,ITPRIP,EMX1,RASAL1,MICALL2,RNF182]"
85,"[GLRB,PLEKHA1,ACSL4,USP15,SSBP2,OXSR1,COPS2,ZMYND11,KCNMB4,PTAR1,RNF217,RASA1,MSRB3,RSF1,NIPBL,NDFIP2,MXI1,UBE2D3,ABHD17C,ABHD17B,FAM221A,MTMR10,ANKRD12,PPP3R1,MEF2A,XPO7,RHOBTB3,SCAF11,ZKSCAN2,COL12A1,KIAA0895,PBX3,CLVS2,C2orf88,STXBP5,PELI1,FAM172A,ZEB1,CNKSR2,NBEA,CADM2,ING2,SOCS4,BTBD7,FAM133B,SYPL1,ANKIB1,TAB2,TMEM170B,RNF13,DOCK9,APBB1IP,CADM1,CSGALNACT2,UAP1,AGFG1,PPP3CA,BRMS1L,LCOR,SNX10,AFTPH,PAN2,DHX15,C1orf21,PGM3,LEMD3,VCPKMT,DLG1,ZFAND6,ROCK1,USP12,MAP4K3,SOCS2,ICK,PAICS,XPR1,ABHD5,TMTC1,PEX5L,KLHL2,ARHGEF12,NCOA2,SPOPL,PCDH17,SCAF4,SMAD9,CLOCK,HDAC2,ATP6V1H,DENND5B,CTNNB1,MPP6,SPTBN1,STIM2,RUNDC3B,WWP1,BBS12,TNPO1,SMIM10L1,COBLL1,QSER1,ZNF790,CDYL2,SLC36A4,SESN1,PKP4,INO80D,GNAI1,UBE2J1,MARCH7,DACH1,NFE2L2,FBXL14,ZC3H13,KCNA1,TMCC2,JAZF1-AS1,ARHGEF3,ELOVL4,ANKEF1,CACNG8,FMR1,TMEM196,ARID5B,TPD52,CHD6,ZFP82,ZFX-AS1,AGTPBP1,AP3B1,SLF1,PAQR3,DHRS4,FAM169A,PLCB4,ZBTB26,HCCS,SMARCAD1,MTA3,FAR2,NOC3L,NFIL3,SMG1,LRP6,PCDH7,ZNF652,SBSPON,RGPD4,FAM49B,PAQR9-AS1,KRIT1,KAT6A,TCP11L2,SEMA5A,ERAP1,MAN2A1,BRINP3,NCOA6,VGLL3,SGPP2,MAP3K4,MTMR3,SMAD5,LYST,MAPK8,KIAA2026,ASXL2,SREK1,ZC3H4,ZDHHC20,MFSD14C,HMGCLL1,GABRG3,NFATC3,NRXN3,CELF4,SIL1,SAV1,ALG10B,EXOC6B,GABRA4,NKAIN2,MPPED2,EP300,ODF2L,FBXL3,RFX7,NLGN4Y,DAXX,SMURF2,ZC3H12C,PAWR,PALM2-AKAP2,AFF3,RAI2,ZBTB5,ARFGEF1,CNOT6L,ZMYM4,DLGAP1,CSPP1,CHRM2,CBFA2T2,TAOK2,LUC7L3,UBE2Q2,EPC1,ARHGEF11,TWISTNB,TDRP,ESCO1,USP6NL,GNAQ,PDZRN3,ATXN10,MAGI2-AS3,CAPRIN2,ZNF397,NRF1,SPIN1,KANSL1,UGP2,PLEKHA5,ITCH,ZMYM2,ZNF618,RERE,DNM3,CBL,PRDM10,EDIL3,HIVEP1,TMCC1,PARD6G,RNF2,PLEKHG1,PCF11,OLA1,ME1,C11orf74,MFN1,GPM6B,MECP2,RAB27A,TBC1D16,CSNK1G3,TRIM2,ANO10,TJP1,DSE,XKR6,MRPL24,PDCD10,HCN2,TBL1X,C6orf62,PRPF39,PLAGL1,ZNF532,CNTN4,ADD2,PCM1,PRPF38B,SCMH1,TRIP12,APP,ALDH18A1,CCDC92,ACAP2,PCDH11Y,VPS26A,RABGAP1L,SLC35F1,ZNF516,CUX1,PHKA1,OXR1,TET2,DCUN1D1,PRKD1,DNAJC3,LRRC8C,SHOC2,IGF1R,IMMP2L,MED13L,ETNK1]"
86,"[NPFFR2,ADGRG7,LINC01471,IFIT2,MCM6,IFIT3,LINC01315,IRF9,EID2B,SPRYD7,HYKK,IFIT1,RBM22,MRPL30,IFI6,SFR1,PTPN20,BTN3A2,FDFT1,RBM42,APOL6,DTX3L,PTGES3,CCT4,GRN,ETV7,HMGB2,S100A16,NSMCE1,DDX60L,TUBA1B,REEP6,MX1,GLO1,SCD,OAS3,DDX60,C2orf42,STAT1]"
87,"[FANCM,UTP20,ATXN3,OTUD6B,VPS33A,MX1,EPSTI1,SLC39A9,RFESD,HARS2,MTIF3,NAT10,STAT1,STAT2,LYPLAL1,C6orf89,AP1AR,SOCS6,SMUG1,VPS52,STAMBP,DDX21,LARP7,YKT6,AQR,SCO1,INSL3,URM1,STK32C,WDR81,MORC2,EIF2B4,IPPK,TAF1B,ZNF599,BBS4,GPR108,LPAR2,EIF2A,TGFBR1,SH3BP1,PLEC,AAMDC,FCF1,BACE2,AAR2,GTF2H2C,SPHK2,ARHGAP12,SNRNP200,KNOP1,C6orf52,MED6,EIF4G3,GLS2,LINC01278,RMDN1,TMEM234,CABLES1,PNPT1,MRPS21,THOC5,ZNF596,UBB,TSPAN14,IGF1R,PLD6,STRBP,NCK1,PRPF6,MCM8,ASB3,KLHL28,FBXO38,ZNF33A,RPL21]"
88,"[MAP1B,GRK5,WDR5,ZNF132,NPAS3,AADAT,ZNF423,AMFR,PLD2,TLR2,STAT5B,BFAR,ZNF8,SNED1,RNF139,ZFX,UBTF,PSMG4,SYT7,TRIM25,SP3]"
89,"[RGCC,MT1M,FGFR3,IFITM3,CFAP52,RASAL1,SLC17A6,SOX9,LINC00499,ROBO3,INF2,ZFP36L2,SLC1A3,SEC14L5,BST2,GFAP,NPTX1,HEPACAM,SLC9A3R1,GPX3,TESPA1,ERMN,CSRP1,ZFP36L1,CD9,VIPR1,ERBB3,NKX6-2,ID1,RHOC,LINC01608,CHI3L1,IGFBP2,FAM178B,CD22,PRDM16,LGI4,SLC17A7,NDRG2,CTDSP1,STAT6,ATP1A2,TBR1,ADTRP,GRASP,TGIF1,MOBP,LMO1,PTGDS,APOE,SYNGR2,EZR,LAMB2,TRIP6,LST1,PSKH2]"
