,regulon
30,"[TNRC18,LINC00461,RAB11FIP1,ADARB2,FOXG1-AS1,SEZ6,WNT4,MEGF6,MAPK4,MIRLET7BHG,UNC5B,ZBTB16]"
31,"[MBD5,EHBP1,JAKMIP2,ACACA,FAM13C,ZNF207,HECW1,ZMYND11,SGPL1,AFTPH,CNTNAP5,YES1,TMEM267,CSMD3,CNKSR2,ACAP2,PALLD,PLCB4,USP24,DCP1B,MAP7,URI1,KMT2E,NR3C2,RIMS1,PHF21A,SMARCA2,JADE3,INO80D,KCNMB4,FOXP1,RNF130,FAM20B,TBC1D8,LBR,SLC7A2,FBN1,TNFRSF19,FOXO3]"
32,"[CRYBG3,HOMER2,RHOBTB3,CORO2B,SGPL1,ARID1B,AMPH,ADGRV1,WWP1,RAB9A,BAZ2B,ZC3H8,MKNK1,RBFOX3,SPECC1,SESN1,USP43,PDE4D,FAM126A,PTPN4,PALLD,IGF1R,NSD1,RABGAP1L,SYNE1,MB21D2,TBC1D2B,PLEC,SUFU,ZNF33A,RICTOR,ARID3A,RBMS1,DLG2,RCBTB2,PDE11A,GJC1,PHACTR1,DDX46,DENND4C,MIR99AHG,KANSL1,SLTM,MPHOSPH8,MAP7,FOXP1,SOCS2,LATS2,AP3B1,CSGALNACT1,ZMYM4,KCNS3,ESRRG,EHBP1,FBN1,CBLB,STOX2,TRPM7,CGN,LONRF3,CLASP1,PLEKHA5,NRXN3,RHOT1,FOXO3,PLA2G6,PATJ,NEK7,TET2,FAM13C,TRERF1,WDR19,RNF130,SGCZ,PLCB1,CFDP1,GALE,NOL8,NFKB1,CDR2,IMMT,TGFBRAP1,SNX6,PXDNL,ANKH,OPN3,GREB1L,PLCL2,IFT140,OXR1,SNX7,EPB41L4B,ZMAT4,MLLT3,JADE3,CDK5RAP2,CDK8,LYPD6,MBTD1,EPHA3,PURG,RHBDD1,PREX2,SPTBN1,RNF38,TTC17,NIPBL,CMTR2,YPEL1,GNAI1,ZFAT,DZIP1L,LMO2,CSMD3,CACUL1,RASGEF1B,POT1,SNX27,LRRC37B,FBXO32,DGKD,MAP4K3,ARHGAP12,NRCAM,MTA3,TMCC1,ADRA1A,REPS1,LLGL2,CFAP53,PARP8,STPG2,SCN8A,PER3,PELI2,FAM214A,SMIM8,ROPN1L,GLI3,LIFR,SRGAP2,EDA,SEMA6D,TFEB,GNAQ,CDC7,KAT6A,HMCN1,GPR12,OIT3,PECAM1,ZNF217,PPP1R12B,ZNF652,MICAL3,AGO3,MATR3,SCAF11,PRKD1,FMNL2,NR2F1-AS1,HMBOX1,ATAT1,FAM13A,SCTR,MAP4K4,ZBTB2,KAT2B,ABCA6,CERS6,GMDS,TBC1D8,POGZ,IFIT1,COG6,DENND5B,ABL1,PHF21A,SEC24D,PAG1,SERPINB9,FERMT2,NES,NAB1,DDX3Y,ADD2,SORCS3,WDR60,CDT1,SLC25A12,TBC1D32,PPP2R2B,CADM1,NADSYN1,GCK,ZNF638,MED13,MIER1,FAM184A,SCN5A,ARSB,PTPRZ1,EIF2AK4,EP300,PSMD1,SNAP91,NF1,TBC1D14,ZXDC,TNRC6B,ADCY1,COL9A3,ACER3,IPO7,WWOX,FMNL3,AK3,ST8SIA1,TRIO,GEMIN8,DIDO1,ATP10D,USP13,HMCES,CEP112,TTC39B,BRAF,RMDN2,SCAF8,PRDM2,TMEM260,MARCH8,ERVK13-1,VPS13D,SMAD5,BCL11B,SLC22A15,HNRNPUL2,DST,CHIC2,NINL,ZNF207,PRDM5,CBFA2T2,PAK2,MPP6,SFRP1,EHMT1,SSH2,JMJD1C,DCLK2,RAB5A,PPFIA2,DCXR,SFMBT2,ORC5,ICA1,MIPOL1,RAPGEF4]"
33,"[RAVER2,FAM133B,RIMKLB,MRPL48,C16orf71,CCDC18-AS1,RFXAP,CEPT1,CSAD,EIF3E,TXNDC11,FZD5,WDR35,ZNF737,SP2,SLC9B2,PSMB1,NCOA6,HBP1,ABCC5,TMEM68,SETX,SBF2-AS1,ZNF532,EWSR1,DCUN1D4,HNRNPC,CAMK2D,PRKAR2B,PPP1R10,GSK3B,TUSC3,ATF2,GFPT1,FBXO15,CCSER1,ZNF177,MPDZ,RNF138,CHMP6,SMCO2,COX11,ABCE1,CAMSAP2,NOVA1,ZNF594,ZCCHC10,HDAC9,DPH5,NRK,VPS29,RBPJ,MEX3C,EIF3H,CLK1,TUBE1,PDE11A,PPP6C,ZNF605,EHHADH,DOC2B,APH1A,HNRNPH1,HSD17B13,CDAN1,ECH1,BTN3A2,FMNL1,EXOSC10,MCL1,XPO6,PPP3CB-AS1,UGP2,DENND5B-AS1,MED28,WWTR1,FTCD,HAGHL,RASGRP2,FUS,CNIH4,ZDHHC7,GRIPAP1,VIM,SON,MAEA,SRRT,CACNA2D1,MIRLET7BHG]"
34,"[TOMM22,SNX11,RINL,C15orf61,C2CD4C,SLC9A3R2,RACK1,RCC2,TSPAN6,PFKP,BAIAP3,SSU72,INAFM2,MIR497HG,NDUFC1,LINC00634,HMGA1,GTF2F1,TNRC6C-AS1,MEIS3]"
35,"[USP1,PCDH10,CLOCK,CNOT6L,GOLM1,SNX13,VRK1,MAP3K1,CHD1,INO80D,PRKACB,TACC1,SMAD5,MTRF1L,G3BP1,DSTYK,CAPRIN1,TGFBRAP1,PPP3R1,ANKRD50,ATXN7,NFIL3,BRI3BP,MOB1A,ME2,TAPT1,FAM102B,DOCK7,ANKRD12,HDAC2,TMEM106B,TSN,COPS2,FAM169A,GLS,CACNA1I,ARID2,SSBP2,FAM160B1,ING1,QKI,MAP2K4,USP46,GCLM,ZNF451,HCN2,PPP1R2,FAM122B,ACSL4,NEK7,HNRNPU,IPO7,ZDBF2,RSF1,ZNF143,CNKSR2,ZMIZ2,SNX7,RBM17,MORC3,PABPC1,LMO2,PDGFD,SNX27,NAA35,HDAC9,KIAA0895,SH3GLB1,PHKA1,SLC40A1,JADE1]"
36,"[TBC1D26,SEMA3B,TNFRSF14,HAUS7,XAF1,TMEM125,SPON2]"
37,"[CCP110,SETD1A,LZTFL1,DIS3,FLII,DDX3Y,CCNG1,FDX1,ATF7IP,PRNP,PNPLA6,CTNNA1,ZNF655,KIT,RAP2B,PAIP1,PPP4R4,ZNF350-AS1,ALG10,YBX1,RAD21,LIN7A,ZNF639,SRSF1,TUBE1]"
38,"[LINGO1,RTBDN,SLC4A11,HMG20B,MCOLN3,PLXNA3,MT1X,RHBDF2,NFKBIA,TRPV3,NSMF,SPARC,TNFRSF14,NKAIN4]"
39,"[C6orf136,MLLT1,SLC3A2,MOV10,KIF22,SYF2,YKT6,HCN2,CRIPAK,LMF2,BLVRB,WDR83,YIPF2,PSMD7,ZSCAN1,CD27-AS1,KRTCAP2,LBH,NFS1,LINC00339,LCMT2,FAAP20,HMOX2,WDR45,MOSPD3,TSC2,NDUFS3,SEMA3F,TMEM44-AS1,RAD23A,ASPSCR1,SRSF2,GID8,PIH1D1,C16orf91,PMEPA1,CORO1B,TMEM234,SPTAN1,TKFC,NUDT1,VPS51,LAMA5,RAP2C,MRPS21,MRPL18,AGRN,LGALS3BP,NXT1,FDXR,TXN2,C22orf23,SLC26A10,UBL7-AS1]"
40,"[CORO1B,MRPL34,CALR,WBP11,MRPS10,PPT2,TCEAL4,B3GNT9,TBC1D17,PAFAH1B3,YRDC,TXN,ACTRT3,PDAP1,PPP1R14B,PLEKHG4,FAM122B,AMPD2,FEZ1,EEF1E1,ARRB2,HPCAL1,GPANK1,BLOC1S3,TMEM9B,MUS81,ARPC3,PNMA6A,CCT4,FUZ,ARPC1A,DNAJC8,GYG1,MRPL47,SNRPD1,WDR24,PHF5A,MED6,COPS3,KARS,MNT,CLTC,RAB5C,SNRPB,NBL1,SLC39A6,MRPS15,RAB11FIP5,DDX42,RNF7,MAGEF1,LDHA,SSR2,RNPS1,SNRPB2,GNB2,SLC25A11,ECH1,CHMP1A,INO80E,TCEAL5,ARPC2,SCG3,MRPL15,PMVK,UBB,NR1H2,YIPF3,PSMD7,MTFR1L,KCNAB1,HMCES,MRPS33,MZT2A,KRTCAP2,RBX1,CBX6,PA2G4,KLHL12,ADPRHL2,TAF1C,BHLHE41,SDF2,GZF1,PEF1,SF3B2,RECQL,NTHL1,DHPS,KCTD5,AEN,CCT2,NUDT1,ELAC2,TCEAL3,DNAJA4,NME1,BRF2,KLHDC2,ISYNA1,TMEM59,NUDC,MARS2,SMNDC1,DGUOK,RANGAP1,PPP4C,H1FX,RPL6,PHKG2,EDC4,MYL12A,SHMT2,TCEAL2,SYT6,ZNF667-AS1,CDK20,CLCN4,SYT11,LATS2,STON1-GTF2A1L,UTP18,C18orf21,FGF11,DNPH1,TBRG4,PAFAH1B2,ATF4,COPZ1,TBL3,ANKEF1,RPL29,ZNF622,ZNF579,TCEAL6,DOCK8,EIF5A2,C1QBP,CHERP,RPS16,SLC9A3R2,CWC15,MRPL57,YWHAB,TUBB,EYA4,H2AFZ,MUL1,TMEM19,RPSA,COA7,ALYREF,ZNF3,CHAMP1,CAPN10,ZNF578,UTP3,MCM2,KBTBD2,AHSA1,TUBB2A,SLC52A2,CHPF,DNAJB9,LRRC61,YPEL3,CLPTM1L,RPL28,DPH2,ARMC7,EBF4,GADD45B,PHF23,SERP2,TMEM248,DNAJA1,LINC00665,YIPF5,AP5Z1,TMF1,RPS3A,NGRN,PFDN6,TEX264,RBM8A,UBL5,BEX2]"
41,"[RITA1,SMUG1,MAMDC4,MAEA,CLCN7,SLIRP,TARS,ECE2,CLN3,TRIM73,IDUA,C9orf163,FRG1,TMEM101,ZNF335,SGSM2,DDX49,WDR81,ZSWIM8,VPS51,STK11IP,C2orf68,TOP3B,RNF20,MTG1,GGA3,COQ6,PAK1IP1,ABCC6,OS9,CLUH,TCF25,ITGA5,TSC2,TSPAN31,CLK2,ACAP3,NOL12,PHKG2,TEX264,SEC16A,SF3A2,DGKZ,NCLN,KAT8,ZNF511,MRPS15,FANCF,TRAF3IP2,MEGF8,ATG4B,ST3GAL4,CIZ1,HARS2,TMEM74B,PRPF8,HOOK2,NUDT16L1,SMG5,POLL,SRPRA,EDEM2,CCAR2,ZFAND2B,TMEM254,KRI1,RBFA,ING4,SCNM1,HMGN4,TRIM61,SPTAN1,TRMT10A,ASB2,CKMT1A,EIF2A,OGFR,TAF1C,PMM1,SERP2,ZNF684,ANKRD54,NFS1,LINC00665,MOSPD3,HPS1,LINC01535,TMUB2,VPS33B,NUDT18,HAX1,PIP5KL1,GPR108,SNHG3,POLR2H,CCNL2,FAAP20,PIGBOS1,IL10RB,TNK2,TPRKB,COA6,DAAM2,EIF3D,CCDC130,TECPR1,ATG2A,TPRA1,AP5Z1,CYB561D1,SCX,ANKRD20A3,SNHG15,RPS5,OVOL2,TSPAN11,ARHGEF1,SLC3A2,MALSU1,HAR1B,MZF1,NKIRAS2,DHRS1,PFKP,RNFT1,KLHDC4,MORC2,MFSD4A,TEX10,MIR762HG,NDUFAF7,ABCA3,ELAC2,SLX4,SH3BP1,REC8,C18orf21,UQCR11,RPL8,CCM2,NFATC2IP,ASB16-AS1,PINLYP,FASTKD5,TKFC,LINC00339,FAM3A,NBPF11,KCNIP3,RGL2,COPS5,CUTA,SDR39U1,POLR2C,WDR12,CAPN10,KNOP1,GGA1,FBRSL1,ZNF324,ITIH4,COMMD5,IKBKG,CHAC2,AURKAIP1,DOCK8,ZNF302,TUT1,NEDD8,KARS,LGALS3BP,NKX6-2,SPATA33,ZNF572,YKT6,SNRPB,ETV7,MANEAL,OTUD5,DPAGT1,ANKS3,ARF4,MEIS1,P4HB,MED15,SLC37A4,WRAP73,STK36,MTFR1L,UCK1,RBSN,KLHL2,CYB561A3,RPL34,UNC45A,BFAR,CFAP36,FOXJ3,SEC24C,DENND6B,SUN2,ANXA4,WDR46,CHMP1A,FPGS,SF3B3,TADA3,AFTPH,EIF6,NLRX1,AGPAT1,ASB8,LSM3,DDTL,NDUFS3,MAN2B2,ZNF251,MTG2,CSTF1,TP53RK,DCAKD,APCDD1,FRMD4A,NDUFA13,RPS4X,TSSC4,PSMC6,FAM174A,GPATCH4,ZNF529,TRAPPC4,SYNJ2BP,NELFE,ASB3,COASY,RPL19,ORMDL1,DPP9,COX14,RPS19BP1]"
42,"[PIM1,PPP1R15A,IER5,NHSL2,JUND,MYADM,BAIAP2,NAB2,IER5L,ADGRG1,IGSF1,NPTX2,TPPP3,CRIP3,ISLR2,EIF2AK3,HRK,IFI44L,GLIPR2,SH3RF3-AS1,UBXN10-AS1,NR4A3,CD58,KLHDC8B,SLC7A5,ODC1,TLE3,INSM1,MAP2K3,CSRNP1,GADD45B,GCH1,FOSL2,RASL10A,RASD1,G0S2,BTBD16,HS3ST3A1,APLN,MIDN,PWP2,RARA,C11orf96,MAP3K14,GYPC,SOCS3,KLF10,CHST15,CRYGA]"
43,"[JUN,PRKCG,MYADM,FAM50B,CKS2,MAGEL2,TLE3,ATF3,CELF3,RCAN3,KCTD17,SLC38A3,GNLY,SLC16A12,CXXC5,PEG3]"
44,"[AIG1,AGO3,SPATS2,DTNB,LYST,NALCN,SENP6,DUSP10,APBB2,ENOX1,SFXN1,ANKS1B,WIPF3,SETBP1,DCLK2,FMN2,CDKL5,LMO7,SOX5,INPP4A,ERC2,STK39,MOB3B,KAT6A,USP6NL,RALGPS1,FAM171A1,CADPS,MKLN1,CKAP5,SCN8A,CAMTA1,DIS3L2,PPP4R1,ZFYVE16,RICTOR,RABGAP1L,DPP6,CDK8,TAB3,MYRIP,SYN3,SPIRE1,ARL3,KIF9-AS1,CLIP1,CDK6,NDST3,RNF217,GABPB1,ZBTB26,ARHGAP17,TMEM14B,FBLN7,DGKI,ST7,CEP350,MXD1,TNRC6B,CHD6,PTPRM,KDM4C,PLCE1,XPR1,DLGAP1,KLF12,CNTNAP3,SGMS1,RAP1GDS1,STAU2,CTNND2,RANBP9,ADK,FAM49B,CELF2,ITSN1,BMP2K,CASC2,ITCH,ASAP1,SFMBT1,NCOR1,RERE,ARMC2,HERC1,CTPS1,JAK2,ICA1L,TAOK1,KCMF1,PARD3B,HECTD4,RNF144A,ALDH18A1,NAA35,LINC00472,HFM1,PPM1H,RTKN2,ARSB,FTCDNL1,SRPK2,AGTPBP1,PDS5A,OTUD4,LPIN2,HDHD2,HIPK1,FGGY,NFE2L2,LRRC37A3,KCNMA1,MLLT10,SETD3,DAAM1,NIN,RCAN2,DENND5B,FBXO32,KLHL32,DCLK1,TGS1,PACRG,FAM189A1,TDRD6,INO80D,PCMTD1,ARHGEF11,PRDM2,NBEA,MYO6,LINC01138,MYO5B,TLK1,AUTS2,DPY19L3,SPAG9,JPH1,WAPL,STK24,MFSD8,RIMS2,ARHGAP39,TJP1,SLC20A2,MARCH6,FYN,CCDC92,ARID5B,SETD7,EYA4,ASAP2,ZFYVE9,IGF1R,RAF1,FAM155A,PPM1E,CTIF,MYO9A,CCSER2,ADAM10,HMGXB4,SETD2,ABHD17B,OLA1,MYH10,FARP1,ADCY2,CDC42EP3,ADD3,CNTNAP3B,TRAM2,SMCHD1,SLMAP,RMDN2,FGF12,GPD2,NLGN4X,OSBPL3,MEF2A,TCF7L2,LATS2,ACSL3,MFF,LARP4B,RYR2,ARID2,KIF13B,ERAP1,PLAGL1,MAGI3,ABHD5,KPNA3,NOTCH2,NTNG1,TMEM229A,MFAP3L,GNPNAT1,EVI5,LYPD6,SGMS2,TBK1,SPATS2L,BEND6,ELOVL7]"
45,"[RAD51AP2,TSPYL5,RASSF2,CFAP20,TBL3,LINC00847,KRT81,SLC16A9,LINC00852,RNF141,JUN,CALM2,RELT,WSB2,MAPRE3,ZSWIM2,ORMDL3,NKX3-1,DUSP2,IFI44L,MAP6D1,FGFRL1,ATP13A1,LINC01460,CERS1,RNF103,SNPH,AP1S2,NXPH4,NUTF2,ATP1A1,TMEM151A,CCDC96,FAM168B,SOD2,TMEM248,NAT8L,PEG3,KCNAB1,SLC35B2,SLC1A2,SERINC3,KCNA3,EIF4A1,CNTNAP3B,HNRNPH2,NUDT4,SUV39H1]"
46,"[MAP2K2,ULBP2,ALAS1,SATB1,ETV1,PHLDB2,DIRAS1,TSPYL5,RBM38,LYNX1,RASGRF2,LHX6]"
47,"[ADGRA1,HMGXB3,CHP1,EIF4E2,NAA60,SUPT6H,GGPS1,NOVA2,CX3CL1,ZNF12,ARHGEF7,DDX21,ARPC2,MIR193BHG,BFAR,CAPZA2,SLC7A1,DYRK2,SMG5,KLF9,CRMP1,STAC2,PACSIN3,MAFG,PXMP2,AP3B2,PLS3,CNTFR-AS1,ITGBL1]"
48,"[ANGPTL4,F3,HR,PLSCR4,CD44,SOX9,PAPLN,PARP10,MAPK11,ADCYAP1,SLCO1C1,ACSS1,AQP1,SPSB1,ADGRB2,ID1,SIGIRR,GPX3,VGF,BHLHE40,SLC30A3,SARDH,OLFM4]"
49,"[ANKRD40,ZNF436,MEPCE,SUMO3,PDZD4,RIMS3,RUNDC3A,ZNF358,KEAP1,EGFL7,B4GALT2,CDIP1,TAGLN3,NUDT10,FBXL16,EEF1A1,ARL4A,TESK1,TUBB,AMZ2,CAMKK2,DOC2A,HPCA,PTMS,CAMK2N1,BCAP31,MTURN,C2CD4C,YPEL3,RNF187,SBDS,NXT2,KLF16,MYL12B,EVI2A,EPHB6,TUBB4A,PRR36,SORBS3,LKAAEAR1,TSEN34,AK1,KLHL21,OTUD1,FEZF2,HYAL3,CENPBD1,GNAI2,HYI,EFEMP2,PPM1M,MTPN,TBCC,RHOB,CDKN2AIPNL,PIGV,ENC1,FBXL19,C4orf46,FTH1,PDLIM2,RND1,CA11,SERF2,PPP1R1A,MAZ,RANGAP1,SRPK3,SYPL2,SMIM10L2A,FGD5-AS1,ZCCHC12,MRPL28,PLXNA3,CBX5,MAL2,PGAM5,C15orf61,HPCAL4,ZNHIT1,MLST8,CHMP1B,LZTS3,SLC41A3,ARHGDIA,UBALD2,ADAM11,MAPK3,PRNP,SH3GLB2,RRAD,ENHO,PRRT1,BEND5,CTDNEP1,PRDX1,GLUL,PCGF2,CCNO,CLTB,ENOPH1,RPL4,PNRC1,DLG4,FAIM2,RPS17,NRSN2,AGAP3,PLEKHA2,ST6GALNAC6,UBQLN2,BOLA3-AS1,LINGO1,PEA15,CHRDL1,SOX11,INAFM2,CXXC1,MSL3,ADIPOR1,CACNB3,TUBA1A,CELSR3,STARD10,GSK3A,CPNE5,TCEA2,TPM2,GSTM3,STMN1,CBX6,EIF4G2,SVIP,DCAF12L2,SPOCK2,PDCL3,TGFBR3L,TMEM183A,KLHDC3,C17orf58,C3orf80,TEX30,PCSK1N,SRSF3,UCHL1,PIGM,ING1,LINC01003,TRAPPC5,RCC2,RPS19,PLPPR3,TPRG1L,DLX1,CD40,MRPL49,RASSF2,NAT14,SLC4A11,GM2A,ZDHHC23,SNX11,NR4A2,TCAF2,PCDH8,TAF1C,PIK3R5,NUDC,NBEAL2,AXL,RBM38,TNK1,TUBA1B,NDRG2,FIZ1,MRPL35,MATN4,LPL,TSPAN6,CHRM2,TNFSF13,FAM110A,CCT8,TWIST1,CAMK2N2,C1orf115,ABCA1,PRRG2,PLP1,H2AFX,ADAP1,CYP27C1,NYNRIN,MYLPF,DECR2,PPP1R1B,C19orf81,HDAC10,AP1S1,SSU72,ALDH1B1,SAMD3,PGAM1,EHD1,PCBP1,SERPINH1,GHITM,VEGFA,AKAP5,MEA1,S100A6,HEXIM1,LMNTD1,STX1B,KLHL17,AOC3,GPX2,PALD1,STRN4,GLIS3,TYMS,CTH,TMEM59L,PM20D2,PPP1CC,DSTN,LINC01166,KCNG3,XRN2,SH3RF2,EIF1AX,C3,CPS1,TINF2,BAIAP2L1,GSTM2,PNMA1,CASQ1,RPSA,CHI3L1,PLCE1,FKBP4,UBE2W,KCNK4,DUSP3,NEFL,MAFK,DNAJB1,VAMP1,SYT5,SERF1A,CNRIP1,PRKCG,RAB33A,SH2D5,RHOC,DNAJB6,DIRAS1,ZBTB14,SYT13,PANX2,MED16,INPPL1,PDPK1,DYNLL2,TMEM106C,NDRG4,IGLON5,RAB11B,PLAC1,PRR5L,ZNF468,PALM3,FMR1,COCH,PSME1,COL11A2,LCAT,STK11,MAPK12,HOPX,MAST3,MAGEE1,MROH8,CPNE7,CRTC2,CAMKV,ATXN7L3B,TOMM20,DBP,LINC01351,DDX5,NAP1L2,SULT4A1,FAM171A2,DMTN,VCPKMT,KCNAB1,RYR2,USP8,ZBTB44,SOD1,IGIP,RPL29,CHRNA2,PHF21B,CACNB4,AQP4]"
50,"[TBK1,USP21,CABYR,FOXK1,USP13,STK11IP,STAG1,PAN2,ZNF790,MTBP,NEDD4,CLK4,SCMH1,BCL11B,PCF11,PRKCZ,PATL1,KIF2A,PSMA3-AS1,LINC00665,PDS5A,PPP2R2C,SNCAIP,OLA1,TLE2,SCML2,ZNF460,TRIM39,CNNM3,TMEM51,ARID1A,USP10,MADD,TP53RK,GGPS1,TNKS2,WDR7,UTP20,ASAP1,XXYLT1,TRMT1,RAF1,IDE,TSC1,SLC37A1,RNF168,NR2C2,ZNF300,SMARCD3,JOSD1,TAF4,DLEU2,ATXN2,DESI2,RAB5A,ERMAP,PHF12,RBM5,ARMC4,NSD1,IP6K1,RBM23,REC8,FITM2,CDH4,EPC1,ZBTB5,ZNF652,ZNF33A,ADD2,ZNF532,DOT1L,PAK4,RUFY1,DNAH9,LRRC58,ZFR,ZXDC,ARMCX4,TLR2,BAZ1B,CEPT1,EPC2,MICU1,OCA2,ZNF264,SMIM4,MTMR3,ZNF592,ZNF644,PPP6C,LRRN2,TRUB2,RBM19,OSTM1,RBM4,RABL2A,EGFR]"
51,"[NRAS,BCL11B,SETBP1,SBK1,SNX24,SCML2,DACT2,MINK1,TBC1D16]"
52,"[ACBD5,CNTN1,ZNF804A,NDST3,ING3,SMIM8,PHACTR2,KIZ,PURG,PLCL1,LANCL3,PPP3CC,PIK3CA,UNC5D,SLIT2,NT5DC1,DSE,PCLO,LNPEP,ACVR1C,MARCH8,CUX2,SMARCAD1,ZNF385D,ZNF681,SNAP91,ATP10D,CHST9,FAM13C,PHF21A,ADCY1,FAM174B,LRRC37A3,MYO1B,NFYC,SS18,ST8SIA1,PDGFD,INPP4A,EFCAB2,CD8A,TAOK3,PLA2G6,FGF12,ZC3H6,SYNM,CD55,MITF,SNX24,USP8,TMEM14B,ORC5,EHBP1,KMT5B,WDR35,TMEM170A,SH3BGRL2,PLEKHG1,GLRB,PEX5L,CFL2,MFHAS1,PRKD1,SLC12A6,PPARG,BCAT1,TMEM178A,MPHOSPH8,RP2,AP1AR,TRIQK,LRRN1,ERI1,RSPO2,MYO5B,DST,BCL11A,SYS1,MLLT3,KLHL24,ZNF239,ESRRG]"
53,"[NRIP3,TMEM151B,LONRF2,BRD2,MAPK6,GJD2,SKIL,ARMCX3,ZNFX1,SCD5,DDX20,WSB2,KBTBD11,GRPEL1,RAB7A,RIOK3,MAFG,TPST2,WDR1,MAFF,ORAI2,LARP6,AAGAB,RNF141,ODC1,NTRK2,GABARAPL1,CBX6,ANKRD53,TUBB2B,CXADR,CHMP1B,ATP1B3,GTF2F1,SLC25A33,ADGRA1,HIVEP2,KIAA0513,PYCR2,CACNG8,MNT,AZIN1,TRAPPC2B,ING1,OPTN,SRPRB,NUDT14,WBP2NL,RTN4,PDXDC1,C7orf50,TWISTNB,NIFK,SVIL]"
54,"[WDR89,ZBTB25,LYPD5,RMDN2,PTPRZ1,GTF2H2,GALNTL6,USP25,LINC00884,ANLN,PMS1,MGA,PCDHGB5,MNS1,CALCR,OLFM3,EXD2,ANKRD30B,ATF7IP,LRRK2,ZFP2,INTU,RAVER2,FSTL5,DENND6A,FAM177A1,SMARCAD1,CETN3,ATF7IP2,SYT10,CEP44,TRAM1L1,MYLIP,DPYD,TRIM24,RPL34-AS1,PLPP3]"
55,"[HSPB8,TNIP2,EIF4A1,RAD23A,ATF5,ZIK1,MNT,TRMT6,SEMA6C,BCL9L,CAD,HMGB3,SLC45A1,TLE3,STK25,DOK3,PSPN]"
56,"[KTN1,BZW2,ELMOD2,GKAP1,HP1BP3,KIAA0895,CARNMT1,APC,LINC01197,ESD,PRKAA2,LEPROTL1,FBXL3,ANKRD12,PNPLA8,NUCB2,RGMB,SLK]"
57,"[ANKRD50,PKIA,TTC14,NTN4,MECP2,TRMT10C,MPHOSPH8,BTBD2,KDM3A,BRPF3,ZBTB33,ARHGAP5,IRS2,C1GALT1,HECW1-IT1]"
58,"[PRICKLE2,ZFAND3,GAN,JDP2,MICU1,RNF150,JMJD1C,CMIP,PRKCE,E2F6,SEZ6L,AK5,CRIM1,ZNF516,GRIN2D,RFX3,SLC35G2,GABRB3,KIAA1958,GLCE,OCA2,SOX2-OT,HDX,PELI2,SOBP,STARD13,MED27,FOXG1-AS1,OSBP2,CTNNAL1,BRAF,IGF1,NFIB,FNDC3A,SHANK2,FNBP1L,HUNK,PBX3,TRAF3,TBL1XR1,MYO1E,TFEB,CHST11,PHACTR3,ELF2,RYBP,PLD5,TBC1D16,CSGALNACT2,PTPRE,GMDS,LRP12,MTMR2,NR3C1,ST6GAL2,SIK2,C1orf52,BCL2,CTTNBP2,TNFAIP8L3,FNDC3B,ASAP1,UBE2W,FBXO11,PARD3,CD58,NAV1,PFKFB3,RAP1GDS1,AP3B2,FBXL7,IMMP2L,LPP,MCM7,TRPC3,HDAC9,ACTN1,CDC42EP2,NTN1,WNT5A,IGSF11,RAP1A,MYOF,ELMSAN1,PID1,GADD45B,ABL1,DLEU2,ATXN2,SAP30,CAMK1D,SOCS6,FBXW7,ZNF618,NXN,RBBP7,SGMS1,OSBPL3,ETV3,KCNJ6,MOB3B,NIN,VMP1,MECP2,CEP85L,NCK2,CD40]"
