,regulon,coef,pval,fdr,log_fdr,significance
74,RFX2(+),-0.00032607501684518204,0.9574992539157532,0.9841457294089948,0.00694058775556281,Not Significant
75,RFX7(+),-0.00287274372805873,0.45468759621071464,0.7903574095943071,0.1021764708451984,Not Significant
76,RFXAP(+),-0.0021935179128966305,0.6879747754546097,0.9020781944045333,0.04475581508941193,Not Significant
77,RXRB(+),0.0033931276457679453,0.0023015411398442437,0.020713870258598194,1.6837387482858606,Up
78,SMAD2(+),0.0012193008946410652,0.630368792845772,0.853591223091282,0.06875005912086538,Not Significant
80,SMAD5(+),0.000300382075437899,0.7272204133784336,0.9218286930149159,0.035349778068614966,Not Significant
81,SMARCC2(+),0.0014861168639602811,6.386233916685025e-08,5.747610525016522e-06,5.240512668611399,Up
84,SOX9(+),-2.8086996054951604e-05,0.8500030123055196,0.9444477914505772,0.024822044636388818,Not Significant
85,SP3(+),-0.00031714117774314036,0.9042095971684914,0.9573983970019321,0.018907304004475725,Not Significant
86,STAT1(+),0.0016405064737694869,0.12452759263134755,0.37358277789404265,0.4276131528862228,Not Significant
87,STAT2(+),-4.8659536733267975e-05,0.6327340429410557,0.853591223091282,0.06875005912086538,Not Significant
88,STAT5B(+),0.0018266273982472968,0.17795683753185396,0.44489209382963485,0.3517453120237507,Not Significant
89,STAT6(+),-3.374235575729082e-05,0.8500030123055194,0.9444477914505772,0.024822044636388818,Not Significant
90,TAF1(+),-0.0018443326861775212,0.4594179088559235,0.7903574095943071,0.1021764708451984,Not Significant
91,TCF12(+),-0.003725156336740986,0.5404568410331019,0.8244256897115113,0.08384848374614759,Not Significant
92,TCF4(+),-0.0022778395066703947,0.6354512438568433,0.853591223091282,0.06875005912086538,Not Significant
93,TEF(+),0.002683916619787079,0.002672661550585084,0.021867230868423414,1.660206209861598,Up
94,THRA(+),0.003528392474646372,0.00010474613171761939,0.001885430370917149,2.724589501489509,Up
95,THRB(+),-0.006550102931943793,0.11737548373508637,0.36426874262613007,0.4385780933405582,Not Significant
96,USF2(+),0.0037012597087058645,1.0193288521202278e-06,3.057986556360684e-05,4.514564428181778,Up
97,VEZF1(+),0.0002293399548203566,0.9005358711005377,0.9573983970019321,0.018907304004475725,Not Significant
98,YBX1(+),0.002445926275537011,0.00012651496303704878,0.0018977244455557316,2.721766848000672,Up
99,YY1(+),0.0029786672906993617,0.16759145499422637,0.44489209382963485,0.3517453120237507,Not Significant
100,ZBTB11(+),-0.0007963550643316907,0.5267938123773692,0.8174386743786763,0.08754481894652104,Not Significant
101,ZEB1(+),0.001312755987665047,0.7977180336896886,0.9444477914505772,0.024822044636388818,Not Significant
102,ZNF148(+),0.0005535066634136351,0.8190081803508014,0.9444477914505772,0.024822044636388818,Not Significant
103,ZNF431(+),6.597127624903356e-05,0.8671897933478632,0.9517936756257035,0.021457185280047336,Not Significant
104,ZNF445(+),-0.0006341463035579804,0.07841259668584846,0.27549350550264357,0.559888634770853,Not Significant
105,ZNF519(+),-0.0059258414131402246,0.17335040285570147,0.44489209382963485,0.3517453120237507,Not Significant
